,A.RTL3
19:19:46.737,-1.0
19:19:46.942,-1.0
19:19:47.144,-1.0
19:19:47.347,-1.0
19:19:47.549,-1.0
19:19:47.751,-1.0
19:19:47.952,-1.0
19:19:48.154,-1.0
19:19:48.356,-1.0
19:19:48.558,-1.0
19:19:48.761,-1.0
19:19:48.964,-1.0
19:19:49.167,-1.0
19:19:49.374,-1.0
19:19:49.576,-1.0
19:19:49.779,-1.0
19:19:49.981,-1.0
19:19:50.183,-1.0
19:19:50.387,-1.0
19:19:50.591,-1.0
19:19:50.795,-1.0
19:19:50.997,-1.0
19:19:51.198,-1.0
19:19:51.400,-1.0
19:19:51.602,-1.0
19:19:51.804,-1.0
19:19:52.005,-1.0
19:19:52.207,-1.0
19:19:52.410,-1.0
19:19:52.613,-1.0
19:19:52.815,-1.0
19:19:53.016,-1.0
19:19:53.219,-1.0
19:19:53.420,-1.0
19:19:53.622,-1.0
19:19:53.824,-1.0
19:19:54.025,-1.0
19:19:54.232,-1.0
19:19:54.434,-1.0
19:19:54.636,-1.0
19:19:54.839,-1.0
19:19:55.040,-1.0
19:19:55.244,-1.0
19:19:55.446,-1.0
19:19:55.648,-1.0
19:19:55.851,-1.0
19:19:56.058,-1.0
19:19:56.260,-1.0
19:19:56.462,-1.0
19:19:56.663,-1.0
19:19:56.864,-1.0
19:19:57.066,-1.0
19:19:57.268,-1.0
19:19:57.477,-1.0
19:19:57.683,-1.0
19:19:57.897,-1.0
19:19:58.163,-1.0
19:19:58.409,-1.0
19:19:58.629,-1.0
19:19:58.859,-1.0
19:19:59.062,-1.0
19:19:59.269,-1.0
19:19:59.470,-1.0
19:19:59.673,-1.0
19:19:59.878,-1.0
19:20:00.079,-1.0
19:20:00.281,-1.0
19:20:00.482,-1.0
19:20:00.685,-1.0
19:20:00.889,-1.0
19:20:01.091,-1.0
19:20:01.292,-1.0
19:20:01.496,-1.0
19:20:01.698,-1.0
19:20:01.900,-1.0
19:20:02.102,-1.0
19:20:02.307,-1.0
19:20:02.509,-1.0
19:20:02.710,-1.0
19:20:02.912,-1.0
19:20:03.114,-1.0
19:20:03.315,-1.0
19:20:03.517,-1.0
19:20:03.718,-1.0
19:20:03.920,-1.0
19:20:04.121,-1.0
19:20:04.326,-1.0
19:20:04.527,-1.0
19:20:04.729,-1.0
19:20:04.930,-1.0
19:20:05.134,-1.0
19:20:05.335,-1.0
19:20:05.556,-1.0
19:20:05.775,-1.0
19:20:05.976,-1.0
19:20:06.220,-1.0
19:20:06.428,-1.0
19:20:06.632,-1.0
19:20:06.834,-1.0
19:20:07.039,-1.0
19:20:07.241,-1.0
19:20:07.444,-1.0
19:20:07.647,-1.0
19:20:07.850,-1.0
19:20:08.051,-1.0
19:20:08.254,-1.0
19:20:08.456,-1.0
19:20:08.657,-1.0
19:20:08.860,-1.0
19:20:09.062,-1.0
19:20:09.264,-1.0
19:20:09.465,-1.0
19:20:09.672,-1.0
19:20:09.891,-1.0
19:20:10.137,-1.0
19:20:10.342,-1.0
19:20:10.558,-1.0
19:20:10.770,-1.0
19:20:10.972,-1.0
19:20:11.176,-1.0
19:20:11.378,-1.0
19:20:11.582,-1.0
19:20:11.784,-1.0
19:20:11.985,-1.0
19:20:12.188,-1.0
19:20:12.389,-1.0
19:20:12.592,-1.0
19:20:12.794,-1.0
19:20:12.995,-1.0
19:20:13.196,-1.0
19:20:13.399,-1.0
19:20:13.600,-1.0
19:20:13.802,-1.0
19:20:14.008,-1.0
19:20:14.215,-1.0
19:20:14.495,-1.0
19:20:14.729,-1.0
19:20:14.933,-1.0
19:20:15.137,-1.0
19:20:15.339,-1.0
19:20:15.540,-1.0
19:20:15.742,-1.0
19:20:15.944,-1.0
19:20:16.145,-1.0
19:20:16.349,-1.0
19:20:16.552,-1.0
19:20:16.754,-1.0
19:20:16.955,-1.0
19:20:17.161,-1.0
19:20:17.363,-1.0
19:20:20.633,-1.0
19:20:20.835,-1.0
19:20:21.036,-1.0
19:20:21.239,-1.0
19:20:21.442,-1.0
19:20:21.645,-1.0
19:20:21.846,-1.0
19:20:22.050,-1.0
19:20:22.252,-1.0
19:20:22.455,-1.0
19:20:22.656,-1.0
19:20:22.858,-1.0
19:20:23.061,-1.0
19:20:23.264,-1.0
19:20:23.470,-1.0
19:20:23.671,-1.0
19:20:23.874,-1.0
19:20:24.077,-1.0
19:20:24.280,-1.0
19:20:24.482,-1.0
19:20:24.685,-1.0
19:20:24.888,-1.0
19:20:25.089,-1.0
19:20:25.292,-1.0
19:20:25.496,-1.0
19:20:25.698,-1.0
19:20:25.900,-1.0
19:20:26.111,-1.0
19:20:26.316,-1.0
19:20:26.517,-1.0
19:20:26.719,-1.0
19:20:26.921,-1.0
19:20:27.124,-1.0
19:20:27.330,-1.0
19:20:27.533,-1.0
19:20:27.735,-1.0
19:20:27.938,-1.0
19:20:28.140,-1.0
19:20:28.342,-1.0
19:20:28.543,-1.0
19:20:28.745,-1.0
19:20:28.946,-1.0
19:20:29.150,-1.0
19:20:29.355,-1.0
19:20:29.573,-1.0
19:20:29.776,-1.0
19:20:29.983,-1.0
19:20:30.185,-1.0
19:20:30.389,-1.0
19:20:30.591,-1.0
19:20:30.793,-1.0
19:20:30.996,-1.0
19:20:31.198,-1.0
19:20:31.400,-1.0
19:20:31.602,-1.0
19:20:31.803,-1.0
19:20:32.005,-1.0
19:20:32.209,-1.0
19:20:32.415,-1.0
19:20:32.616,-1.0
