,A.BRAKE1
21:08:23.090,-1
21:08:23.293,-1
21:08:23.498,-1
21:08:23.704,-1
21:08:23.906,-1
21:08:24.108,-1
21:08:24.310,-1
21:08:24.514,-1
21:08:24.719,-1
21:08:24.930,-1
21:08:25.134,-1
21:08:25.342,-1
21:08:25.548,-1
21:08:25.754,-1
21:08:25.965,-1
21:08:26.171,-1
21:08:26.382,-1
21:08:26.589,-1
21:08:26.791,-1
21:08:26.995,-1
21:08:27.199,-1
21:08:27.405,-1
21:08:27.615,-1
21:08:27.824,-1
21:08:28.030,-1
21:08:28.238,-1
21:08:28.441,-1
21:08:28.654,-1
21:08:28.857,-1
21:08:29.062,-1
21:08:29.264,-1
21:08:29.466,-1
21:08:29.668,-1
21:08:29.870,-1
21:08:30.074,-1
21:08:30.280,-1
21:08:30.486,-1
21:08:30.688,-1
21:08:30.900,-1
21:08:31.103,-1
21:08:31.306,-1
21:08:31.510,-1
21:08:31.713,-1
21:08:31.920,-1
21:08:32.124,-1
21:08:32.329,-1
21:08:32.530,-1
21:08:32.736,-1
21:08:32.943,-1
21:08:33.146,-1
21:08:33.350,-1
21:08:33.555,-1
21:08:33.760,-1
21:08:33.968,-1
21:08:34.174,-1
21:08:34.385,-1
21:08:34.588,-1
21:08:34.794,-1
21:08:34.996,-1
21:08:35.209,-1
21:08:35.410,-1
21:08:35.615,-1
21:08:35.825,-1
21:08:36.029,-1
21:08:36.233,-1
21:08:36.439,-1
21:08:36.666,-1
21:08:36.871,-1
21:08:37.073,-1
21:08:37.278,-1
21:08:37.482,-1
21:08:37.685,-1
21:08:37.887,-1
21:08:38.089,-1
21:08:38.291,-1
21:08:38.499,-1
21:08:38.701,-1
21:08:38.904,-1
21:08:39.106,-1
21:08:39.307,-1
21:08:39.512,-1
21:08:39.716,-1
21:08:39.928,-1
21:08:40.131,-1
21:08:40.338,-1
21:08:40.540,-1
21:08:40.751,-1
21:08:40.958,-1
21:08:41.162,-1
21:08:41.368,-1
21:08:41.571,-1
21:08:41.772,-1
21:08:41.980,-1
21:08:42.182,-1
21:08:42.390,-1
21:08:42.594,-1
21:08:42.801,-1
21:08:43.003,-1
21:08:43.206,-1
21:08:43.415,-1
21:08:43.617,-1
21:08:43.820,-1
21:08:44.024,-1
21:08:44.233,-1
21:08:44.437,-1
21:08:44.640,-1
21:08:44.843,-1
21:08:45.053,-1
21:08:45.258,-1
21:08:45.462,-1
21:08:45.665,-1
21:08:45.879,-1
21:08:46.087,-1
21:08:46.293,-1
21:08:46.495,-1
21:08:46.703,-1
21:08:46.907,-1
21:08:47.115,-1
21:08:47.323,-1
21:08:47.529,-1
21:08:47.731,-1
21:08:47.934,-1
21:08:48.137,-1
21:08:48.341,-1
21:08:48.546,-1
21:08:48.751,-1
21:08:48.956,-1
21:08:49.159,-1
21:08:49.361,-1
21:08:49.567,-1
21:08:49.771,-1
21:08:49.975,-1
21:08:50.176,-1
21:08:50.378,-1
21:08:50.586,-1
21:08:50.797,-1
21:08:50.999,-1
21:08:51.209,-1
21:08:51.415,-1
21:08:51.620,-1
21:08:51.827,-1
21:08:52.030,-1
21:08:52.233,-1
21:08:52.437,-1
21:08:52.649,-1
21:08:52.858,-1
21:08:53.063,-1
21:08:53.271,-1
21:08:53.480,-1
21:08:53.687,-1
21:08:53.889,-1
21:08:54.092,-1
21:08:54.297,-1
21:08:54.502,-1
21:08:54.709,-1
21:08:54.914,-1
21:08:55.115,-1
21:08:57.561,-1
21:08:57.763,-1
21:08:57.966,-1
21:08:58.168,-1
21:08:58.371,-1
21:08:58.574,-1
21:08:58.780,-1
21:08:58.981,-1
21:08:59.189,-1
21:08:59.391,-1
21:08:59.593,-1
21:08:59.801,-1
21:09:00.010,-1
21:09:00.221,-1
21:09:00.427,-1
21:09:00.630,-1
21:09:00.839,-1
21:09:01.044,-1
21:09:01.250,-1
21:09:01.468,-1
21:09:01.673,-1
21:09:01.879,-1
21:09:02.091,-1
21:09:02.295,-1
21:09:02.497,-1
21:09:02.701,-1
21:09:02.907,-1
21:09:03.116,-1
21:09:03.324,-1
21:09:03.528,-1
21:09:03.730,-1
21:09:03.938,-1
21:09:04.142,-1
21:09:04.350,-1
21:09:04.556,-1
21:09:04.760,-1
21:09:04.971,-1
21:09:05.177,-1
21:09:05.384,-1
21:09:05.587,-1
21:09:05.793,-1
21:09:05.997,-1
21:09:06.205,-1
21:09:06.412,-1
21:09:06.614,-1
21:09:06.816,-1
21:09:07.023,-1
21:09:07.226,-1
21:09:07.428,-1
21:09:07.629,-1
21:09:07.831,-1
21:09:08.038,-1
21:09:08.242,-1
21:09:08.445,-1
21:09:08.648,-1
21:09:08.860,-1
21:09:09.065,-1
21:09:09.270,-1
21:09:09.472,1
21:09:09.680,1
21:09:09.885,1
21:09:10.087,1
21:09:10.292,1
21:09:10.501,1
21:09:10.705,1
21:09:10.907,1
21:09:11.118,1
21:09:11.322,1
21:09:11.528,1
21:09:11.741,-1
21:09:11.943,-1
21:09:12.147,-1
21:09:12.353,-1
21:09:12.566,-1
21:09:12.770,-1
21:09:12.974,-1
21:09:13.177,-1
21:09:13.379,-1
21:09:13.588,-1
21:09:13.797,-1
21:09:14.002,-1
21:09:14.206,-1
21:09:14.416,-1
21:09:14.617,-1
21:09:14.819,-1
21:09:15.027,-1
21:09:15.229,-1
21:09:15.431,-1
21:09:15.637,-1
21:09:15.839,-1
21:09:16.041,-1
21:09:16.248,-1
21:09:16.452,-1
21:09:16.656,-1
21:09:16.862,-1
21:09:17.065,-1
21:09:17.268,-1
21:09:17.471,-1
21:09:17.676,-1
21:09:17.878,-1
21:09:18.082,-1
21:09:18.285,-1
21:09:18.486,-1
21:09:18.690,-1
21:09:18.892,-1
21:09:19.095,-1
21:09:19.299,-1
21:09:19.504,-1
21:09:19.706,-1
21:09:19.911,-1
21:09:20.115,-1
21:09:20.319,-1
21:09:20.525,-1
21:09:20.731,-1
21:09:20.934,-1
21:09:21.139,-1
21:09:21.344,-1
21:09:21.547,-1
21:09:21.750,-1
21:09:21.954,-1
21:09:22.157,-1
21:09:22.358,-1
21:09:22.568,-1
21:09:22.774,-1
21:09:22.979,-1
21:09:23.181,-1
21:09:23.383,-1
21:09:23.589,-1
21:09:23.793,-1
21:09:24.003,-1
21:09:24.205,1
21:09:24.407,1
21:09:24.611,1
21:09:24.817,1
21:09:25.027,1
21:09:25.229,1
21:09:25.435,1
21:09:25.667,1
21:09:25.871,1
21:09:26.076,1
21:09:26.282,1
21:09:26.485,1
21:09:26.690,-1
21:09:26.892,-1
21:09:27.103,-1
21:09:27.310,-1
21:09:27.513,-1
21:09:27.717,-1
21:09:27.924,-1
21:09:28.135,-1
21:09:28.337,-1
21:09:28.542,-1
21:09:28.754,-1
21:09:28.956,-1
21:09:29.166,-1
21:09:29.368,-1
21:09:29.585,-1
21:09:32.069,-1
21:09:32.277,-1
21:09:32.483,-1
21:09:32.687,-1
21:09:32.890,-1
21:09:33.096,-1
21:09:33.307,-1
21:09:33.513,-1
21:09:33.716,-1
21:09:33.923,-1
21:09:34.128,-1
21:09:34.331,-1
21:09:34.534,-1
21:09:34.739,-1
21:09:34.943,-1
21:09:35.145,-1
21:09:35.357,-1
21:09:35.563,-1
21:09:35.765,-1
21:09:35.969,-1
21:09:36.174,-1
21:09:36.382,-1
21:09:36.585,-1
21:09:36.808,-1
21:09:37.010,-1
21:09:37.213,-1
21:09:37.423,-1
21:09:37.630,-1
21:09:37.841,-1
21:09:38.046,-1
21:09:38.249,-1
21:09:38.454,-1
21:09:38.657,-1
21:09:38.859,-1
21:09:39.064,-1
21:09:39.266,-1
21:09:39.472,-1
21:09:39.679,-1
21:09:39.886,-1
21:09:40.089,-1
21:09:40.295,-1
21:09:40.500,-1
21:09:40.702,-1
21:09:40.908,-1
21:09:41.112,-1
21:09:41.318,-1
21:09:41.520,-1
21:09:41.734,-1
21:09:41.937,-1
21:09:42.143,-1
21:09:42.345,-1
21:09:42.548,-1
21:09:42.750,-1
21:09:42.961,-1
21:09:43.165,-1
21:09:43.373,-1
21:09:43.588,-1
21:09:43.799,-1
21:09:44.002,-1
21:09:44.204,-1
21:09:44.406,-1
21:09:44.615,-1
21:09:44.817,-1
21:09:45.028,-1
21:09:45.233,-1
21:09:45.440,-1
21:09:45.646,-1
21:09:45.854,-1
21:09:46.058,-1
21:09:46.260,-1
21:09:46.465,-1
21:09:46.670,-1
21:09:46.891,-1
21:09:47.093,-1
21:09:47.296,-1
21:09:47.498,-1
21:09:47.701,-1
21:09:47.905,-1
21:09:48.116,-1
21:09:48.326,-1
21:09:48.529,-1
21:09:48.733,-1
21:09:48.942,-1
21:09:49.145,-1
21:09:49.347,-1
21:09:49.555,-1
21:09:49.757,-1
21:09:49.963,-1
21:09:50.165,-1
21:09:50.370,-1
21:09:50.572,-1
21:09:50.776,-1
21:09:50.984,-1
21:09:51.188,-1
21:09:51.390,-1
21:09:51.593,-1
21:09:51.804,-1
21:09:52.009,-1
21:09:52.213,-1
21:09:52.416,-1
21:09:52.620,-1
21:09:52.828,1
21:09:53.037,1
21:09:53.240,1
21:09:53.442,1
21:09:53.645,1
21:09:53.847,1
21:09:54.059,1
21:09:54.262,1
21:09:54.471,1
21:09:54.674,1
21:09:54.876,1
21:09:55.081,1
21:09:55.284,1
21:09:55.487,1
21:09:55.690,-1
21:09:55.893,-1
21:09:56.097,-1
21:09:56.300,-1
21:09:56.509,-1
21:09:56.712,-1
21:09:56.937,-1
21:09:57.140,-1
21:09:57.346,-1
21:09:57.555,-1
21:09:57.758,-1
21:09:57.960,-1
21:09:58.167,-1
21:09:58.375,-1
21:09:58.577,-1
21:09:58.786,-1
21:09:58.990,-1
21:09:59.196,-1
21:09:59.398,-1
21:09:59.605,-1
21:09:59.810,-1
21:10:00.016,-1
21:10:00.219,-1
21:10:00.421,-1
21:10:00.626,-1
21:10:00.839,-1
21:10:01.040,-1
21:10:01.242,-1
21:10:01.445,-1
21:10:01.656,-1
21:10:01.859,-1
21:10:02.061,-1
21:10:02.267,-1
21:10:02.470,-1
21:10:02.674,-1
21:10:02.880,-1
21:10:03.085,-1
21:10:03.290,-1
21:10:03.495,-1
21:10:03.702,-1
21:10:03.905,-1
21:10:04.111,-1
21:10:06.639,-1
21:10:06.840,-1
21:10:07.045,-1
21:10:07.252,-1
21:10:07.456,-1
21:10:07.659,-1
21:10:07.864,-1
21:10:08.068,-1
21:10:08.270,-1
21:10:08.472,-1
21:10:08.676,-1
21:10:08.878,-1
21:10:09.086,-1
21:10:09.289,-1
21:10:09.491,-1
21:10:09.692,-1
21:10:09.894,-1
21:10:10.096,1
21:10:10.302,1
21:10:10.506,1
21:10:10.709,1
21:10:10.914,1
21:10:11.121,1
21:10:11.325,1
21:10:11.532,1
21:10:11.738,1
21:10:11.950,1
21:10:12.170,-1
21:10:12.378,-1
21:10:12.583,-1
21:10:12.794,-1
21:10:12.998,-1
21:10:13.203,-1
21:10:13.409,-1
21:10:13.613,-1
21:10:13.815,-1
21:10:14.018,-1
21:10:14.219,-1
21:10:14.422,-1
