,A.AUTO1
15:56:08.926,-1
15:56:09.128,-1
15:56:09.329,-1
15:56:09.531,-1
15:56:09.735,-1
15:56:09.936,-1
15:56:10.605,-1
15:56:10.806,-1
15:56:11.007,-1
15:56:11.208,-1
15:56:11.411,-1
15:56:11.613,-1
15:56:11.814,-1
15:56:12.019,-1
15:56:12.222,-1
15:56:12.423,-1
15:56:12.624,-1
15:56:12.825,-1
15:56:13.026,-1
15:56:13.229,-1
15:56:13.432,-1
15:56:13.635,-1
15:56:13.839,-1
15:56:14.040,-1
15:56:14.241,-1
15:56:14.443,-1
15:56:14.644,-1
15:56:14.845,-1
15:56:15.046,-1
15:56:15.248,-1
15:56:15.450,-1
15:56:15.652,-1
15:56:15.855,-1
15:56:16.057,-1
15:56:16.260,-1
15:56:16.461,-1
15:56:16.662,-1
15:56:16.863,-1
15:56:17.067,-1
15:56:17.268,-1
15:56:17.470,-1
15:56:17.671,-1
15:56:17.874,-1
15:56:18.075,-1
15:56:18.284,-1
15:56:18.486,-1
15:56:18.687,-1
15:56:18.888,-1
15:56:19.089,-1
15:56:19.290,-1
15:56:19.492,-1
15:56:19.693,-1
15:56:19.896,-1
15:56:20.097,-1
15:56:20.300,-1
15:56:20.502,-1
15:56:20.704,-1
