,A.BRAKE1
21:35:09.537,-1
21:35:09.742,-1
21:35:09.957,-1
21:35:10.160,-1
21:35:10.364,-1
21:35:10.571,-1
21:35:10.776,-1
21:35:10.980,-1
21:35:11.183,-1
21:35:11.387,-1
21:35:11.589,-1
21:35:11.813,-1
21:35:12.016,-1
21:35:12.219,-1
21:35:12.426,-1
21:35:12.629,-1
21:35:12.834,-1
21:35:13.042,-1
21:35:13.246,-1
21:35:13.448,-1
21:35:13.651,-1
21:35:13.855,-1
21:35:14.058,-1
21:35:14.261,-1
21:35:14.466,-1
21:35:14.668,-1
21:35:14.874,-1
21:35:15.077,-1
21:35:15.279,-1
21:35:15.483,-1
21:35:15.686,-1
21:35:15.890,-1
21:35:16.092,-1
21:35:16.296,-1
21:35:16.502,-1
21:35:16.721,-1
21:35:16.926,-1
21:35:17.130,-1
21:35:17.332,-1
21:35:17.534,-1
21:35:17.737,-1
21:35:17.940,-1
21:35:18.145,-1
21:35:18.348,-1
21:35:18.554,-1
21:35:18.757,-1
21:35:18.962,-1
21:35:19.164,-1
21:35:19.366,-1
21:35:19.571,-1
21:35:19.776,-1
21:35:19.986,-1
21:35:20.189,-1
21:35:20.405,-1
21:35:20.610,-1
21:35:20.814,-1
21:35:21.021,-1
21:35:21.231,-1
21:35:21.445,-1
21:35:21.650,-1
21:35:21.852,-1
21:35:22.057,-1
21:35:22.263,-1
21:35:22.471,-1
21:35:22.673,-1
21:35:22.883,-1
21:35:23.089,-1
21:35:23.291,-1
21:35:23.513,-1
21:35:23.719,-1
21:35:23.926,-1
21:35:24.139,-1
21:35:24.351,-1
21:35:24.561,-1
21:35:24.771,-1
21:35:24.980,-1
21:35:25.189,-1
21:35:25.394,-1
21:35:25.606,-1
21:35:25.810,-1
21:35:26.014,-1
21:35:26.219,-1
21:35:26.421,-1
21:35:26.638,-1
21:35:26.842,-1
21:35:27.048,-1
21:35:27.250,-1
21:35:27.458,-1
21:35:27.663,-1
21:35:27.878,-1
21:35:30.595,-1
21:35:30.803,-1
21:35:31.007,-1
21:35:31.217,-1
21:35:31.423,-1
21:35:31.631,-1
21:35:31.838,-1
21:35:32.042,-1
21:35:32.247,-1
21:35:32.449,-1
21:35:32.660,-1
21:35:32.862,-1
21:35:33.072,-1
21:35:33.288,-1
21:35:33.500,-1
21:35:33.702,-1
21:35:33.909,-1
21:35:34.112,-1
21:35:34.316,-1
21:35:34.520,-1
21:35:34.735,-1
21:35:34.937,-1
21:35:35.145,-1
21:35:35.359,-1
21:35:35.564,-1
21:35:35.767,-1
21:35:35.972,-1
21:35:36.175,-1
21:35:36.377,-1
21:35:36.581,-1
21:35:36.783,-1
21:35:36.985,-1
21:35:37.188,-1
21:35:37.391,-1
21:35:37.596,-1
21:35:37.799,-1
21:35:38.008,-1
21:35:38.213,-1
21:35:38.415,-1
21:35:38.622,-1
