time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,lat,lon,relative_alt,vx,vy,vz,RTL_ALT
19:44:43,-0.0007985453315389653,0.0009454654258054992,0.0232445877045393,0.00025378307327628136,0.00028327800100669265,0.0017355415038764477,0.0,1.2,-1000.0,0.2,0.0,0.2,STABILIZE,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,1500.0
19:44:51,-0.0008530567749403418,0.0009657670161686838,0.02219719924032688,0.0002664984785951674,0.0002961314399726689,0.0016156993806362152,0.0,1.0,-1000.0,0.6,0.6,0.2,AUTO,-35.3632622,149.1652375,0.0,-1.0,0.6,-0.4,1500.0
19:44:53,0.012401866571356853,-7.71335544413887e-05,0.0206834568331639,0.02315331281473239,-0.0023135717880601683,0.0015806598336591076,0.0,-0.16666666666666666,-1065.6666666666667,23.5,-1.6666666666666667,0.8333333333333334,AUTO,-35.363262066666664,149.16523753333334,916.8333333333334,0.3333333333333333,2.8333333333333335,-120.83333333333333,1500.0
19:44:55,-0.013807459423939386,0.028758423946176965,-0.08165240163604419,-0.08879789477214217,0.02248693412790696,-0.09113456681370735,4.5,-8.166666666666666,-1000.3333333333334,-87.83333333333333,23.0,-91.33333333333333,AUTO,-35.36326126666666,149.1652434166667,4030.5,-3.8333333333333335,40.166666666666664,-146.5,1500.0
19:45:00,0.009407136403024197,0.020023460686206817,-0.10217328667640686,-0.0014587986283004285,0.00705410938244313,-0.01788131701759994,-3.4,0.0,-1000.6,-1.0,7.6,-18.0,AUTO,-35.3632603,149.16523494,11038.6,9.8,-5.0,-151.0,1500.0
19:45:02,0.005635010156159599,0.005141423859943946,-0.11478878557682037,-0.00463026063516736,-0.009334665335093936,-0.006653292424743995,2.0,0.16666666666666666,-999.8333333333334,-3.5,-8.0,-6.666666666666667,AUTO,-35.3632608,149.16523486666665,14115.166666666666,-10.666666666666666,7.0,-151.33333333333334,1500.0
19:45:04,0.0013174866733606904,-0.0005088380086817779,-0.15074429512023926,0.002928073552902788,0.003061458934098482,-0.025575481727719306,0.2,0.0,-1000.0,3.4,3.6,-25.4,AUTO,-35.36326192,149.16523588,17194.6,-2.6,3.8,-152.0,1500.0
19:45:06,0.004493259917944669,0.0038057433441281317,-0.1978730469942093,0.000405023037455976,0.0005505402223207057,-0.020408157259225845,0.0,0.0,-1000.0,1.8,2.0,-21.4,AUTO,-35.3632619,149.16523611999997,20249.0,-1.0,3.2,-153.0,1500.0
19:45:07,0.002400681667495519,0.003822185448370874,-0.2294306457042694,-0.0016972884768620133,0.0010268587793689221,-0.020332240033894777,0.0,0.0,-1000.0,-0.75,1.25,-20.25,AUTO,-35.3632619,149.16523652499998,22796.0,-2.0,4.0,-153.0,1500.0
19:45:09,0.002897002501413226,0.005038505808139841,-0.2282257080078125,0.020152750114599865,-0.010250149294734001,0.03487247476975123,0.0,0.6666666666666666,-1001.3333333333334,20.333333333333332,-9.0,34.0,AUTO,-35.36326210000001,149.1652368,26261.333333333332,-6.333333333333333,0.3333333333333333,-152.66666666666666,1500.0
19:45:11,0.0054313206928782165,-0.00024429193338922534,-0.1884341537952423,-0.006058531580492854,0.0011824223620351404,0.021104806723694008,0.0,-0.3333333333333333,-999.5,-4.666666666666667,1.8333333333333333,20.5,AUTO,-35.36326248333333,149.16523715,28639.0,-1.1666666666666667,6.5,-152.16666666666666,1500.0
19:45:13,-0.00014025214295543265,0.0017115704637641709,-0.15412762512763342,0.0006498791820680102,-1.685035143358012e-05,0.01567739046489199,0.0,0.0,-1000.0,1.3333333333333333,0.6666666666666666,14.666666666666666,AUTO,-35.3632624,149.1652379666667,31758.833333333332,0.0,2.5,-153.0,1500.0
19:45:23,0.0019454887369647622,0.0016899879556149244,-0.08999751508235931,-0.0014711716212332249,-0.0005504388827830553,0.004100313410162926,0.0,0.0,-1000.0,0.0,0.0,4.0,AUTO,-35.363262,149.1652374,42096.0,-1.0,1.0,-153.0,1500.0
19:45:25,0.0020464080651955946,0.00133791911814894,-0.08046557222093854,-0.0006480583355629019,0.0003754900036645787,0.0058204014452972585,0.0,0.0,-1000.0,0.2857142857142857,1.2857142857142858,5.285714285714286,AUTO,-35.363262,149.16523737142856,44589.71428571428,-1.0,1.0,-153.0,1500.0
19:45:27,-0.02767283597495407,0.020638431791060913,0.15891976483787099,-0.003879555811484655,-0.04110933716098467,0.2632428923000892,2.1666666666666665,4.333333333333333,-956.6666666666666,-2.6666666666666665,-39.833333333333336,263.0,AUTO,-35.36326271666667,149.16523623333333,48002.5,-18.0,-20.666666666666668,-123.66666666666667,1500.0
19:45:29,0.0290210914931127,-0.02402713492379657,0.29115115744727,-0.045321007392236164,0.03458640564765249,-0.03265218569764069,-1.5714285714285714,-1.5714285714285714,-979.2857142857143,-43.42857142857143,35.285714285714285,-31.857142857142858,AUTO,-35.36326390000001,149.16523324285714,49673.42857142857,13.285714285714286,17.571428571428573,-46.857142857142854,1500.0
19:45:31,-0.022586244880221783,0.019545709271915256,0.22624806463718414,-0.42263169288635255,-0.02174586714245379,-0.018516041105613112,-0.4,-9.2,-971.4,-419.4,-20.6,-17.8,AUTO,-35.36326118000001,149.16523790000002,50148.0,2.2,13.4,5.8,1500.0
