,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P
23:32:19.984,54033.0,0.2,1.3,-9.0,0.25,2.9,0.0,23924.0,210.0,1.0
23:32:24.675,43559.0,0.7,0.7,-5.3,0.25,0.2,0.0,1310.0,320.0,1.0
23:32:29.725,23495.0,0.2,0.2,-2.9,0.25,0.6,0.0,14874.0,690.0,1.0
23:32:34.438,40073.0,0.3,0.7,-5.6,0.25,0.1,0.0,4291.0,480.0,1.0
23:32:40.117,31401.0,0.2,0.3,-8.8,0.25,2.1,0.0,464.0,110.0,1.0
23:32:45.764,81383.0,0.4,0.5,-3.8,0.25,0.6,0.0,7986.0,160.0,1.0
23:32:50.487,23434.0,0.9,0.7,-6.2,0.25,0.2,0.0,2679.0,560.0,1.0
23:32:56.190,52409.0,0.2,0.5,-8.4,0.25,1.9,0.0,13176.0,320.0,1.0
23:33:01.837,185558.0,0.2,0.5,-8.1,0.25,0.1,0.0,18994.0,120.0,1.0
23:33:06.480,171702.0,0.7,0.7,-7.2,0.25,3.2,0.0,7603.0,40.0,1.0
23:33:12.154,111699.0,0.2,0.4,-3.0,0.25,0.1,0.0,11233.0,260.0,1.0
23:33:17.836,287623.0,0.2,0.5,-8.8,0.25,1.9,0.0,676.0,320.0,1.0
23:33:22.601,106041.0,0.2,0.5,7.0,0.25,2.1,0.0,16063.0,440.0,1.0
23:33:27.608,13362.0,0.7,0.4,0.1,0.25,0.4,0.0,12544.0,150.0,1.0
23:33:32.317,11995.0,0.4,0.9,-0.4,0.25,1.5,0.0,371.0,240.0,1.0
23:33:38.014,69965.0,0.5,1.7,-8.1,0.25,0.8,0.0,13631.0,80.0,1.0
23:33:43.638,5950.0,0.2,0.5,-3.2,0.25,2.8,0.0,11054.0,110.0,1.0
23:33:48.356,32581.0,0.2,0.3,-9.9,0.25,2.1,0.0,18406.0,760.0,1.0
23:33:53.938,46204.0,0.2,0.7,9.0,0.25,0.3,0.0,1170.0,470.0,1.0
23:33:58.714,22152.0,0.2,0.4,-6.9,0.25,2.2,0.0,22958.0,570.0,1.0
23:34:03.970,75031.0,0.5,0.5,-6.6,0.25,0.1,0.0,484.0,180.0,1.0
23:34:08.663,118627.0,0.3,0.2,-7.9,0.25,2.9,0.0,4956.0,40.0,1.0
23:34:13.941,69698.0,0.4,0.3,-1.0,0.25,0.8,0.0,20789.0,160.0,1.0
23:34:18.740,5909.0,0.2,1.4,-9.2,0.25,0.8,0.0,18239.0,40.0,1.0
23:34:23.884,12904.0,1.1,0.7,-6.9,0.25,0.1,0.0,1089.0,60.0,1.0
