time_stamp,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,MODE
08:44:41,-3.75,-1.0,-1001.0,25.75,13.0,-38.5,242423.0,-0.010238781200314406,0.013333813287317753,-0.13707924634218216,0.025780522730201483,0.012568516773171723,-0.03842714801430702,-35.363261175000005,149.16523669999998,13096.25,13.5,-7.5,-153.0,AUTO
08:44:42,-2.0,1.0,-999.5,12.0,-3.5,-7.5,242423.0,0.010150548536330462,0.0157789159566164,-0.15775791555643082,0.011782176181441173,-0.003942899813409895,-0.006875766324810684,-35.36326065,149.16523565,14660.0,-2.5,-5.5,-153.0,AUTO
08:44:44,0.5,2.0,-987.0,-41.5,53.5,176.5,242423.0,-0.03213119739666581,0.016956553794443607,-0.1366773545742035,-0.04314224096015096,0.05295325256884098,0.1766104199923575,-35.36326165,149.1652353,17760.5,-12.0,-7.5,-148.0,AUTO
08:44:45,0.75,9.75,-955.25,117.25,-91.5,108.25,300000.0,0.008275696425698698,2.2654421627521515e-06,0.03842417034320533,0.11673647351562977,-0.09293924551457167,0.10870273364707828,-35.363263325000005,149.165232625,19152.75,-27.5,-31.75,-117.75,AUTO
08:44:46,1.0,-0.5,-968.5,-12.0,19.5,-19.5,300000.0,0.055678028613328934,-0.030116003938019276,0.03976407274603844,-0.012470107525587082,0.01922459073830396,-0.019665946369059384,-35.36326455,149.16523115,20136.0,-1.5,13.0,-79.0,AUTO
08:44:48,0.5,-7.0,-975.0,-12.5,5.5,-1.0,300000.0,-0.007825443521142006,0.013121794443577528,0.030480923131108284,-0.014458911027759314,0.004867916344664991,-0.0002045479486696422,-35.3632622,149.16523790000002,21199.0,11.5,29.5,-29.0,AUTO
08:44:49,0.25,-1.5,-964.5,-54.25,-19.75,-5.5,200.0,-0.029185437597334385,0.015640041790902615,0.02772255800664425,-0.05531061138026416,-0.020775765529833734,-0.005670531711075455,-35.363261375,149.16523999999998,21345.5,1.25,7.25,1.75,AUTO
08:44:50,-5.5,10.0,-1007.5,51.0,-74.0,-9.0,200.0,-0.013022909173741937,-0.0388009580783546,0.024197261780500412,0.04991614818572998,-0.07590166665613651,-0.009650429245084524,-35.363260999999994,149.16523905,21200.5,11.0,-17.5,13.5,AUTO
08:44:52,-33.5,-24.5,-1007.0,-231.0,-48.0,29.5,200.0,0.03525978233665228,-0.13293419778347015,-0.15130925923585892,-0.23249273747205734,-0.0494594257324934,0.02964504227929865,-35.363248049999996,149.1652325,21127.0,153.5,-26.0,-6.0,AUTO
08:44:53,-55.5,-28.75,-1008.5,-6.25,-20.25,39.0,77326.0,0.05290308501571417,-0.17401821538805962,-0.14968840032815933,-0.00781477615237236,-0.02116087614558637,0.03919254243373871,-35.363229974999996,149.16522730000003,21173.5,263.5,-33.75,-7.75,AUTO
08:44:54,-77.0,-31.0,-1005.5,90.5,-11.5,23.0,77326.0,0.05569317750632763,-0.18775302916765213,-0.14753582328557968,0.08889841940253973,-0.012432017334504053,0.0233467984944582,-35.3632011,149.16522105,21253.0,377.5,-44.5,-11.0,AUTO
08:44:56,-122.0,-48.0,-1007.0,1.0,44.5,3.5,77326.0,0.046256667003035545,-0.1966136395931244,-0.1448265016078949,-0.0005664229393005371,0.044483887031674385,0.003643094387371093,-35.363114749999994,149.16520515000002,21507.0,580.5,-85.5,-20.5,AUTO
08:44:57,-136.25,-56.5,-995.25,18.75,7.75,-0.25,200.0,0.052681244909763336,-0.17588135600090027,-0.1449110247194767,0.017689781030640006,0.007115512737073004,-0.0006433422677218914,-35.36305995,149.16519434999998,21745.25,639.0,-101.75,-25.75,AUTO
08:44:58,-145.0,-51.0,-990.5,16.5,46.5,-10.5,200.0,0.06144724600017071,-0.1582171618938446,-0.14529293775558472,0.014787908410653472,0.0462182704359293,-0.011251632124185562,-35.3630009,149.16518215,22005.0,668.5,-108.5,-24.0,AUTO
08:45:00,-139.0,-58.5,-985.5,-12.5,4.5,-8.0,200.0,0.0707925446331501,-0.1398579105734825,-0.14738767594099045,-0.01488874014467001,0.003625478595495224,-0.00896546640433371,-35.362879500000005,149.16515665,22468.0,674.5,-106.5,-15.5,AUTO
08:45:01,-134.75,-66.0,-992.0,4.75,51.5,-8.75,300000.0,0.07062247395515442,-0.12549534067511559,-0.1500195786356926,0.0033891030761878937,0.05098520265892148,-0.009281771548558027,-35.3628185,149.165144225,22652.0,675.75,-106.5,-17.0,AUTO
08:45:02,-137.5,-52.0,-986.0,-29.0,44.0,1.0,300000.0,0.06631118804216385,-0.07441472634673119,-0.15036338567733765,-0.03121430054306984,0.04361280146986246,0.0007376599824056029,-35.362759,149.1651324,22894.5,639.5,-100.5,-21.5,AUTO
08:45:04,-98.5,-44.0,-995.5,244.0,66.5,-10.5,300000.0,0.06188485398888588,0.02136728190816939,-0.14989271014928818,0.2427458930760622,0.06617819331586361,-0.010757499025203288,-35.3626579,149.1651121,23273.5,464.5,-73.5,-8.0,AUTO
08:45:05,-77.25,-46.0,-998.0,-115.25,5.5,4.25,175948.0,0.049619102850556374,0.05114978365600109,-0.15004584193229675,-0.11757301166653633,0.004865061317104846,0.004174094647169113,-35.362620675,149.165104625,23337.25,345.0,-52.0,-0.5,AUTO
08:45:06,-50.0,-20.0,-1013.5,74.5,26.5,-5.5,175948.0,0.03735266625881195,0.06359305791556835,-0.15036054700613022,0.07293365895748138,0.026017440482974052,-0.005849945824593306,-35.36259495,149.16509954999998,23348.0,235.0,-31.5,-0.5,AUTO
08:45:08,-12.5,-16.0,-992.5,-391.0,-21.0,-5.0,175948.0,0.011935246642678976,0.04666805639863014,-0.1530500426888466,-0.3940017446875572,-0.022617327980697155,-0.005048974780947901,-35.3625709,149.16509435,23377.0,56.0,0.5,0.0,AUTO
08:45:09,-2.0,0.5,-999.25,-22.0,-21.25,1.0,38724.0,0.012023390852846205,0.026771788019686937,-0.15515366941690445,-0.024323370307683945,-0.02268503955565393,0.0012493332906160504,-35.362568325,149.1650933,23381.0,13.5,9.25,-0.25,AUTO
08:45:10,0.0,-22.5,-994.5,-350.0,-25.5,4.5,38724.0,0.011189727811142802,0.00042138202115893364,-0.1566668301820755,-0.3520521931350231,-0.02663803193718195,0.0044216259848326445,-35.362568499999995,149.16509280000002,23385.5,0.5,12.5,0.0,AUTO
08:45:12,0.0,-17.5,-1024.0,-249.5,0.0,2.0,38724.0,0.000549043295904994,0.0016519516648259014,-0.15728916227817535,-0.25196264684200287,-0.0002854609629139304,0.0022418732405640185,-35.3625688,149.16509315,23438.5,8.0,9.5,-13.0,RTL
08:45:13,0.5,-6.0,-1046.75,-74.0,0.25,-1.25,200.0,-0.005529386282432824,0.002831197576597333,-0.1572134867310524,-0.07643258757889271,-0.0005211095267441124,-0.0019474572618491948,-35.362568550000006,149.165093975,23741.5,5.5,4.75,-51.75,RTL
08:45:14,0.0,0.5,-1044.5,12.5,0.5,-2.0,200.0,-0.009112123399972916,0.002608050941489637,-0.15789934247732162,0.009900709264911711,-0.0004480796051211655,-0.0030301562510430813,-35.36256845,149.16509475,24515.0,2.5,-1.0,-97.0,RTL
08:45:16,1.0,-7.0,-996.5,-50.0,44.0,-47.5,200.0,0.0312073091045022,0.005918904673308134,-0.16884078830480576,-0.05262334086000919,0.04297743458300829,-0.04782480944413692,-35.36256755,149.1650975,27215.5,11.0,24.5,-147.5,RTL
08:45:17,4.0,-7.75,-1006.0,-93.75,-17.25,-37.5,300000.0,-0.06062892638146877,0.014674370409920812,-0.21407229080796242,-0.09670216566883028,-0.018571997294202447,-0.03809936344623566,-35.3625664,149.165101775,28734.75,4.0,19.5,-148.0,RTL
08:45:18,-3.0,5.0,-1001.5,53.0,4.0,-10.5,300000.0,-0.061749840155243874,0.004200668656267226,-0.23419392853975296,0.050895681604743004,0.0035272380337119102,-0.011148422490805387,-35.3625665,149.16510105,30265.5,-12.5,-43.5,-150.0,RTL
08:45:20,-0.5,6.0,-999.0,-2.5,-36.5,41.0,300000.0,0.04191000200808048,-0.005442406050860882,-0.21630118787288666,-0.004602354019880295,-0.03739610000047833,0.040677732904441655,-35.36256895,149.1650917,33377.5,-20.0,-16.0,-152.5,RTL
08:45:21,0.25,-3.5,-1001.5,-49.75,33.75,-29.75,300000.0,-0.0022866023355163634,-0.01779273699503392,-0.19955341145396233,-0.05263739498332143,0.03342115459963679,-0.03052464732900262,-35.362569375,149.165091975,34926.25,6.0,8.75,-150.5,RTL
08:45:22,-2.5,-2.0,-1001.0,6.0,16.5,-39.5,300000.0,-0.01610231213271618,0.00620481712394394,-0.24416426569223404,0.004056602716445923,0.015997531358152628,-0.0404952559620142,-35.362568249999995,149.16509255,36477.5,8.5,-5.5,-152.5,RTL
08:45:24,-0.5,0.0,-999.0,-2.0,-2.5,-6.5,300000.0,0.004903678549453616,0.01183606218546629,-0.28688062727451324,-0.003718410967849195,-0.003940476686693728,-0.00796799035742879,-35.362567350000006,149.1650916,39605.5,-7.5,-1.0,-153.0,RTL
08:45:25,1.0,0.0,-1000.25,-3.25,-1.75,-12.75,146388.0,0.000394443042750936,0.0066968005849048495,-0.29822804033756256,-0.005835693737026304,-0.0033388074953109026,-0.013817863306030631,-35.362567575,149.165091975,41163.0,-8.75,4.25,-153.0,RTL
08:45:26,1.5,0.0,-1000.0,0.0,0.5,-19.5,146388.0,-0.0033199931494891644,0.003889898653142154,-0.3170177936553955,-0.002157799433916807,0.00020986952586099505,-0.020266258157789707,-35.362567850000005,149.16509265,42721.5,-7.0,4.0,-153.0,RTL
08:45:28,0.0,0.0,-1000.0,1.5,3.0,-21.5,146388.0,-0.002314774435944855,0.004558041924610734,-0.3635450750589371,6.749096792191267e-05,0.002579648164100945,-0.02249289397150278,-35.362568,149.16509335,45845.0,-4.5,0.0,-153.0,RTL
08:45:29,0.0,0.0,-1000.0,1.25,2.25,-19.5,49379.0,-0.001738176419166848,0.005117504275403917,-0.3853446766734123,-1.6457343008369207e-05,0.0013416594301816076,-0.020570468623191118,-35.362568,149.165093525,47399.25,-4.0,0.0,-153.0,RTL
08:45:30,0.0,0.0,-1000.0,1.0,2.0,-18.5,49379.0,-0.0019250827608630061,0.005019340664148331,-0.4053729325532913,-0.0007957053603604436,0.0017773002618923783,-0.019438251852989197,-35.362568,149.16509365000002,48961.0,-4.0,0.0,-153.0,RTL
08:45:32,0.0,0.0,-1000.0,7.0,6.0,-7.0,49379.0,-0.0012786993756890297,0.004557855427265167,-0.43521952629089355,0.005754913203418255,0.004833816550672054,-0.007837380282580853,-35.3625681,149.1650938,51496.0,-4.0,0.0,-153.0,RTL
08:45:33,0.0,0.0,-999.8,-1.2,0.0,25.0,164264.0,0.0004518039844697341,0.005681201815605164,-0.4172151148319244,-0.003938620397821069,-0.0012450809357687832,0.024691617488861083,-35.36256816,149.16509413999998,53437.6,-4.8,3.2,-153.0,RTL
08:45:34,0.0,0.0,-1000.0,-3.0,0.0,27.0,164264.0,-0.002210256177932024,0.004051717463880777,-0.39784809947013855,-0.005092702805995941,-0.0005284540238790214,0.026771625503897667,-35.3625682,149.1650945,54601.0,-4.0,4.0,-153.0,RTL
08:45:36,0.0,0.0,-1000.0,0.0,1.0,20.0,164264.0,-0.0015070547815412283,0.0027682397048920393,-0.35473519563674927,-0.001366542070172727,-0.00020391074940562248,0.019718630239367485,-35.3625684,149.1650948,57703.0,-3.0,0.0,-153.0,RTL
08:45:37,0.0,0.0,-999.4,1.4,1.8,17.2,300000.0,-0.001024101534858346,0.0028780073393136264,-0.3338729918003082,-6.690903101116418e-05,0.0007494892692193389,0.01664265003055334,-35.3625683,149.16509476000002,59640.4,-2.0,0.0,-153.0,RTL
08:45:38,0.0,0.0,-1000.0,0.0,3.0,14.0,300000.0,-0.0010097823105752468,0.002973815193399787,-0.3225642740726471,-0.0010938612977042794,0.0013048507971689105,0.013841790147125721,-35.3625683,149.1650947,60805.0,-2.0,-1.0,-153.0,RTL
08:45:40,0.0,0.0,-1000.0,0.0,2.0,12.0,300000.0,0.000532967213075608,0.0033951334189623594,-0.298291951417923,-0.001154112396761775,0.0013066240353509784,0.011290650814771652,-35.3625683,149.1650943,63909.0,-2.0,0.0,-153.0,RTL
08:45:41,0.0,0.0,-999.6,1.6,1.4,11.0,300000.0,-0.00015135663416003807,0.004024206008762121,-0.2868537425994873,-0.000298270327039063,0.000209452654235065,0.010342574678361416,-35.3625682,149.16509422,65849.6,-2.0,0.0,-153.0,RTL
08:45:42,0.0,0.0,-1001.0,2.0,0.0,9.0,300000.0,-8.888322190614417e-05,0.0034738685935735703,-0.28065329790115356,0.0010304516181349754,-0.0011352961882948875,0.008290222845971584,-35.3625682,149.1650942,67017.0,-2.0,0.0,-153.0,RTL
08:45:44,0.0,0.0,-1000.0,1.0,2.0,10.0,300000.0,0.0009076855494640768,0.0024259304627776146,-0.26656079292297363,-0.0005231056129559875,0.0007860901532694697,0.008894819766283035,-35.3625682,149.1650941,70122.0,-2.0,0.0,-153.0,RTL
08:45:45,0.0,0.0,-999.6,0.8,1.8,8.2,171102.0,0.0003652677667560056,0.0029355308040976526,-0.2589092910289764,-0.0010193574707955122,0.0006311656441539526,0.007786255050450564,-35.3625682,149.1650941,72065.0,-1.0,1.0,-153.0,RTL
08:45:46,0.0,0.0,-1000.0,1.0,0.0,8.0,171102.0,0.00019101718498859555,0.002991516375914216,-0.2545023560523987,-0.0006676315097138286,-0.0007660895935259759,0.0072541385889053345,-35.3625682,149.1650941,73233.0,-1.0,0.0,-153.0,RTL
08:45:48,0.0,0.0,-1000.0,1.0,1.0,6.0,171102.0,-0.0003193210286553949,0.0029377543833106756,-0.24373725056648254,-0.0003549763932824135,-9.108043741434813e-05,0.005381843075156212,-35.3625682,149.1650941,76331.0,-2.0,0.0,-153.0,RTL
08:45:49,0.0,0.0,-999.8,0.8,1.8,5.8,147333.0,0.0002503436349797994,0.002769416943192482,-0.23794445395469666,-0.0007371891755610704,0.0005894800066016615,0.005170034244656563,-35.3625682,149.1650941,78270.8,-1.0,0.0,-153.0,RTL
08:45:50,0.0,0.0,-1000.0,2.0,1.0,6.0,147333.0,0.0003963855269830674,0.0029290886595845222,-0.23444989323616028,0.0007262537255883217,0.0005184161709621549,0.0053068846464157104,-35.3625682,149.1650941,79435.0,-1.0,0.0,-153.0,RTL
08:45:52,0.0,0.0,-1000.0,1.0,0.0,7.0,147333.0,0.0005955127999186516,0.0029586786404252052,-0.22668679058551788,-0.0007266158936545253,-0.0014012306928634644,0.006804932840168476,-35.3625682,149.165094,82548.0,-1.0,1.0,-153.0,RTL
08:45:53,0.0,0.0,-1000.0,0.5,2.25,4.75,105275.0,0.0004374150885269046,0.00297306552529335,-0.2223755657672882,-0.0010176466777920723,0.0006787421181797982,0.004035079339519143,-35.3625682,149.165094,84490.2,-1.0,1.0,-153.0,RTL
08:45:54,0.0,0.0,-999.0,1.5,2.0,6.5,105275.0,0.0005936996312811971,0.002975927200168371,-0.21981748938560486,0.0017753706779330969,0.0007274973904713988,0.007497869897633791,-35.3625682,149.165094,85657.0,-1.0,1.0,-153.0,RTL
08:45:56,0.0,0.0,-999.0,0.0,4.0,4.0,105275.0,0.0004758622089866549,0.0027980355080217123,-0.2137010246515274,-0.0011636577546596527,0.002448542509227991,0.00309139396995306,-35.3625682,149.165094,88758.0,-1.0,1.0,-153.0,RTL
08:45:57,0.0,0.0,-1000.0,1.4,1.6,4.4,300000.0,0.00018915602704510092,0.0027268686797469856,-0.21042880713939666,-8.769186679273844e-05,0.00010535481851547956,0.0033487227745354177,-35.3625682,149.165094,90699.2,-1.0,0.8,-153.0,RTL
08:45:58,0.0,0.0,-1000.0,3.0,2.0,6.0,300000.0,-0.0001808585657272488,0.0026732259429991245,-0.20874843001365662,0.0015028310008347034,0.0001560727832838893,0.005496148951351643,-35.3625682,149.165094,91864.0,-1.0,0.0,-153.0,RTL
08:46:00,0.0,0.0,-1000.0,2.0,2.5,5.0,300000.0,0.0011259487364441156,0.002658390672877431,-0.2043415606021881,0.0007753032259643078,0.0015246766852214932,0.0036530341021716595,-35.3625682,149.165094,94974.0,-1.0,0.0,-153.0,RTL
08:46:01,0.0,0.0,-999.5,2.0,1.5,3.5,200.0,0.0012008337071165442,0.0023497829213738443,-0.20165293514728547,2.5792373344302176e-05,-0.00019557015039026738,0.002445137337781489,-35.3625682,149.165094,96717.25,-1.0,1.0,-153.0,RTL
08:46:02,0.0,0.0,-1000.0,1.0,2.0,3.5,200.0,0.001086033065803349,0.0026102799456566572,-0.20043031871318817,0.0002489718608558178,0.001909542246721685,0.0017453411128371954,-35.3625682,149.165094,97885.5,-1.0,1.0,-153.0,RTL
08:46:04,0.0,0.0,-1000.0,2.0,3.0,4.0,200.0,0.0004941655206494033,0.003028301754966378,-0.19595672190189362,0.0006277409847825766,0.0010361627209931612,0.003169372910633683,-35.3625682,149.165094,101182.0,-1.0,1.0,-153.0,RTL
08:46:05,0.0,0.0,-1000.25,2.25,2.25,2.25,200.0,0.00038816627784399316,0.0024911988293752074,-0.19430048018693924,0.0004603003617376089,0.0006549141253344715,0.0012431751529220492,-35.3625682,149.165094,102934.25,-1.0,1.0,-153.0,RTL
08:46:06,0.0,0.0,-999.5,3.0,2.5,3.5,200.0,0.0006096244032960385,0.0026198229752480984,-0.1934851035475731,0.0014978228136897087,0.0008880215464159846,0.0026362346252426505,-35.3625682,149.165094,104106.0,-1.0,1.0,-153.0,RTL
08:46:08,0.0,0.0,-999.0,3.0,5.0,4.0,200.0,-0.0001566125574754551,0.002784894546493888,-0.1907382756471634,0.001071055419743061,0.0033106827177107334,0.0028303093276917934,-35.3625682,149.165094,107399.0,-1.0,0.0,-152.0,RTL
08:46:09,0.0,0.0,-1000.0,2.75,2.25,2.75,37876.0,0.0002873088069463847,0.0029260801384225488,-0.1892956607043743,0.0011261247273068875,0.0007361544703599066,0.0018396250670775771,-35.3625682,149.165094,109145.75,-1.0,0.0,-153.0,RTL
08:46:10,0.0,0.0,-999.5,3.5,1.5,4.5,37876.0,0.0011552415671758354,0.002761859679594636,-0.18852375447750092,0.0015253402525559068,-6.0255464632064104e-05,0.003026208025403321,-35.3625682,149.165094,110311.5,-1.0,0.0,-153.0,RTL
08:46:12,0.0,0.0,-1000.0,3.5,2.0,4.0,37876.0,0.0008977549441624433,0.0027854384388774633,-0.18639957159757614,0.0015461910516023636,0.0002588691422715783,0.002690306631848216,-35.3625682,149.165094,113425.0,-1.0,1.0,-152.0,RTL
08:46:13,0.0,0.0,-1000.5,3.0,1.5,2.5,95263.0,0.0008939861436374485,0.0022948819678276777,-0.1853589527308941,0.0008055653888732195,-4.944781539961696e-05,0.0010139201185666025,-35.3625682,149.165094,115366.5,-1.0,1.0,-153.0,RTL
08:46:14,0.0,0.0,-999.5,1.0,2.0,2.5,95263.0,0.0008040484972298145,0.0024966044584289193,-0.1847323551774025,-0.0007051472784951329,0.0001729835057631135,0.00110799033427611,-35.3625682,149.165094,116533.5,-1.0,1.0,-152.5,RTL
08:46:16,0.0,0.0,-999.5,2.0,3.5,2.5,95263.0,0.00038267503259703517,0.00274732185062021,-0.1834373027086258,0.0006235648761503398,0.0016549095744267106,0.0009080250165425241,-35.3625682,149.165094,119638.0,-1.0,1.0,-153.0,RTL
08:46:17,0.0,0.0,-1000.0,2.25,2.25,2.0,29035.0,0.0007376005669357255,0.002473163418471813,-0.1825341060757637,0.00011252050171606243,0.00040070293471217155,0.0007937348273117095,-35.3625682,149.165094,121580.25,-1.0,1.0,-153.0,RTL
08:46:18,0.0,0.0,-999.5,2.5,2.0,3.5,29035.0,0.0008155530085787177,0.0025818863650783896,-0.18222860991954803,0.0006517448928207159,0.0004843735950998962,0.002358055324293673,-35.3625682,149.165094,122745.5,-1.0,1.0,-152.0,RTL
08:46:20,0.0,0.0,-1000.0,1.5,3.5,4.0,29035.0,0.0006001583824399859,0.0028571198927238584,-0.18026897311210632,-0.0005143369780853391,0.0017611845396459103,0.0023674204712733626,-35.3625682,149.165094,125856.0,-1.0,1.0,-152.0,RTL
08:46:21,0.0,0.0,-999.75,2.0,2.25,3.0,300000.0,0.000824230388388969,0.002400448312982917,-0.1795998401939869,0.0003343030402902514,0.0005829213187098503,0.001744282548315823,-35.3625682,149.165094,127792.75,-1.0,1.0,-152.0,RTL
08:46:22,0.0,0.0,-1000.0,3.5,2.5,3.0,300000.0,0.0009279993828386068,0.0025911532575264573,-0.17900635302066803,0.0016716859536245465,0.0002713324502110481,0.0017845515976659954,-35.3625682,149.165094,128957.0,-1.0,1.0,-152.0,RTL
08:46:24,0.0,0.0,-999.5,2.0,1.5,2.0,300000.0,0.0007164629932958633,0.0025669323513284326,-0.17860733717679977,5.134980892762542e-05,4.774064291268587e-05,0.0005464223795570433,-35.3625682,149.165094,132063.5,-1.0,1.0,-152.0,RTL
08:46:25,0.0,0.0,-999.75,2.75,2.5,2.0,200.0,0.001261661178432405,0.002491362683940679,-0.17769120261073112,0.00079413948697038,0.0008175406255759299,0.0006892627570778131,-35.3625682,149.165094,134009.25,-1.0,1.0,-152.0,RTL
08:46:26,0.0,0.0,-999.5,1.5,3.0,3.0,200.0,0.0009861087892204523,0.0025598814245313406,-0.17785567045211792,-0.00012136902660131454,0.0011978255352005363,0.0012540145544335246,-35.3625682,149.165094,135174.0,-1.0,1.0,-152.0,RTL
08:46:28,0.0,0.0,-1000.0,2.0,1.0,2.5,200.0,0.0007845612999517471,0.00258012511767447,-0.17699526995420456,-5.740561755374074e-05,-0.0005095157539471984,0.0013570530572906137,-35.3625682,149.165094,138280.5,-1.0,1.0,-152.0,RTL
08:46:29,0.0,0.0,-999.75,3.5,2.0,2.25,200.0,0.0008772464207140729,0.0026240740553475916,-0.17686377093195915,0.0016260776901617646,-8.35611717775464e-05,0.0005244609492365271,-35.3625682,149.165094,140224.75,-1.0,1.0,-152.0,RTL
08:46:30,0.0,0.0,-1000.0,1.5,1.0,3.5,200.0,0.0006376733654178679,0.0026109942700713873,-0.17653459310531616,-0.00021146365907043219,-0.0007793358527123928,0.002181916148401797,-35.3625682,149.165094,141391.0,-1.0,1.0,-152.0,RTL
08:46:32,0.0,0.0,-1000.0,2.5,2.0,3.0,200.0,0.0007548044668510556,0.0027016737731173635,-0.17622099071741104,0.0001018600887618959,0.0001785391941666603,0.0012709172442555428,-35.3625682,149.165094,144497.0,-1.0,1.0,-152.0,RTL
08:46:33,0.0,0.0,-1000.0,2.25,2.5,2.25,140855.0,0.0008912096964195371,0.002394845010712743,-0.17592446506023407,0.00013917803880758584,0.0005761401844210923,0.0006211878207977861,-35.3625682,149.165094,146445.0,-1.0,1.0,-152.0,RTL
08:46:34,0.0,0.0,-999.5,3.5,2.5,4.0,140855.0,0.0007557865465059876,0.0024688952835276723,-0.1757442057132721,0.0013047908432781696,0.000449236249551177,0.0023603683803230524,-35.3625682,149.165094,147610.5,-1.0,1.0,-152.0,RTL
08:46:36,0.0,0.0,-999.5,2.5,3.0,4.0,140855.0,0.000896898185601458,0.0026358417235314846,-0.17520920932292938,0.0004634852521121502,0.000817045453004539,0.0024678424233570695,-35.3625682,149.165094,150717.0,-1.0,1.0,-152.0,RTL
08:46:37,0.0,0.0,-999.75,2.25,2.25,1.5,200.0,0.0010302797745680436,0.002462563687004149,-0.174593698233366,0.0002280580811202526,0.0003154904115945101,-0.00026344784419052303,-35.3625682,149.165094,152651.75,-1.0,1.0,-152.0,RTL
08:46:38,0.0,0.0,-1000.0,1.5,1.5,2.5,200.0,0.0012947753421030939,0.0026093615451827645,-0.1743786334991455,-0.0006769505562260747,-0.00039952516090124846,0.0007955733453854918,-35.3625682,149.165094,153816.5,-1.0,1.0,-152.0,RTL
08:46:40,0.0,0.0,-1000.0,3.0,3.0,2.5,200.0,0.0008887017902452499,0.002607666654512286,-0.17442471534013748,0.0005511133931577206,0.0007709799101576209,0.0006722294492647052,-35.3625682,149.165094,156931.0,-1.0,1.0,-152.0,RTL
08:46:41,0.0,0.0,-1000.25,3.0,2.5,2.75,300000.0,0.0009335021313745528,0.002659081481397152,-0.17421363666653633,0.0009072370012290776,0.0005335779278539121,0.0011858852813020349,-35.3625682,149.165094,158874.0,-1.0,1.0,-152.0,RTL
08:46:42,0.0,0.0,-999.5,2.5,2.0,1.5,300000.0,0.0008039861859288067,0.0023653872776776552,-0.17401771247386932,0.00026478368090465665,-0.00022176711354404688,0.0001057988265529275,-35.3625682,149.165094,160042.0,-1.0,1.0,-152.0,RTL
08:46:44,0.0,0.0,-1000.0,1.0,2.5,1.0,300000.0,0.0006047124334145337,0.0026189922355115414,-0.17404244095087051,-0.0011874688789248466,0.0007361052557826042,-0.0007272269576787949,-35.3625682,149.165094,163148.0,-1.0,1.0,-152.0,RTL
