time_stamp,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,RTL_ALT,xacc,yacc,zacc,xgyro,ygyro,zgyro
10:51:32,STABILIZE,0.0001939842477440834,0.001333311083726585,0.02589002251625061,0.0003489528608042747,0.00019031509873457253,0.002084068488329649,-35.3632622,149.1652376,0.0,-2.0,3.0,2.0,1500.0,0.0,1.0,-1000.0,0.5,0.0,0.5
10:51:34,STABILIZE,-0.0005977066175546497,0.0010494996095076203,0.025052636861801147,0.00020452513126656413,0.00023620488354936242,0.002057486621197313,-35.3632622,149.1652375,0.0,-1.0,1.0,1.0,1500.0,0.0,1.0,-1000.0,0.0,0.0,0.0
10:51:48,AUTO,-0.0005476381629705429,0.001148182840552181,0.021089725196361542,0.00024352455511689186,0.0002847586292773485,0.0014420259976759553,-35.3632621,149.1652375,6.5,0.0,0.0,0.0,201018.0,0.0,1.0,-1000.0,0.5,0.5,0.5
10:51:49,AUTO,-0.00028456262953113765,0.0014694170095026493,0.020807185675948858,0.0003169312985846773,0.00028124297386966646,0.0014640080626122653,-35.3632621,149.165237475,4.0,0.0,0.0,0.0,50360.0,0.0,1.0,-1000.0,0.25,0.25,1.0
10:51:50,AUTO,-9.60642282734625e-05,0.0016904098447412252,0.020618680864572525,0.0003459967265371233,0.0003056539280805737,0.001445827423594892,-35.3632621,149.1652374,2.5,0.0,0.0,0.0,50360.0,0.0,1.0,-1000.0,0.5,0.5,0.5
10:51:52,AUTO,0.027943424880504608,-0.0018740313244052231,0.020181729458272457,0.04620772413909435,-0.007523815846070647,0.0025550166610628366,-35.363262,149.1652376,1570.5,0.5,8.0,-145.5,77349.5,0.0,-0.5,-1012.0,46.0,-6.5,1.5
10:51:54,AUTO,-0.03742627799510956,0.016733786091208458,-0.08477962762117386,-0.03656789567321539,-0.02354665007442236,-0.037076632492244244,-35.3632609,149.1652454,4614.0,-2.5,31.5,-148.0,104339.0,4.0,-7.0,-1003.0,-35.5,-22.5,-37.0
10:51:55,AUTO,-0.05031663877889514,-0.011025744257494807,-0.08860066905617714,0.05552632547914982,0.004265661555109546,-8.96437413757667e-05,-35.36326125,149.165244425,6525.0,-1.0,-42.75,-148.0,15072.0,-3.75,7.5,-1001.75,55.5,4.5,-0.25
10:51:56,AUTO,-0.003983808448538184,-0.0035888388520106673,-0.08918678387999535,0.06542545929551125,0.014942328445613384,0.0035699281143024564,-35.36326135,149.16523999999998,7677.0,-0.5,-59.5,-149.5,15072.0,-7.0,10.5,-1003.0,65.5,15.0,2.5
10:51:58,AUTO,0.01695127342827618,0.0011854928452521563,-0.08498099073767662,-0.07864365354180336,-0.01760722091421485,-0.0017281281761825085,-35.3632622,149.16523475,10792.0,-6.0,23.0,-148.0,136985.5,3.5,-3.5,-1000.5,-78.0,-16.5,-2.0
10:52:00,AUTO,-0.0037585783284157515,-0.0005673363048117608,-0.12822411209344864,0.018126522190868855,0.008123963605612516,-0.02460745070129633,-35.363262250000005,149.16523665,13886.5,4.0,-6.0,-151.0,258899.0,-1.0,0.0,-1000.0,18.0,8.5,-24.5
10:52:01,AUTO,0.009182594018056989,0.005974188563413918,-0.15213289484381676,0.0029808186227455735,0.002249436394777149,-0.014871023129671812,-35.363261775000005,149.16523577499999,15838.0,0.75,-2.5,-151.0,166086.0,-1.25,0.0,-999.5,3.0,2.5,-14.5
10:52:02,AUTO,0.008846578188240528,0.0060919420793652534,-0.16220687329769135,-0.002845100767444819,-0.0006338171660900116,-0.012908564414829016,-35.36326165,149.16523554999998,17007.0,-1.0,1.5,-151.0,166086.0,0.0,0.0,-1000.0,-2.0,0.0,-12.5
10:52:04,AUTO,0.0028787459013983607,0.003611396183259785,-0.1928403005003929,-0.00029878070927225053,8.901505498215556e-05,-0.018998460844159126,-35.3632617,149.16523604999998,20119.0,-3.0,5.0,-152.0,115808.5,0.0,0.0,-1000.0,0.5,0.0,-18.5
10:52:06,AUTO,0.021973174065351486,-0.02471110410988331,0.09659893065690994,0.10621165484189987,-0.10409204661846161,0.003921661525964737,-35.36326385,149.1652329,23002.5,-30.5,-29.5,-109.5,65531.0,2.5,10.0,-957.5,106.5,-102.5,3.5
10:52:07,AUTO,0.04070407850667834,-0.024286697385832667,0.06501569040119648,-0.03397661913186312,0.03535756142809987,-0.00525770359672606,-35.3632647,149.1652325,24099.0,10.75,25.75,-66.5,41437.0,0.0,-5.0,-973.25,-32.75,35.5,-5.25
