time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE
17:34:20,1500.0,-0.0004970110603608191,0.0009363396093249321,0.02375955879688263,0.017828626558184624,0.00033827853621914983,0.001773893367499113,-35.3632621,149.1652375,0.0,-1.0,2.0,1.0,0.0,33.0,-953.0,18.0,0.0,0.0,STABILIZE
17:34:28,1500.0,-0.0011427297140471637,0.001119090709835291,0.021786863915622234,0.00027275155298411846,0.0002456259389873594,0.0015899993595667183,-35.3632621,149.1652375,7.5,0.0,0.0,0.0,0.0,1.5,-1000.0,0.0,0.0,0.0,AUTO
17:34:29,30985.0,-0.0009068534563994035,0.0014650617958977818,0.021544446237385273,0.0002546434261603281,0.0003057892608921975,0.0014348751574289054,-35.3632621,149.1652375,9.5,0.0,0.0,0.0,0.0,1.75,-1000.0,0.5,0.25,0.0,AUTO
17:34:30,30985.0,-0.0007358989387284964,0.001684655959252268,0.02136166114360094,0.00026290793903172016,0.0003134925209451467,0.0014093548525124788,-35.3632621,149.1652375,11.0,0.0,0.0,0.0,0.0,1.5,-1000.0,1.0,0.5,0.5,AUTO
17:34:32,30985.0,0.02821175381541252,-0.0019470156403258443,0.02098541520535946,0.04574738256633282,-0.007457147352397442,0.002618524944409728,-35.363262,149.1652376,1597.0,1.0,8.5,-146.5,0.0,-0.5,-1012.0,46.0,-6.5,1.5,AUTO
17:34:33,286208.0,0.017081630183383822,0.01331971981562674,-0.038699323078617454,-0.09245210094377398,0.03162209317088127,-0.07555003929883242,-35.363261275,149.165241825,3504.5,6.25,49.0,-146.5,3.5,-9.75,-999.5,-91.25,32.25,-75.25,AUTO
17:34:34,286208.0,-0.04351634532213211,0.016981290187686682,-0.08489888533949852,-0.05021306313574314,-0.031229145359247923,-0.03097987500950694,-35.36326095,149.16524545,4649.0,-3.0,29.5,-149.0,5.0,-7.0,-1002.0,-49.0,-30.5,-31.0,AUTO
17:34:36,286208.0,0.001178861828520894,-0.0026588794717099518,-0.08623884990811348,0.06627793610095978,0.014800851698964834,0.0034727136371657252,-35.36326135,149.16523955,7727.0,-0.5,-57.5,-151.5,-6.5,8.5,-1003.0,67.0,15.0,2.5,AUTO
17:34:37,300000.0,0.05071180406957865,0.010101733379997313,-0.08502129465341568,-0.024847331689670682,-0.003484279732219875,0.001305434969253838,-35.36326175,149.16523454999998,9686.0,-6.25,-4.25,-152.0,-0.75,3.25,-997.0,-23.75,-3.0,0.75,AUTO
17:34:38,300000.0,0.007338710769545287,-0.00041937449714168906,-0.08529533818364143,-0.054518263787031174,-0.01374420803040266,-0.002562234702054411,-35.3632622,149.165235,10843.0,-6.0,18.0,-150.0,2.5,-1.5,-1001.5,-53.5,-13.0,-3.0,AUTO
