,A.RTL1,A.RTL2,A.RTL3,A.ALT_HOLD2
17:34:28.578,-1.0,-1.0,-1.0,-1
17:34:28.780,-1.0,-1.0,-1.0,-1
17:34:28.981,-1.0,-1.0,-1.0,-1
17:34:29.183,-1.0,-1.0,-1.0,-1
17:34:29.385,-1.0,-1.0,-1.0,-1
17:34:29.586,-1.0,-1.0,-1.0,-1
17:34:29.788,-1.0,-1.0,-1.0,-1
17:34:29.989,-1.0,-1.0,-1.0,-1
17:34:30.191,-1.0,-1.0,-1.0,-1
17:34:30.393,-1.0,-1.0,-1.0,-1
17:34:30.594,-1.0,-1.0,-1.0,-1
17:34:30.796,-1.0,-1.0,-1.0,-1
17:34:30.998,-1.0,-1.0,-1.0,-1
17:34:31.199,-1.0,-1.0,-1.0,-1
17:34:31.401,-1.0,-1.0,-1.0,-1
17:34:31.602,-1.0,-1.0,-1.0,-1
17:34:31.804,-1.0,-1.0,-1.0,-1
17:34:32.005,-1.0,-1.0,-1.0,-1
17:34:32.207,-1.0,-1.0,-1.0,-1
17:34:32.409,-1.0,-1.0,-1.0,-1
17:34:32.610,-1.0,-1.0,-1.0,-1
17:34:32.814,-1.0,-1.0,-1.0,-1
17:34:33.015,-1.0,-1.0,-1.0,-1
17:34:33.217,-1.0,-1.0,-1.0,-1
17:34:33.418,-1.0,-1.0,-1.0,-1
17:34:33.620,-1.0,-1.0,-1.0,-1
17:34:33.822,-1.0,-1.0,-1.0,-1
17:34:34.024,-1.0,-1.0,-1.0,-1
17:34:34.226,-1.0,-1.0,-1.0,-1
17:34:34.428,-1.0,-1.0,-1.0,-1
17:34:34.630,-1.0,-1.0,-1.0,-1
17:34:34.831,-1.0,-1.0,-1.0,-1
17:34:35.033,-1.0,-1.0,-1.0,-1
17:34:35.235,-1.0,-1.0,-1.0,-1
17:34:35.437,-1.0,-1.0,-1.0,-1
17:34:35.638,-1.0,-1.0,-1.0,-1
17:34:35.840,-1.0,-1.0,-1.0,-1
17:34:36.042,-1.0,-1.0,-1.0,-1
17:34:36.244,-1.0,-1.0,-1.0,-1
17:34:36.448,-1.0,-1.0,-1.0,-1
17:34:36.650,-1.0,-1.0,-1.0,-1
17:34:36.851,-1.0,-1.0,-1.0,-1
17:34:37.053,-1.0,-1.0,-1.0,-1
17:34:37.255,-1.0,-1.0,-1.0,-1
17:34:37.456,-1.0,-1.0,-1.0,-1
17:34:37.658,-1.0,-1.0,-1.0,-1
17:34:37.860,-1.0,-1.0,-1.0,-1
17:34:38.062,-1.0,-1.0,-1.0,-1
17:34:38.264,-1.0,-1.0,-1.0,-1
17:34:38.466,-1.0,-1.0,-1.0,-1
17:34:38.668,-1.0,-1.0,-1.0,-1
17:34:38.869,-1.0,-1.0,-1.0,-1
17:34:39.071,-1.0,-1.0,-1.0,-1
17:34:39.273,-1.0,-1.0,-1.0,-1
17:34:39.474,-1.0,-1.0,-1.0,-1
17:34:39.676,-1.0,-1.0,-1.0,-1
17:34:39.877,-1.0,-1.0,-1.0,-1
17:34:40.079,-1.0,-1.0,-1.0,-1
17:34:40.281,-1.0,-1.0,-1.0,-1
17:34:40.482,-1.0,-1.0,-1.0,-1
17:34:40.684,-1.0,-1.0,-1.0,-1
17:34:40.886,-1.0,-1.0,-1.0,-1
17:34:41.088,-1.0,-1.0,-1.0,-1
17:34:41.289,-1.0,-1.0,-1.0,-1
17:34:41.491,-1.0,-1.0,-1.0,-1
17:34:41.692,-1.0,-1.0,-1.0,-1
17:34:41.894,-1.0,-1.0,-1.0,-1
17:34:42.096,-1.0,-1.0,-1.0,-1
17:34:42.297,-1.0,-1.0,-1.0,-1
17:34:42.499,-1.0,-1.0,-1.0,-1
17:34:42.700,-1.0,-1.0,-1.0,-1
17:34:42.902,-1.0,-1.0,-1.0,-1
17:34:43.103,-1.0,-1.0,-1.0,-1
17:34:43.305,-1.0,-1.0,-1.0,-1
17:34:43.506,-1.0,-1.0,-1.0,-1
17:34:43.708,-1.0,-1.0,-1.0,-1
