time_stamp,RTL_ALT,MODE,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,VFR_HUD_alt,EK2_ALT_SOURCE
08:56:11,1500.0,AUTO,626695.0,-35.3633348,149.16518425,42738.0,-4.5,-23.5,-147.5,-1.0,2.0,-1001.0,42.0,-4.0,-22.0,-0.08164625614881516,4.425883525982499e-05,-0.06130135990679264,0.04009200353175402,-0.005255685653537512,-0.02300830278545618,626.6950073242188,0.0
08:56:13,1500.0,AUTO,629775.0,-35.363336950000004,149.16517165,45817.0,-13.5,-55.5,-144.0,-3.0,12.5,-984.5,91.5,-21.0,154.0,0.03002261370420456,-0.00873202015645802,0.0301852161064744,0.08924876153469086,-0.021593183279037476,0.15346117690205574,629.7749633789062,0.0
08:56:15,1500.0,AUTO,632315.0,-35.3633362,149.1651726,48364.0,6.5,40.5,-95.0,1.5,-10.5,-973.5,-45.5,24.5,3.5,0.014532162807881832,0.01165830809623003,0.04640008322894573,-0.04863683506846428,0.023763754405081272,0.002584434987511486,632.3150024414062,0.0
08:56:17,1500.0,ALT_HOLD,633720.0,-35.36333475,149.16517995,49766.0,-3.5,10.5,-14.0,2.0,-2.5,-873.5,16.5,-3.5,0.0,-0.014657651074230671,0.003570985747501254,0.04120504856109619,0.01381275150924921,-0.005402326234616339,-0.0018210859270766377,633.7200012207031,0.0
08:56:19,1500.0,ALT_HOLD,631270.0,-35.363334249999994,149.16518225,47314.5,0.5,8.0,191.0,1.0,68.5,-1027.0,1943.0,-3.0,-7.5,0.04104640893638134,0.00042467552702873945,0.035582272335886955,1.9414207935333252,-0.004629089497029781,-0.008398412493988872,631.2699584960938,0.0
08:56:21,1500.0,AUTO,627545.0,-35.3633337,149.16518459999998,43588.0,0.0,17.0,169.0,-6.5,-87.5,-992.0,-937.5,2.0,3.5,0.007060141128022224,0.0008329754637088627,0.028823292814195156,-0.935667097568512,0.0010925987735390663,0.0021175036672502756,627.5449829101562,0.0
08:56:23,1500.0,AUTO,626070.0,-35.3633342,149.1651784,42114.0,0.0,37.0,-33.5,-3.0,9.5,-1054.5,293.5,5.0,-2.5,0.06129530072212219,-0.009172997437417507,0.02564101293683052,0.29116011038422585,0.004428826738148928,-0.004269139026291668,626.0699768066406,0.0
08:56:25,1500.0,AUTO,627675.0,-35.3633339,149.1651789,43719.0,1.5,54.0,-129.5,1.5,-5.0,-1045.5,8.5,3.0,-1.0,0.020028947852551937,0.004953561117872596,0.02104887180030346,0.004471417749300599,0.0025737793766893446,-0.002691878005862236,627.6749877929688,0.0
08:56:27,1500.0,ALT_HOLD,630615.0,-35.363332549999996,149.16518735,46658.0,11.0,75.5,-144.5,5.5,-18.0,-1002.0,-132.0,73.5,-133.0,0.0005649756640195847,0.029148152098059654,-0.039461840875446796,-0.13714813813567162,0.07300786022096872,-0.13493601605296135,630.614990234375,0.0
08:56:29,1500.0,ALT_HOLD,632475.0,-35.36333425,149.1651856,48517.5,-37.0,-106.0,54.5,-4.5,24.0,-821.0,87.0,-18.5,-11.0,-0.12118202075362206,0.029875806532800198,0.01983916200697422,0.08276061713695526,-0.020314560271799564,-0.012675980105996132,632.4749755859375,0.0
08:56:31,1500.0,ALT_HOLD,628930.0,-35.3633453,149.165161,44978.0,-70.0,-99.5,202.5,2.0,122.5,-1017.0,972.5,0.0,15.0,0.003531866706907749,0.0056823985651135445,0.012953493744134903,0.963174119591713,-0.001991615572478622,0.01387737225741148,628.9299926757812,0.0
08:56:33,1500.0,AUTO,625405.0,-35.3633559,149.16515305000001,41448.0,-39.5,-22.5,61.5,8.0,-40.5,-1200.5,-806.0,17.0,-6.0,-0.02462493907660246,-0.02178355772048235,0.01207564678043127,-0.8090225160121918,0.016296033514663577,-0.007972205057740211,625.4049987792969,0.0
08:56:35,1500.0,AUTO,625470.0,-35.36335855,149.16515335,41513.0,-3.0,-29.5,-57.5,0.0,13.0,-1055.0,239.5,7.0,-4.5,-0.024064418859779835,-0.005349080311134458,0.010128342546522617,0.23570778220891953,0.0063511282205581665,-0.006067420821636915,625.469970703125,0.0
