time_stamp,RTL_ALT,MODE,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,VFR_HUD_alt,EK2_ALT_SOURCE
08:55:19,1500.0,AUTO,587905.0,-35.3632611,149.1652431,3950.0,4.0,44.0,-146.5,4.0,-9.5,-998.5,-82.5,40.5,-75.5,0.0011462122201919556,0.017141344025731087,-0.057369161397218704,-0.08343729982152581,0.03985991235822439,-0.07562432065606117,587.9049987792969,0.0
08:55:21,1500.0,AUTO,590410.0,-35.3632613,149.1652452,6450.0,-1.0,-39.0,-149.0,-3.0,6.0,-1001.0,56.0,1.0,1.0,-0.05682726949453354,-0.013433718122541904,-0.08741320669651031,0.05588194355368614,0.0009443770977668464,0.0019840095192193985,590.4099731445312,0.0
08:55:23,1500.0,AUTO,593520.0,-35.3632614,149.1652343,9567.0,-4.0,-15.0,-153.0,-3.0,5.0,-999.0,29.0,28.0,-20.0,0.06530813872814178,0.010935872793197632,-0.08410370349884033,0.029022498056292534,0.02738131396472454,-0.019699783995747566,593.5199584960938,0.0
08:55:25,1500.0,AUTO,596610.0,-35.3632625,149.1652367,12656.0,0.0,7.0,-151.0,1.0,-1.0,-1001.0,5.0,1.0,-23.0,-0.01631378009915352,-0.007059982046484947,-0.1047971323132515,0.004854636266827583,0.0009849214693531394,-0.02312273159623146,596.6099853515625,0.0
08:55:27,1500.0,AUTO,599730.0,-35.3632619,149.1652358,15779.0,2.0,-3.0,-152.0,-2.0,0.0,-1000.0,6.0,3.0,-17.0,0.008864453993737698,0.005331319756805897,-0.15138140320777893,0.005900397431105375,0.003029504092410207,-0.017261959612369537,599.72998046875,0.0
08:55:29,1500.0,AUTO,602860.0,-35.3632616,149.1652357,18903.0,-2.0,5.0,-152.0,0.0,0.0,-1000.0,0.0,-1.0,-15.0,0.00474352715536952,0.0049004205502569675,-0.17982034385204315,-0.0016959308413788676,-0.001873145578429103,-0.014901208691298962,602.8599853515625,0.0
08:55:31,1500.0,AUTO,605980.0,-35.3632617,149.1652364,22022.0,-3.0,4.0,-153.0,0.0,0.0,-999.0,-2.0,1.0,-21.0,0.0016407649964094162,0.0032817458268254995,-0.21532559394836426,-0.0033001299016177654,3.650452708825469e-05,-0.02143085189163685,605.97998046875,0.0
08:55:33,1500.0,AUTO,609100.0,-35.3632618,149.1652367,25143.0,-2.0,2.0,-152.0,0.0,-2.0,-981.0,-116.0,6.0,-7.0,-0.0017995689995586872,0.0027933677192777395,-0.25423455238342285,-0.11733239144086838,0.005600980017334223,-0.007903424091637135,609.0999755859375,0.0
08:55:35,1500.0,AUTO,612220.0,-35.3632624,149.1652367,28259.0,-2.0,7.0,-152.0,0.0,0.0,-1000.0,-4.0,1.0,23.0,0.008748821914196014,0.0009301878744736314,-0.2170776128768921,-0.004923151805996895,0.000996726332232356,0.02362208627164364,612.219970703125,0.0
08:55:37,1500.0,AUTO,615320.0,-35.3632624,149.1652379,31366.0,0.0,4.0,-153.0,0.0,0.0,-1001.0,3.0,-1.0,17.0,-0.0009636363247409463,0.001496165175922215,-0.1780310422182083,0.0020339523907750845,-0.001902416697703302,0.018284928053617477,615.3200073242188,0.0
08:55:39,1500.0,AUTO,618440.0,-35.3632623,149.165238,34480.0,0.0,0.0,-153.0,0.0,0.0,-1000.0,2.0,0.0,14.0,0.001193956471979618,0.0013323721941560507,-0.1486436128616333,0.0015161775518208742,-0.0011422953102737665,0.014430183917284012,618.4400024414062,0.0
08:55:41,1500.0,AUTO,621540.0,-35.3632622,149.1652377,37588.0,0.0,0.0,-153.0,0.0,0.0,-1000.0,4.0,1.0,11.0,0.002411724766716361,0.0014078697422519326,-0.12681171298027039,0.002827936317771673,0.0009075690759345889,0.011059902608394623,621.5399780273438,0.0
08:55:43,1500.0,AUTO,624615.0,-35.3632621,149.1652375,40662.5,-1.0,0.0,-153.0,0.0,0.0,-1000.0,1.5,1.5,7.5,0.001994165068026632,0.0013933354639448225,-0.11069376766681671,0.0007696956745348871,0.0007632505148649216,0.008092037867754698,624.614990234375,0.0
08:55:45,1500.0,AUTO,627725.0,-35.363262,149.1652373,43773.5,-1.0,1.0,-152.5,0.0,0.0,-999.5,0.5,0.5,7.0,0.00206135050393641,0.0012537224101834,-0.09766293689608574,-0.0006911071832291782,-0.00011964296572841704,0.007134353742003441,627.7249755859375,0.0
08:55:47,1500.0,ALT_HOLD,630845.0,-35.363262,149.1652373,46890.0,-1.0,1.0,-151.5,0.0,0.0,-990.0,-17.5,20.0,44.0,0.0006126872904133052,0.0022279417607933283,-0.08407339081168175,-0.018871800566557795,0.019519936060532928,0.04425925062969327,630.844970703125,0.0
08:55:49,1500.0,ALT_HOLD,631985.0,-35.36327095,149.16522415,48028.5,-116.5,-142.0,105.0,13.5,81.5,-808.0,330.5,-63.5,-21.0,-0.10003579407930374,0.09001291543245316,0.2957178056240082,0.32598945312201977,-0.06455914489924908,-0.022005854174494743,631.9849853515625,0.0
08:55:51,1500.0,ALT_HOLD,628250.0,-35.36329755,149.16519135,44295.0,-164.5,-108.5,182.5,29.0,8.0,-1004.5,562.0,-23.0,-75.5,0.04546988382935524,0.019254857674241066,0.23571405559778214,0.5655099935829639,-0.02430578973144293,-0.07609354704618454,628.25,0.0
08:55:53,1500.0,AUTO,624770.0,-35.363324500000004,149.16517685,40812.0,-99.5,-20.0,116.0,23.5,-32.0,-1146.0,-1422.5,45.5,-18.0,-0.02514028176665306,-0.08042620867490768,0.18706106394529343,-1.4246586561203003,0.04484948329627514,-0.019010209012776613,624.7699890136719,0.0
08:55:55,1500.0,AUTO,623950.0,-35.3633312,149.16517705,39997.0,5.5,-15.5,-16.5,0.5,-21.5,-1043.0,-393.0,24.0,-36.5,-0.024931952357292175,-0.012547557707875967,0.16021105647087097,-0.39388032257556915,0.023489078041166067,-0.037407686933875084,623.9499816894531,0.0
08:55:57,1500.0,ALT_HOLD,625190.0,-35.3633311,149.165177,41236.0,7.5,-21.0,-110.5,0.0,-1.0,-1046.0,-50.0,-1.0,-11.5,-0.011695877183228731,-0.0044993271585553885,0.12430153414607048,-0.051265074172988534,-0.00236635678447783,-0.011804832611232996,625.1899719238281,0.0
08:55:59,1500.0,ALT_HOLD,627245.0,-35.3633317,149.1651768,43289.0,-3.5,-9.5,3.5,0.0,1.0,-828.0,-6.5,0.0,-2.0,-0.0005144643218955025,0.0011807383853010833,0.10285409912467003,-0.0072965428698807955,-0.0009250714210793376,-0.003134762868285179,627.2449951171875,0.0
08:56:03,1500.0,AUTO,620655.0,-35.3633353,149.16517605,36695.5,-10.0,11.0,122.0,-1.5,-61.0,-1138.5,-1371.0,-6.0,-5.5,0.0030776466010138392,-0.011519109830260277,0.07684215530753136,-1.3704881072044373,-0.006856249528937042,-0.006690566660836339,620.6549987792969,0.0
08:56:05,1500.0,AUTO,619725.0,-35.3633359,149.16517315,35769.0,0.0,30.0,-8.5,-0.5,-16.5,-1048.0,-439.5,8.0,-5.5,0.03232148103415966,-0.006845122668892145,0.06533663347363472,-0.44120772182941437,0.007384860422462225,-0.006651654257439077,619.7249755859375,0.0
08:56:07,1500.0,AUTO,620870.0,-35.3633358,149.16517345,36915.5,0.0,39.0,-101.0,0.5,-1.0,-1046.0,0.0,-2.0,-0.5,0.020149233750998974,0.0007262890139827505,0.0566575862467289,-0.001895211637020111,-0.0033939575077965856,-0.002153517445549369,620.8699951171875,0.0
