time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,RTL_ALT,MODE,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro
19:23:59,-0.0003188549599144608,0.0015292329248040915,0.0267082117497921,0.000303154275752604,0.00024329309235326946,0.002325194049626589,1500.0,STABILIZE,-35.3632621,149.16523734999998,0.0,-0.5,0.0,3.5,0.0,1.0,-1000.0,0.0,0.0,0.0
19:24:19,0.0005905963364057243,0.0005906686536036431,0.021272343397140504,0.0028560869861394165,-0.0014784161234274507,0.0021380172111094,1500.0,AUTO,-35.3632622,149.16523748,29.8,-0.6,0.4,-13.2,0.0,1.0,-1055.2,2.8,-1.4,0.8
19:24:20,0.00556583289289847,0.0009874491006485187,0.020456848200410604,0.01663582189939916,-0.0004073673044331372,0.0006044159017619677,1500.0,AUTO,-35.3632621,149.1652375,686.0,0.0,0.5,-115.75,0.0,0.0,-1082.25,17.5,0.5,0.25
19:24:30,0.04745878279209137,0.008558706069986025,-0.08569526920715968,-0.00037832030405600864,0.00043340927610794705,0.0011824935209006071,1500.0,AUTO,-35.363261666666666,149.16523488333334,9430.5,-5.166666666666667,-14.166666666666666,-151.83333333333334,-2.0,4.666666666666667,-998.8333333333334,0.3333333333333333,1.0,0.5
19:24:35,0.008214103922780071,0.0062871949880250865,-0.1571464708873204,-9.043081497241343e-05,0.0005014801115196731,-0.01440634738121714,1500.0,AUTO,-35.3632617,149.16523554285712,16641.714285714286,-0.14285714285714285,1.2857142857142858,-153.0,-0.2857142857142857,0.0,-999.8571428571429,0.42857142857142855,1.1428571428571428,-14.142857142857142
19:24:38,0.0018887398473452777,0.003510089300107211,-0.20762841030955315,-0.00030634982977062464,0.0001935739564942196,-0.020621713250875473,1500.0,AUTO,-35.36326168750001,149.1652363,21445.5,-3.0,4.5,-153.0,0.0,0.0,-1000.0,0.4444444444444444,0.7777777777777778,-20.0
19:24:40,-0.0025182118406519294,0.0035795901203528047,-0.24952075133721033,-0.0021330935026829443,0.0024392458726651967,-0.008310322184115648,1500.0,AUTO,-35.36326183333333,149.1652367,25043.833333333332,-2.8333333333333335,1.3333333333333333,-152.83333333333334,0.0,0.16666666666666666,-999.8333333333334,-1.3333333333333333,3.0,-8.5
19:24:42,0.008272064849734306,0.0012412940268404782,-0.2177134876449903,-0.006394066508316125,-8.225988131016493e-05,0.022653575676182907,1500.0,AUTO,-35.36326236666667,149.16523673333333,28317.333333333332,-1.8333333333333333,6.833333333333333,-153.0,0.5,-0.3333333333333333,-999.6666666666666,-5.166666666666667,0.6666666666666666,21.833333333333332
19:24:48,0.0021286619594320655,0.0012982211075723172,-0.126768758893013,0.0007889657048508525,0.00022151031298562885,0.009639649651944637,1500.0,AUTO,-35.3632622,149.16523772,37784.0,0.0,0.0,-153.0,0.0,0.0,-1000.2,1.4,0.8,9.2
19:24:50,0.0020444493469161293,0.0015546036302112043,-0.11109230791529019,0.0008063681404261539,0.0002894500794354826,0.007889800084133944,1500.0,AUTO,-35.363262066666664,149.1652375,40785.166666666664,-0.5,0.0,-153.0,0.0,0.0,-1000.0,1.5,1.0,7.333333333333333
