time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,lat,lon,relative_alt,vx,vy,vz
17:04:25,-0.0007358776056207716,0.0016071312129497528,0.02700524777173996,0.00021271471632644534,0.00021640126942656934,0.002293921075761318,STABILIZE,0.0,1.0,-1000.0,0.0,0.0,0.0,1500.0,-35.3632621,149.1652374,0.0,-1.0,0.0,0.0
