,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN,OA_DB_ALT_MIN,RTL_SPEED,RTL_CONE_SLOPE,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG
13:36:28.174,279890.0,0.25,0.1,1000.0,30.0,4.9,500.0,1000.0,26490.0,2270.0,0.0,300.0,1.0,0.0,0.0
13:36:32.214,71751.0,0.25,0.1,1000.0,30.0,0.0,3100.0,1000.0,16357.0,2910.0,0.0,1150.0,2.3,0.0,0.0
13:36:36.225,200.0,0.25,0.1,1000.0,30.0,0.0,10200.0,1000.0,3804.0,2300.0,0.0,2000.0,4.3,0.0,0.0
13:36:40.263,42705.0,0.25,0.1,1000.0,30.0,1.8,500.0,1000.0,0.0,1280.0,0.0,1750.0,5.5,0.0,0.0
13:36:44.297,192517.0,0.25,0.1,1000.0,30.0,3.1,10400.0,1000.0,0.0,1580.0,0.0,1500.0,10.1,0.0,0.0
13:36:48.319,88614.0,0.25,0.1,1000.0,30.0,1.4,600.0,1000.0,32000.0,1640.0,0.0,400.0,5.0,0.0,0.0
13:36:52.338,83012.0,0.25,0.1,1000.0,30.0,2.5,8700.0,1000.0,16370.0,3000.0,0.0,1550.0,3.0,0.0,0.0
13:36:56.358,36149.0,0.25,0.1,1000.0,30.0,1.2,18000.0,1000.0,0.0,1550.0,0.0,0.0,5.8,0.0,0.0
13:37:00.371,200.0,0.25,0.1,1000.0,30.0,0.0,11000.0,1000.0,10741.0,820.0,0.0,2000.0,4.9,0.0,0.0
13:37:04.410,292841.0,0.25,0.1,1000.0,30.0,1.2,500.0,1000.0,15078.0,1550.0,0.0,100.0,0.5,0.0,0.0
13:37:08.434,155378.0,0.25,0.1,1000.0,30.0,2.1,11800.0,1000.0,0.0,2200.0,0.0,2000.0,7.9,0.0,0.0
13:37:12.464,218200.0,0.25,0.1,1000.0,30.0,0.6,18000.0,1000.0,26449.0,2040.0,0.0,1150.0,0.5,0.0,0.0
13:37:16.496,300000.0,0.25,0.1,1000.0,30.0,5.1,8300.0,1000.0,25635.0,2800.0,0.0,0.0,10.1,0.0,0.0
13:37:20.007,200.0,0.25,0.1,1000.0,30.0,1.3,14300.0,1000.0,0.0,1200.0,0.0,2000.0,0.5,0.0,0.0
13:37:24.033,67485.0,0.25,0.1,1000.0,30.0,1.9,500.0,1000.0,29801.0,1080.0,0.0,1000.0,10.1,0.0,0.0
13:37:28.059,123255.0,0.25,0.1,1000.0,30.0,5.1,3900.0,1000.0,0.0,2460.0,0.0,2000.0,7.5,0.0,0.0
13:37:32.086,184025.0,0.25,0.1,1000.0,30.0,3.9,15300.0,1000.0,0.0,1200.0,0.0,150.0,3.8,0.0,0.0
13:37:36.108,218086.0,0.25,0.1,1000.0,30.0,0.0,13000.0,1000.0,16636.0,1590.0,0.0,0.0,7.1,0.0,0.0
13:37:40.140,297388.0,0.25,0.1,1000.0,30.0,3.0,17500.0,1000.0,29211.0,10.0,0.0,350.0,6.0,0.0,0.0
13:37:44.158,200.0,0.25,0.1,1000.0,30.0,3.4,500.0,1000.0,32000.0,840.0,0.0,0.0,6.4,0.0,0.0
13:37:48.201,201426.0,0.25,0.1,1000.0,30.0,3.5,17000.0,1000.0,32000.0,3000.0,0.0,2000.0,3.1,0.0,0.0
13:37:52.219,98422.0,0.25,0.1,1000.0,30.0,3.4,5100.0,1000.0,12610.0,2680.0,0.0,0.0,2.8,0.0,0.0
13:37:56.242,201482.0,0.25,0.1,1000.0,30.0,0.0,9200.0,1000.0,16744.0,3000.0,0.0,0.0,7.8,0.0,0.0
13:38:00.266,82663.0,0.25,0.1,1000.0,30.0,5.0,14700.0,1000.0,3986.0,110.0,0.0,1850.0,10.1,0.0,0.0
13:38:04.296,125279.0,0.25,0.1,1000.0,30.0,0.5,500.0,1000.0,32000.0,0.0,0.0,1350.0,3.3,0.0,0.0
13:38:08.317,95118.0,0.25,0.1,1000.0,30.0,0.6,3900.0,1000.0,23722.0,0.0,0.0,1350.0,1.3,0.0,0.0
13:38:12.349,267842.0,0.25,0.1,1000.0,30.0,0.2,8500.0,1000.0,32000.0,1060.0,0.0,1500.0,3.5,0.0,0.0
13:38:16.373,200.0,0.25,0.1,1000.0,30.0,0.3,3300.0,1000.0,17656.0,400.0,0.0,750.0,6.0,0.0,0.0
