,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
11:39:02.326,7049.0,0.2,0.5,-7.6,0.25
11:39:08.299,63074.0,0.5,0.2,-8.2,0.25
11:39:14.237,34410.0,0.2,0.7,-0.7,0.25
11:39:20.315,22375.0,0.4,0.3,-4.2,0.25
11:39:26.285,23592.0,0.3,0.5,-7.6,0.25
11:39:32.147,31560.0,0.4,0.4,-8.8,0.25
11:39:38.028,5540.0,0.2,0.4,-7.1,0.25
11:39:43.951,67404.0,0.3,0.3,-0.2,0.25
11:39:48.733,90760.0,0.3,0.4,-9.6,0.25
11:39:54.094,6108.0,0.2,0.7,4.0,0.25
11:40:00.138,125787.0,0.5,0.3,-5.9,0.25
11:40:06.016,15987.0,0.4,0.7,-9.0,0.25
11:40:12.034,16849.0,0.3,0.5,0.8,0.25
11:40:17.965,20279.0,0.3,0.3,-3.0,0.25
11:40:22.834,64866.0,0.2,0.7,-8.9,0.25
11:40:28.205,111046.0,0.2,0.5,-3.8,0.25
11:40:34.216,1221.0,0.5,0.9,-7.6,0.25
11:40:40.120,21508.0,0.2,0.7,-9.2,0.25
11:40:46.128,123951.0,0.4,0.4,-5.5,0.25
11:40:51.967,44982.0,0.4,0.3,-9.8,0.25
11:40:56.840,1265.0,0.4,0.9,-6.8,0.25
11:41:02.325,120017.0,0.4,0.5,-3.3,0.25
11:41:08.198,29877.0,0.3,0.7,-6.2,0.25
11:41:14.105,17792.0,0.2,0.3,-2.5,0.25
11:41:19.973,14510.0,0.2,0.7,-0.1,0.25
11:41:24.858,5713.0,0.2,1.3,-8.2,0.25
11:41:30.224,57568.0,0.2,0.5,-4.7,0.25
11:41:36.184,151011.0,0.2,0.2,-6.1,0.25
11:41:42.114,107623.0,0.3,0.7,-9.8,0.25
11:41:48.132,62198.0,0.4,0.4,-5.9,0.25
11:41:54.047,111556.0,0.7,0.3,-8.8,0.25
11:41:59.985,63991.0,0.2,0.7,-2.7,0.25
11:42:04.927,25694.0,0.2,0.3,-4.7,0.25
11:42:10.357,36377.0,0.3,0.5,-8.4,0.25
11:42:16.434,179159.0,0.2,0.7,-7.6,0.25
11:42:22.376,54061.0,0.4,0.7,-6.2,0.25
11:42:28.366,1773.0,0.3,0.5,-4.7,0.25
11:42:34.215,107960.0,0.2,0.3,-8.4,0.25
11:42:40.234,152636.0,0.2,0.9,-7.8,0.25
11:42:46.170,42667.0,0.3,0.7,-7.6,0.25
11:42:52.130,27370.0,0.4,0.2,-7.9,0.25
11:42:58.175,176207.0,0.2,0.2,-6.5,0.25
11:43:04.088,25257.0,0.4,0.4,-9.2,0.25
11:43:10.123,1890.0,0.2,1.7,-9.2,0.25
11:43:15.913,48912.0,0.2,1.2,-9.9,0.25
11:43:20.780,7151.0,0.2,0.5,-2.7,0.25
11:43:26.222,25278.0,0.2,0.3,2.6,0.25
11:43:32.182,7435.0,0.3,1.3,-9.8,0.25
11:43:37.990,63516.0,0.2,1.1,-5.9,0.25
11:43:42.871,30933.0,0.3,0.5,1.4,0.25
11:43:48.349,10382.0,0.2,0.4,-0.6,0.25
11:43:54.282,26477.0,0.4,0.7,-7.9,0.25
11:44:00.267,54392.0,0.4,0.3,2.2,0.25
11:44:06.334,754.0,0.3,0.7,1.2,0.25
11:44:12.066,14010.0,0.2,0.9,-6.9,0.25
11:44:18.009,41513.0,0.5,0.7,-9.0,0.25
11:44:23.954,5510.0,0.2,0.7,-7.6,0.25
11:44:28.869,25283.0,0.3,0.9,-4.8,0.25
11:44:34.289,87524.0,0.5,0.2,-2.3,0.25
11:44:40.266,21489.0,0.2,0.7,5.1,0.25
11:44:46.190,103807.0,0.3,0.3,-3.1,0.25
11:44:51.950,159260.0,0.2,0.2,-8.5,0.25
11:44:56.927,28386.0,0.3,0.5,-2.7,0.25
11:45:02.401,42428.0,0.2,1.3,-4.9,0.25
11:45:08.278,109149.0,0.2,0.4,5.0,0.25
11:45:14.184,8763.0,0.3,0.4,-7.6,0.25
11:45:19.229,123825.0,0.3,0.3,-5.9,0.25
11:45:25.067,34747.0,0.3,0.7,-0.8,0.25
11:45:30.954,39464.0,0.5,0.4,-8.4,0.25
11:45:35.784,98726.0,0.3,0.9,-9.0,0.25
11:45:41.165,19448.0,0.3,0.4,-3.7,0.25
11:45:47.068,26105.0,0.3,0.2,-9.2,0.25
11:45:53.028,2249.0,0.2,0.2,3.0,0.25
11:45:58.863,40201.0,0.4,0.5,-6.8,0.25
11:46:03.627,69789.0,0.5,0.3,-3.7,0.25
11:46:08.998,163338.0,0.2,0.3,-9.2,0.25
11:46:14.941,90063.0,0.3,0.3,-6.2,0.25
11:46:19.961,7693.0,0.4,0.7,-9.2,0.25
11:46:25.280,10714.0,0.4,0.7,-8.4,0.25
11:46:31.306,48529.0,0.3,1.4,-6.1,0.25
11:46:37.287,75515.0,0.2,0.5,-8.4,0.25
11:46:43.261,12234.0,0.2,0.2,-5.0,0.25
11:46:49.381,59537.0,0.5,0.4,-5.9,0.25
11:46:55.411,41390.0,0.2,0.2,-2.6,0.25
11:47:01.305,35177.0,0.3,0.2,-5.3,0.25
11:47:07.257,37955.0,0.2,1.1,-2.7,0.25
11:47:13.234,6352.0,0.2,0.4,-7.9,0.25
