,CHUTE_ALT_MIN,OA_DB_ALT_MIN,ADSB_LIST_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,RTL_SPEED,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG,RNGFND7_WSP_MAVG,RNGFND8_WSP_MAVG,RNGFND9_WSP_MAVG,RNGFNDA_WSP_MAVG,LGR_DEPLOY_ALT,RTL_CONE_SLOPE,EK3_GPS_VACC_MAX,LGR_RETRACT_ALT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD
12:52:13.520,23501.0,0.0,0.0,0.7,0.5,450.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,8.1,0.3,219.0,2.5,3.5
12:52:18.962,12139.0,0.0,0.0,0.5,0.5,590.0,1.0,0.1,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,1.6,1.8,152.0,4.5,2.5
12:52:23.835,9054.0,0.0,0.0,0.7,0.7,940.0,1.0,0.1,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,1.0,1.1,672.0,2.5,5.0
12:52:29.329,150.0,0.0,0.0,0.2,1.3,1000.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,4.6,4.1,956.0,3.0,3.5
12:52:35.207,29890.0,0.0,0.0,0.2,0.7,630.0,1.0,0.1,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903.0,2.9,8.7,926.0,2.5,2.5
12:52:40.995,12285.0,0.0,0.0,0.9,0.5,550.0,1.0,0.1,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,1.9,2.9,426.0,6.0,2.5
12:52:45.760,22741.0,0.0,0.0,0.2,1.1,530.0,1.0,0.1,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,1.1,0.1,9.0,3.0,2.5
12:52:51.122,28453.0,0.0,0.0,0.2,0.5,260.0,1.0,0.1,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0,1.6,9.4,135.0,3.5,2.5
12:52:56.858,23216.0,0.0,0.0,0.4,1.8,180.0,1.0,0.1,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,3.3,7.6,230.0,2.5,3.0
12:53:01.766,264.0,0.0,0.0,0.3,0.7,40.0,1.0,0.1,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,2.3,9.9,440.0,3.5,3.0
12:53:07.011,17500.0,0.0,0.0,0.5,0.3,650.0,1.0,0.1,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,1.4,7.7,36.0,2.5,5.0
12:53:13.035,2370.0,0.0,0.0,0.2,1.5,890.0,1.0,0.1,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837.0,5.4,7.6,727.0,3.5,3.5
12:53:19.106,8115.0,0.0,0.0,0.9,0.3,860.0,1.0,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,4.4,1.1,141.0,5.0,3.5
12:53:25.363,10289.0,0.0,0.0,0.3,0.7,290.0,1.0,0.1,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,4.4,4.2,801.0,3.0,4.5
12:53:30.713,21114.0,0.0,0.0,0.2,1.3,930.0,1.0,0.1,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,3.5,2.4,36.0,5.0,2.5
12:53:35.673,15724.0,0.0,0.0,0.4,1.1,570.0,1.0,0.1,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,8.6,6.1,172.0,4.5,2.5
12:53:40.419,3622.0,0.0,0.0,0.3,1.1,580.0,1.0,0.1,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,8.9,5.7,345.0,3.5,2.5
12:53:45.584,14938.0,0.0,0.0,0.3,0.5,60.0,1.0,0.1,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,2.7,1.5,951.0,2.5,6.0
12:53:50.326,13532.0,0.0,0.0,0.2,0.2,340.0,1.0,0.1,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.8,6.3,717.0,2.5,2.5
12:53:54.859,1678.0,0.0,0.0,1.1,1.1,390.0,1.0,0.1,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0,1.6,6.2,83.0,2.5,4.0
12:53:59.730,11204.0,0.0,0.0,0.2,1.5,10.0,1.0,0.1,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,3.7,2.1,172.0,4.0,4.5
12:54:04.484,2458.0,0.0,0.0,0.7,0.5,160.0,1.0,0.1,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,3.3,1.9,897.0,5.0,4.5
12:54:09.468,3494.0,0.0,0.0,1.1,0.9,410.0,1.0,0.1,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,2.8,2.1,670.0,3.5,2.5
12:54:14.974,10980.0,0.0,0.0,0.5,1.3,260.0,1.0,0.1,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,9.2,3.9,366.0,3.0,5.5
12:54:20.437,8367.0,0.0,0.0,0.7,1.3,840.0,1.0,0.1,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,5.7,7.3,399.0,6.0,3.0
12:54:24.874,8209.0,0.0,0.0,0.4,0.2,180.0,1.0,0.1,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,1.1,3.9,584.0,3.5,2.5
12:54:29.994,18760.0,0.0,0.0,0.5,0.9,290.0,1.0,0.1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,8.1,8.4,121.0,2.5,3.5
12:54:35.302,7123.0,0.0,0.0,0.9,1.2,20.0,1.0,0.1,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921.0,0.8,8.1,918.0,4.0,5.5
12:54:41.051,8867.0,0.0,0.0,0.4,0.7,210.0,1.0,0.1,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0,1.2,2.4,587.0,4.0,6.0
12:54:46.476,239.0,0.0,0.0,0.2,0.9,350.0,1.0,0.1,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,4.0,5.9,647.0,5.5,5.5
12:54:50.970,14766.0,0.0,0.0,0.7,0.7,160.0,1.0,0.1,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,3.5,8.4,124.0,3.0,5.0
