time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,VFR_HUD_alt,MODE,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT
13:35:40,0.0005294920216935376,0.0015067804682378967,0.02741950998703639,0.0002969683555420488,0.00032774187275208533,0.002373641123995185,583.969970703125,STABILIZE,583965.0,-35.3632621,149.16523745,0.0,-1.5,2.0,1.0,0.0,1.5,-1000.0,0.0,0.0,0.0,1500.0
