,A.BRAKE1
13:43:59.585,-1
13:43:59.789,-1
13:43:59.990,-1
13:44:00.191,-1
13:44:00.392,-1
13:44:00.593,-1
13:44:00.795,-1
13:44:00.997,-1
13:44:01.198,-1
13:44:01.399,-1
13:44:01.600,-1
13:44:01.801,-1
13:44:02.002,-1
13:44:02.202,-1
13:44:02.406,-1
13:44:02.607,-1
13:44:02.808,-1
13:44:03.009,-1
13:44:03.210,-1
13:44:03.411,-1
13:44:03.612,-1
13:44:03.813,-1
13:44:04.014,-1
13:44:04.215,-1
13:44:04.417,-1
13:44:04.617,-1
13:44:04.819,-1
13:44:05.020,-1
13:44:05.221,-1
13:44:05.422,-1
13:44:05.623,-1
13:44:05.823,-1
13:44:06.024,-1
13:44:06.225,-1
13:44:06.427,-1
13:44:06.628,-1
13:44:06.829,-1
13:44:07.030,-1
13:44:07.231,-1
13:44:07.432,-1
13:44:07.633,-1
13:44:07.834,-1
13:44:08.035,-1
13:44:08.236,-1
13:44:08.438,-1
13:44:08.640,-1
13:44:08.840,-1
13:44:09.043,-1
13:44:09.244,-1
13:44:09.445,-1
13:44:09.646,-1
13:44:09.847,-1
13:44:10.048,-1
13:44:10.249,-1
13:44:10.450,-1
13:44:10.651,-1
13:44:10.853,-1
13:44:11.054,-1
13:44:11.256,-1
13:44:11.457,-1
13:44:11.658,-1
13:44:11.859,-1
13:44:12.059,-1
13:44:12.260,-1
13:44:12.462,-1
13:44:12.663,-1
13:44:12.865,-1
13:44:13.067,-1
13:44:13.268,-1
13:44:13.468,-1
13:44:13.671,-1
13:44:13.872,-1
13:44:14.073,-1
13:44:14.274,-1
13:44:14.474,-1
13:44:14.675,-1
13:44:14.876,-1
13:44:15.078,-1
13:44:15.279,-1
13:44:15.480,-1
13:44:15.681,-1
13:44:15.882,-1
13:44:16.083,-1
13:44:16.283,-1
13:44:16.484,-1
13:44:16.688,-1
13:44:16.890,-1
13:44:17.091,-1
13:44:17.293,-1
13:44:17.494,-1
13:44:17.695,-1
13:44:17.896,-1
13:44:18.097,-1
13:44:18.298,-1
13:44:18.499,-1
13:44:18.700,-1
13:44:18.902,-1
13:44:19.103,-1
13:44:19.304,-1
13:44:19.504,-1
13:44:19.705,-1
13:44:19.906,-1
13:44:20.107,-1
13:44:20.308,-1
13:44:20.509,-1
13:44:20.712,-1
13:44:20.913,-1
13:44:21.114,-1
13:44:21.315,-1
13:44:21.516,-1
13:44:21.717,-1
13:44:21.918,-1
13:44:22.119,-1
13:44:22.320,-1
13:44:22.521,-1
13:44:22.722,-1
13:44:22.923,-1
13:44:23.124,-1
13:44:23.325,-1
13:44:23.526,-1
13:44:23.727,-1
13:44:23.928,-1
13:44:24.129,-1
13:44:24.330,-1
13:44:24.532,-1
13:44:24.733,-1
13:44:24.935,-1
13:44:25.136,-1
13:44:25.337,-1
13:44:25.538,-1
13:44:25.738,-1
13:44:25.940,-1
13:44:26.140,-1
13:44:26.341,-1
13:44:26.543,-1
13:44:26.744,-1
13:44:26.946,-1
13:44:27.147,-1
13:44:27.348,-1
13:44:27.549,-1
13:44:27.750,-1
13:44:27.951,-1
13:44:28.152,-1
13:44:28.353,-1
13:44:28.554,-1
13:44:28.754,-1
13:44:28.955,-1
13:44:29.156,-1
13:44:29.357,-1
13:44:29.559,-1
13:44:29.761,-1
13:44:29.963,-1
13:44:30.164,-1
13:44:30.366,-1
13:44:30.568,-1
13:44:30.770,-1
13:44:30.974,-1
13:44:31.176,-1
13:44:31.377,-1
13:44:31.578,-1
13:44:31.779,-1
13:44:31.980,-1
13:44:32.182,-1
13:44:32.382,-1
13:44:32.584,-1
13:44:32.786,-1
13:44:32.988,-1
13:44:33.189,-1
13:44:33.390,-1
13:44:33.591,-1
13:44:33.792,-1
13:44:33.993,-1
13:44:34.195,-1
13:44:34.396,-1
13:44:34.596,-1
13:44:34.798,-1
13:44:35.000,-1
13:44:35.201,-1
13:44:35.403,-1
13:44:35.604,-1
13:44:35.805,-1
13:44:36.008,-1
13:44:36.209,-1
13:44:36.412,-1
13:44:36.614,-1
13:44:36.815,-1
13:44:37.017,-1
13:44:37.217,-1
13:44:37.418,-1
13:44:37.619,-1
13:44:37.820,-1
13:44:38.021,-1
13:44:38.222,-1
13:44:38.424,-1
13:44:38.627,-1
13:44:38.828,-1
13:44:39.030,-1
13:44:39.230,-1
13:44:39.431,-1
13:44:39.632,-1
13:44:39.834,-1
13:44:40.035,-1
13:44:40.236,-1
13:44:40.439,-1
13:44:40.642,-1
13:44:40.844,-1
13:44:41.046,-1
13:44:41.247,-1
13:44:41.448,-1
13:44:41.649,-1
13:44:41.850,-1
13:44:42.051,-1
13:44:42.252,-1
13:44:42.453,-1
13:44:42.654,1
13:44:42.855,1
13:44:43.056,1
13:44:43.257,1
13:44:43.458,1
13:44:43.660,-1
13:44:43.861,-1
13:44:44.062,-1
13:44:44.263,-1
13:44:44.464,-1
13:44:44.665,-1
13:44:44.867,-1
13:44:45.067,-1
13:44:45.269,-1
13:44:45.471,-1
13:44:45.672,-1
13:44:45.874,-1
13:44:46.076,-1
13:44:46.278,-1
13:44:46.479,-1
13:44:46.680,-1
13:44:46.881,-1
13:44:47.083,-1
13:44:47.283,-1
13:44:47.485,-1
13:44:47.686,-1
13:44:47.888,-1
13:44:48.088,-1
13:44:48.289,-1
13:44:48.491,-1
13:44:48.693,-1
13:44:48.895,-1
13:44:49.096,-1
13:44:49.297,-1
13:44:49.498,-1
13:44:49.700,-1
13:44:49.901,-1
13:44:50.103,-1
13:44:50.305,-1
13:44:50.508,-1
13:44:50.711,-1
13:44:50.915,-1
13:44:51.118,-1
13:44:51.319,-1
13:44:51.520,-1
13:44:51.721,-1
13:44:51.922,-1
13:44:52.123,-1
13:44:52.324,-1
13:44:52.525,-1
13:44:52.727,-1
13:44:52.929,-1
13:44:53.130,-1
13:44:53.331,-1
13:44:53.532,-1
