time_stamp,alt,lat,lon,relative_alt,vx,vy,vz,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro
18:44:42,583965.0,-35.3632622,149.1652374,0.0,-2.0,0.0,-3.5,STABILIZE,-7.650171028217301e-05,0.0014821377117186785,0.02732381410896778,0.00016255336231552064,0.00024401556584052742,0.0022997017949819565,0.0,1.5,-1000.0,0.5,0.0,0.0
18:44:44,583970.0,-35.3632622,149.1652374,0.0,-1.0,1.0,-2.0,STABILIZE,-9.014212264446542e-05,0.001099642482586205,0.02608592063188553,0.00021734295296482742,0.00027233618311583996,0.00215049646794796,0.0,1.0,-1000.0,0.0,0.0,1.0
18:44:47,583990.0,-35.3632621,149.1652375,2.0,-1.0,2.0,-1.0,STABILIZE,-0.00033381424145773053,0.0009195574966724962,0.02435135841369629,0.0002634029951877892,0.00019254095968790352,0.0017367458785884082,0.0,1.0,-1000.0,0.0,0.0,0.0
18:44:50,583960.0,-35.3632622,149.1652375,0.0,-1.0,2.0,0.0,STABILIZE,-0.0007159337401390076,0.0009439612040296197,0.023222656920552254,0.0003327997983433306,0.00029420596547424793,0.0016055370215326548,0.0,1.0,-1000.0,0.0,0.0,0.0
18:44:52,583940.0,-35.3632622,149.16523755,0.0,-1.0,2.0,2.0,STABILIZE,-0.0007370127132162452,0.0009631772991269827,0.022633574903011322,0.00027997675351798534,0.00022393889958038926,0.0018245180835947394,0.0,1.0,-1000.0,1.0,0.0,0.0
18:44:53,583930.0,-35.3632622,149.1652375,0.0,-1.0,1.0,1.5,STABILIZE,-0.0009617591858841479,0.0009660638752393425,0.02241448499262333,0.0002505395677872002,0.0002623648615553975,0.0017085507279261947,0.0,1.3333333333333333,-1000.0,0.6666666666666666,0.0,0.3333333333333333
18:44:54,583930.0,-35.3632622,149.1652375,0.0,-1.0,1.0,1.0,AUTO,-0.0010912124998867512,0.0009708988363854587,0.022196057252585888,0.0002321919600944966,0.00029709216323681176,0.001601117430254817,0.0,1.5,-1000.0,1.0,0.0,0.0
18:44:55,583920.0,-35.363262166666665,149.1652375,0.0,-1.0,1.3333333333333333,2.0,AUTO,-0.0008808407001197338,0.0010047288378700614,0.021960982431968052,0.00014696293510496616,0.000321302756977578,0.0014926689521720011,0.0,1.3333333333333333,-1000.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
18:44:56,583920.0,-35.3632621,149.1652375,0.0,0.0,0.0,2.0,AUTO,-0.0008843142616872987,0.0010915584474181135,0.021814357489347458,0.00030193312947327894,0.00024484749883413315,0.0015753628298019369,0.0,1.6666666666666667,-1000.0,0.6666666666666666,0.0,0.0
18:44:57,583910.0,-35.3632621,149.16523743333335,0.0,0.0,0.0,1.0,AUTO,-0.0006729216741708418,0.0014143118169158697,0.021551889677842457,0.00026570732006803155,0.0002804412506520748,0.001480680424720049,0.0,1.0,-1000.0,0.6666666666666666,0.3333333333333333,0.3333333333333333
