time_stamp,MODE,RTL_ALT,LAND_SPEED_HIGH,WPNAV_SPEED_DN,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro
12:49:35,GUIDED,1500.0,0.0,150.0,-0.0002858191612176597,0.0015036133350804447,0.027382304519414903,0.00024253293522633613,0.00027544203912839295,0.0022701652720570563,-35.3632621,149.1652374,1.2,-0.6,0.6,-1.0,0.0,1.0,-1000.0,0.2,0.0,0.0
12:49:41,GUIDED,1500.0,0.0,150.0,0.0028025738429278135,0.000607523979851976,0.023882143199443817,0.008052051533013582,-0.006643913220614195,0.002570749493315816,-35.3632621,149.1652374,27.333333333333332,0.0,0.0,-13.0,0.0,0.0,-1063.0,5.666666666666667,-3.6666666666666665,0.6666666666666666
12:49:45,GUIDED,1500.0,0.0,150.0,-0.04393812323299547,0.015478147969891628,-0.08719081555803616,-0.055034538420538105,-0.040657160648455225,-0.02505209545294444,-35.363261316666666,149.16524486666668,4612.166666666667,-7.833333333333333,25.0,-147.5,4.833333333333333,-5.333333333333333,-1004.6666666666666,-54.166666666666664,-40.0,-26.166666666666668
12:49:47,GUIDED,1500.0,0.0,150.0,0.004413144740586479,-0.006265238160267472,-0.07234785457452138,0.050875011210640274,0.02794692541162173,-0.009428737025397519,-35.36326158333333,149.1652392166667,7849.666666666667,9.666666666666666,-49.0,-150.33333333333334,-8.166666666666666,8.0,-1002.3333333333334,51.0,28.0,-9.833333333333334
12:49:49,GUIDED,1500.0,0.0,150.0,0.0050336198473814875,0.0003488323127385229,-0.09156262502074242,-0.03918775310739875,-0.02437757351435721,0.010322335467208177,-35.36326195,149.16523502500002,11352.0,-13.5,17.0,-149.5,4.0,-0.6,-1000.2,-42.6,-28.6,11.4
12:49:51,GUIDED,1500.0,0.0,150.0,0.0021524347830563784,-0.0006492446409538388,-0.1314414143562317,0.008510093204677105,0.009021351113915443,-0.024025995284318924,-35.3632624,149.1652362,14894.0,5.0,-5.0,-152.0,-2.0,0.0,-1000.0,9.0,9.0,-24.0
12:49:53,GUIDED,1500.0,0.0,150.0,0.008028363808989525,0.007257202174514532,-0.16759474575519562,-0.0017354500014334917,-0.001709858188405633,-0.014362778514623642,-35.3632616,149.1652355,17873.0,0.0,3.0,-152.0,0.0,0.0,-1000.0,-1.0,0.0,-14.0
12:49:55,GUIDED,1500.0,0.0,150.0,0.002315757214091718,0.004143439698964357,-0.19593098759651184,-0.0023251038510352373,-0.002569541335105896,-0.01811085781082511,-35.363261550000004,149.16523615,20799.0,-3.0,5.5,-152.0,0.0,0.0,-1000.0,-1.0,-1.0,-18.5
12:49:57,GUIDED,1500.0,0.0,150.0,0.0019311381038278341,0.002651781775057316,-0.2366565763950348,-0.002518576802685857,-0.00033474629162810743,-0.02117404341697693,-35.3632618,149.1652367,24118.0,-3.0,3.0,-153.0,0.0,0.0,-1000.0,-1.0,0.0,-21.0
12:49:59,GUIDED,1500.0,0.0,150.0,0.011671286541968584,0.002949289162643254,-0.23518108576536179,0.007823360152542591,-0.004040705505758524,0.026045172475278378,-35.36326215,149.1652365,27052.0,-4.5,1.0,-152.5,0.0,0.5,-999.0,8.0,-2.5,25.0
