,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
00:49:03.758,78102.0,0.5,0.7,-7.6,0.25
00:49:08.338,34445.0,0.5,0.7,-8.8,0.25
00:49:13.946,140961.0,0.3,0.4,-7.4,0.25
00:49:18.621,87837.0,0.3,0.4,-7.9,0.25
00:49:23.736,144266.0,0.3,0.2,0.1,0.25
00:49:28.493,4970.0,0.3,1.3,-3.0,0.25
00:49:34.102,189449.0,0.3,0.2,-8.7,0.25
00:49:39.670,137447.0,0.2,0.5,-7.8,0.25
00:49:44.195,6192.0,0.4,0.7,-8.1,0.25
00:49:49.815,4905.0,0.4,0.5,-7.1,0.25
00:49:54.413,49193.0,0.5,0.2,-8.1,0.25
00:49:59.969,21689.0,0.3,0.9,-9.6,0.25
00:50:04.578,91238.0,0.2,0.2,-8.5,0.25
00:50:09.671,49167.0,0.2,0.5,-1.8,0.25
00:50:14.122,73037.0,0.4,0.5,-5.9,0.25
00:50:19.584,32308.0,0.5,0.2,-5.2,0.25
00:50:24.198,68356.0,0.4,1.1,-9.0,0.25
00:50:29.649,15259.0,0.3,0.2,-1.0,0.25
00:50:34.162,9153.0,0.3,0.3,-6.5,0.25
00:50:39.622,8578.0,0.3,0.7,-9.9,0.25
00:50:44.134,15657.0,0.4,0.2,-5.0,0.25
00:50:49.682,104286.0,0.2,1.1,-6.6,0.25
00:50:54.298,86769.0,0.3,0.9,-7.2,0.25
00:50:59.827,149898.0,0.3,0.7,-6.8,0.25
00:51:04.492,118409.0,0.4,0.4,-4.8,0.25
00:51:10.119,32750.0,0.3,1.1,-4.5,0.25
00:51:15.669,20199.0,0.2,0.7,-6.2,0.25
00:51:20.239,9084.0,0.5,0.2,-1.3,0.25
00:51:25.847,105297.0,0.3,0.4,-3.8,0.25
00:51:30.490,107018.0,0.2,0.5,-9.7,0.25
00:51:35.597,191988.0,0.2,0.2,-3.2,0.25
00:51:40.163,58337.0,0.2,0.3,-2.5,0.25
00:51:45.746,16186.0,0.4,0.2,0.6,0.25
00:51:50.351,29431.0,0.3,0.2,-5.9,0.25
