time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,alt,lat,lon,relative_alt,vx,vy,vz,MODE
11:36:41,-0.0005043809651397169,0.0015431742067448795,0.027623165864497423,0.0002652936091180891,0.000260097069258336,0.0022621098905801773,0.0,2.0,-1000.0,0.0,0.0,0.0,583942.5,-35.3633017,149.165277075,0.0,-1.0,0.75,-1.0,STABILIZE
11:36:43,-0.0008944947621785104,0.0011097037349827588,0.026355507783591747,0.00025230523897334933,0.00024541189486626536,0.002083755563944578,0.0,2.0,-1000.0,0.0,0.0,0.0,583950.0,-35.3633017,149.1652772,0.0,-1.0,1.0,0.0,STABILIZE
11:36:45,-0.0010974764009006321,0.000947048407397233,0.025574007537215948,0.0002409036533208564,0.00020767192472703755,0.0019574589969124645,0.0,1.2,-1000.0,0.0,0.0,0.6,583950.0,-35.3633017,149.1652772,0.0,-1.0,0.5,0.0,STABILIZE
11:36:47,-0.0011736025335267186,0.0009164408256765455,0.02480144239962101,0.00028265922446735203,0.0001915039320010692,0.0018983095651492476,0.0,1.5,-1000.0,0.0,0.0,0.0,583950.0,-35.363301666666665,149.1652772,0.0,-1.0,0.0,0.0,STABILIZE
11:36:49,-0.0009356608497910202,0.000977880775462836,0.024198299273848534,0.00032577618258073927,0.00027354762423783543,0.0017980071483179928,0.0,1.0,-1000.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,583945.0,-35.3633016,149.1652773,0.0,-1.0,1.0,0.0,STABILIZE
11:36:51,-0.0010046601062640547,0.0010107721434906125,0.02352440170943737,0.0002954541821964085,0.0002682181540876627,0.0016965868184342981,0.0,1.75,-1000.0,0.25,0.0,0.5,583940.0,-35.3633016,149.1652773,0.0,-1.0,1.0,0.0,STABILIZE
11:36:53,-0.0008185043310125669,0.0010012628238958616,0.022920523149271805,0.0002717009047046304,0.00021175856818445027,0.0016571586796392996,0.0,1.3333333333333333,-1000.0,0.5,0.3333333333333333,0.16666666666666666,583908.3333333334,-35.3633016,149.1652775,1.0,-1.0,2.8333333333333335,4.166666666666667,AUTO
11:36:55,-0.000889294344233349,0.0012779769604094326,0.02240413272132476,0.00029049899118642014,0.0003190431355809172,0.0015343941049650311,0.0,1.3333333333333333,-1000.0,0.5,0.0,0.0,583888.3333333334,-35.36330155,149.16527733333336,0.0,0.0,-0.8333333333333334,2.3333333333333335,AUTO
11:36:57,0.005028585175750777,0.0001080267926833282,0.02192121526847283,-0.0015600962797179818,-0.0012628108088392764,0.0015659891165948163,0.0,-0.16666666666666666,-1071.0,-1.3333333333333333,-0.8333333333333334,0.5,584008.3333333334,-35.3633015,149.16527718333336,113.83333333333333,0.0,-0.16666666666666666,-36.0,AUTO
11:36:59,0.01703703108554085,-0.0005266965987781683,0.0216938362767299,0.06788939718777935,-0.027423202448214095,0.0010337609419366345,0.0,1.6666666666666667,-991.6666666666666,68.0,-26.833333333333332,0.3333333333333333,585811.6666666666,-35.36330125,149.16527723333334,1906.6666666666667,-2.6666666666666665,-6.166666666666667,-96.66666666666667,AUTO
