,WPNAV_SPEED,WPNAV_SPEED_DN,H_COL_LAND_MIN,ATC_ANG_LIM_TC,FENCE_MARGIN,WPNAV_SPEED_UP,RTL_SPEED,AROT_TARG_SP,CAM_DURATION,FFT_NUM_FRAMES,PILOT_TKOFF_ALT,IM_STB_COL_1,IM_STB_COL_4,ACRO_Y_EXPO,ACRO_RP_EXPO,PILOT_Y_EXPO,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,FHLD_BRAKE_RATE,H_CYC_MAX,IM_STB_COL_2,IM_STB_COL_3,PSC_POSZ_P,ADSB_LIST_ALT,CHUTE_ALT_MIN
09:27:50.668,770.0,50.0,-2.6,0.5,1.0,760.0,1650.0,1650.0,0.0,0.0,110.0,75.0,44.0,-1.0,-0.5,-0.5,92.0,0.0,1.0,1700.0,4.0,38.0,1.0,0.0,4084.0
09:27:55.139,770.0,430.0,-4.6,0.5,1.0,260.0,650.0,1100.0,0.0,0.0,880.0,29.0,25.0,-1.0,-0.5,-0.5,56.0,0.0,1.0,1100.0,16.0,34.0,1.0,0.0,3494.0
09:28:00.134,1220.0,90.0,-2.1,0.5,1.0,110.0,700.0,1650.0,0.0,0.0,450.0,92.0,21.0,-1.0,-0.5,-0.5,63.0,0.0,1.0,1000.0,67.0,6.0,1.0,0.0,15843.0
09:28:04.068,1470.0,230.0,-4.8,0.5,1.0,860.0,1900.0,950.0,0.0,0.0,280.0,1.0,32.0,-1.0,-0.5,-0.5,69.0,0.0,1.0,1400.0,2.0,21.0,1.0,0.0,7220.0
09:28:07.976,620.0,300.0,-2.2,0.5,1.0,610.0,2000.0,1300.0,0.0,0.0,450.0,16.0,73.0,-1.0,-0.5,-0.5,115.0,0.0,1.0,300.0,57.0,19.0,1.0,0.0,24136.0
09:28:12.503,520.0,170.0,-4.0,0.5,1.0,60.0,1500.0,1050.0,0.0,0.0,840.0,21.0,24.0,-1.0,-0.5,-0.5,69.0,0.0,1.0,3900.0,13.0,1.0,1.0,0.0,19210.0
09:28:16.383,270.0,260.0,-1.8,0.5,1.0,110.0,350.0,1250.0,0.0,0.0,210.0,18.0,75.0,-1.0,-0.5,-0.5,184.0,0.0,1.0,2900.0,86.0,75.0,1.0,0.0,718.0
09:28:20.253,670.0,220.0,-2.1,0.5,1.0,810.0,200.0,1150.0,0.0,0.0,80.0,12.0,16.0,-1.0,-0.5,-0.5,44.0,0.0,1.0,1000.0,67.0,90.0,1.0,0.0,11346.0
09:28:24.124,970.0,250.0,-0.2,0.5,1.0,60.0,850.0,1050.0,0.0,0.0,340.0,11.0,55.0,-1.0,-0.5,-0.5,69.0,0.0,1.0,2200.0,94.0,15.0,1.0,0.0,5722.0
09:28:28.055,420.0,380.0,-4.8,0.5,1.0,260.0,450.0,1650.0,0.0,0.0,110.0,2.0,31.0,-1.0,-0.5,-0.5,112.0,0.0,1.0,400.0,21.0,58.0,1.0,0.0,21244.0
09:28:31.986,1020.0,160.0,-3.9,0.5,1.0,260.0,650.0,1050.0,0.0,0.0,10.0,38.0,99.0,-1.0,-0.5,-0.5,71.0,0.0,1.0,1900.0,16.0,21.0,1.0,0.0,20976.0
