,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG
18:29:32.447,114547.0,0.2,0.2,-6.2,0.25,0.6,0.0,18914.0,320.0,1.0,0.1,50.0,50.0,681.0,0.0
18:29:38.355,10892.0,1.1,0.2,-3.7,0.25,1.6,0.0,7496.0,190.0,1.0,0.1,50.0,50.0,112.0,0.0
18:29:44.310,197176.0,0.7,0.3,-4.3,0.25,0.2,0.0,12606.0,290.0,1.0,0.1,50.0,50.0,87.0,0.0
18:29:50.459,51893.0,0.9,0.5,-3.9,0.25,1.1,0.0,7170.0,530.0,1.0,0.1,50.0,50.0,519.0,0.0
18:29:56.647,6782.0,0.4,1.5,-9.7,0.25,4.4,0.0,2901.0,900.0,1.0,0.1,50.0,50.0,116.0,0.0
18:30:02.214,38066.0,0.9,0.9,-2.7,0.25,0.1,0.0,23733.0,180.0,1.0,0.1,50.0,50.0,327.0,0.0
18:30:08.154,196465.0,0.4,0.7,-9.4,0.25,0.6,0.0,8296.0,960.0,1.0,0.1,50.0,50.0,15.0,0.0
18:30:14.355,3490.0,0.9,0.7,-4.5,0.25,1.3,0.0,12282.0,110.0,1.0,0.1,50.0,50.0,49.0,0.0
18:30:20.325,175988.0,0.2,0.5,-7.9,0.25,0.4,0.0,4193.0,450.0,1.0,0.1,50.0,50.0,339.0,0.0
18:30:26.366,262255.0,0.2,2.0,-6.2,0.25,0.6,0.0,4983.0,120.0,1.0,0.1,50.0,50.0,306.0,0.0
18:30:32.491,27199.0,0.4,0.4,2.7,0.25,0.8,0.0,11447.0,450.0,1.0,0.1,50.0,50.0,229.0,0.0
18:30:38.800,202595.0,0.5,0.5,-1.9,0.25,0.2,0.0,9740.0,240.0,1.0,0.1,50.0,50.0,262.0,0.0
18:30:44.516,189202.0,0.3,0.3,-2.2,0.25,2.9,0.0,4777.0,620.0,1.0,0.1,50.0,50.0,345.0,0.0
