,LAND_SPEED_HIGH,PLND_XY_DIST_MAX,PLND_TIMEOUT,AVOID_MARGIN,FOLL_OFS_Z,CAM_TRIGG_DIST,RNGFND1_PWRRNG,RNGFND2_PWRRNG,RNGFND3_PWRRNG,RNGFND4_PWRRNG
12:56:59.890,250.0,2.2290287728937486,5.101001503467993,1.7099596738033642,55.0,360.3776431709764,21120.616792600485,8096.561595248319,28443.431315983657,9911.97009465728
12:57:02.900,70.0,5.633799467097688,18.476019062317157,9.002016591645473,78.0,315.89724961277676,9511.532159424862,14144.264621979872,30825.528213376583,29276.8031852581
12:57:05.909,290.0,2.3787861250759423,11.778089058168568,9.430320948637455,80.0,917.2743385700429,7105.362514883245,9069.337332275247,18214.011551996726,16515.15254272632
12:57:08.936,400.0,1.9040158446184763,12.265846333873892,2.223940736320718,-78.0,771.2425567295738,2115.4710847994616,10228.953808514376,15179.199312907373,9622.201729309385
12:57:13.787,440.0,5.385117015597148,9.742681695168276,1.5133750311422827,-31.0,702.0305534867213,26589.54270242895,12992.31039368283,8333.048759409481,23139.567246137227
12:57:16.795,230.0,4.1402054292469925,1.4628801339209363,8.96067491503703,-52.0,124.0515759558063,7965.482106159859,23197.010598950987,32233.600953757967,23621.94088924177
12:57:19.806,250.0,4.87027565808722,16.36522397931064,3.89491278040216,-70.0,819.752355947152,24651.942829484906,10278.500475072373,8892.36115186912,26222.279150512637
12:57:22.813,380.0,6.444364645333781,16.0531722110248,5.812358604850197,45.0,298.801381379992,27669.481290011063,2049.069497696303,29283.312715398744,689.4257600836834
12:57:25.819,350.0,5.555010398367134,8.766117328512502,2.9731831663370847,-37.0,397.07360330958517,20045.296746018685,6846.016106634376,29507.78422539032,19569.808527582685
12:57:28.829,330.0,5.594826075471559,6.9344974470745635,2.6230314565155175,32.0,857.8805086853015,7968.595321894399,14832.627429199358,2187.0651323502843,25737.24302445218
12:57:31.835,40.0,5.754923555102897,6.768491886919987,9.012467734684279,-87.0,73.16415914438979,7806.948114557057,7468.846465790838,13074.453033814749,31061.34246051216
12:57:34.843,30.0,3.8008667441856248,0.8177892221854166,4.1156822185557616,19.0,852.8138268061177,31192.37170390017,18391.243228870593,24007.747933354167,19481.401711316234
12:57:37.848,390.0,9.773110003829526,13.685413795526028,3.43392418663937,89.0,863.1279042109296,4708.957843487018,24784.75885370098,23602.317619602392,1493.3909762316139
12:57:40.853,50.0,5.798622183623957,15.507588433622963,2.1010996102322603,-62.0,678.2638318263315,14773.523000280604,9231.068591516087,13532.636273250797,31386.528120742685
12:57:45.742,400.0,7.843674197222578,8.205328945015811,7.5813302309188115,57.0,409.68544196272114,4545.426588769312,27751.443764533462,19526.783863859408,16774.10262731359
12:57:48.747,40.0,9.376544649617284,1.6195645653253687,5.5094448491463375,-10.0,664.7815561276558,653.4706333209286,5293.251152853254,22653.304541413745,16715.461451162417
12:57:51.752,480.0,3.75990062112682,15.759855499575435,9.332608199817372,-18.0,649.4818757766827,6977.9737489853715,18630.907784774776,32092.088039913477,5599.69478933539
12:57:54.762,460.0,0.8956718720957724,8.135472245666586,9.975619205442497,-38.0,986.1949631429554,24615.27998493942,31387.038558839788,4785.013442894509,32315.17263488458
12:57:57.768,20.0,4.097473631648735,8.716572626578962,4.017324223392931,-82.0,949.7507458084677,30093.959648970333,25951.446158806375,17878.573563632828,7811.35987137389
12:58:00.774,280.0,4.864345981291271,3.262745431367049,5.040840559165088,5.0,833.9780287746441,30218.0573138849,26325.103997514023,20243.583873641495,1578.408677124094
12:58:03.779,340.0,8.7319370531396,12.68122079834649,6.773944432256045,6.0,780.3068123228315,16778.164397638677,27584.85122165593,24836.147518418093,18986.304326044108
12:58:06.786,170.0,2.3493463762787528,15.502696579240403,5.2167415599728955,-58.0,414.43816798200794,7817.774532997704,14915.048011120378,19704.991433864307,10433.242933510659
12:58:09.794,460.0,0.04545018477356555,17.986002091308272,2.807130931539512,-30.0,263.1961216759733,12999.248427195142,26619.107117987765,20549.04707696086,16519.381443726117
12:58:12.802,60.0,0.26129234281400127,17.832001549008506,7.171857520130974,-18.0,34.14022150413209,17136.025723503462,2212.48505791205,6831.599763434867,31223.547345842664
12:58:15.807,110.0,3.654210713650107,4.2052736698500155,3.016854222867404,-9.0,651.8834252954761,24506.89978249261,17756.500123155838,7816.328724841416,25001.953407853995
12:58:20.935,130.0,6.0138286626441095,18.40093988095187,9.03737764557762,-90.0,931.1846795093105,16477.839685411283,21501.858403545637,25951.513998297778,1964.850453502611
12:58:23.949,20.0,1.5572954842842834,2.4311096135974752,4.538403169749033,-17.0,187.0771755001601,23490.237104845583,1907.311770251606,2690.4160371319267,25961.995806999217
12:58:26.957,270.0,2.5438285328404566,13.499145670401845,8.78637924344122,8.0,158.59440079655405,29938.32430479345,11648.287130053875,952.9315207800042,9890.824935103972
12:58:29.965,90.0,1.97091150412964,9.759489745483839,2.0933415201096706,39.0,560.9557324640942,30202.787736979877,22694.166687174285,2017.3683297616697,16598.267048509835
