time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,RTL_ALT,LAND_SPEED_HIGH,WPNAV_SPEED_DN
12:56:18,-0.00043861547601409256,0.0012869118945673108,0.027620036154985428,0.00020794113515876234,0.00023598421830683947,0.002371456939727068,-35.3632621,149.1652374,0.0,0.0,0.0,2.0,0.0,1.0,-1000.0,0.0,0.0,0.0,GUIDED,1500.0,0.0,150.0
12:56:33,0.0011424889089539647,0.0026637406554073095,0.021584307154019673,0.0003573549329303205,0.00028247553079078597,0.001684240996837616,-35.3632621,149.1652374,11.666666666666666,-0.6666666666666666,1.0,0.0,0.0,1.3333333333333333,-1000.0,0.3333333333333333,0.3333333333333333,0.0,GUIDED,1500.0,0.0,150.0
12:56:50,0.021760763367637992,0.013137075584381819,-0.10525086149573326,0.07276726700365543,0.02125413785688579,0.0034019870799966156,-35.363261699999995,149.165234925,9142.25,-9.75,-73.0,-151.25,-8.4,15.8,-1005.2,72.4,21.8,1.8,GUIDED,1500.0,0.0,150.0
12:57:00,-0.07810923953851064,0.025420116260647774,-0.22990557054678598,0.06260499730706215,0.028554977228244145,-0.0309171670426925,-35.3632589,149.16523966666668,15976.0,-1.0,-80.33333333333333,-148.0,-12.333333333333334,10.333333333333334,-999.3333333333334,62.666666666666664,28.666666666666668,-31.0,GUIDED,1500.0,0.0,150.0
12:57:04,0.09693260490894318,0.04774634167551994,-0.23225627839565277,0.07733388245105743,-0.033575110137462616,0.009956751950085163,-35.3632689,149.1652207,19375.0,-94.0,-5.0,-152.0,11.0,18.0,-1003.0,77.0,-32.0,9.0,GUIDED,1500.0,0.0,150.0
12:57:20,0.0603052694350481,-0.18856540819009146,-0.25021331508954364,-0.09892506400744121,-0.1991275598605474,0.18566704789797464,-35.36328296666667,149.16524186666666,31592.333333333332,-36.666666666666664,159.66666666666666,-152.0,37.666666666666664,-9.666666666666666,-1021.0,-97.66666666666667,-198.0,184.66666666666666,GUIDED,1500.0,0.0,150.0
12:57:27,0.0019078082987107337,0.18677452951669693,-0.45469745248556137,0.05322152853477746,-0.051203629933297634,0.055546011033584364,-35.363258925,149.16522315,37326.25,-164.0,-71.5,-135.75,3.25,35.0,-995.0,53.5,-50.5,54.75,GUIDED,1500.0,0.0,150.0
12:57:30,0.115528695906202,-0.04777586863686641,-0.30872058868408203,0.07071757409721613,-0.1461187203725179,0.08142460510134697,-35.363288966666666,149.16522766666665,39651.333333333336,-169.0,103.33333333333333,-149.0,43.833333333333336,17.833333333333332,-1024.8333333333333,70.83333333333333,-144.5,81.0,GUIDED,1500.0,0.0,90.0
12:57:40,-0.0037310111802071333,-0.0023490428381289044,-0.30704862872759503,-0.21573913097381592,0.006755118568738301,-0.004149644635617733,-35.3632627,149.1652369,33329.666666666664,7.0,2.3333333333333335,162.66666666666666,-1.75,55.0,-1007.25,359.0,6.0,-2.75,LAND,1500.0,250.0,90.0
12:58:02,0.00429415136265258,0.005380542017519474,-0.39807363351186115,-0.2108734001715978,-0.0007611301455957195,0.0007733713136985898,-35.36326263333333,149.1652356,8375.0,6.0,20.0,-5.666666666666667,0.6666666666666666,3.3333333333333335,-996.0,-202.66666666666666,-0.6666666666666666,2.0,LAND,1500.0,400.0,90.0
12:58:11,0.007291722286026925,0.0012906860283692367,-0.40525373071432114,0.10957027284894139,-0.003613728564232588,0.0038693466049153358,-35.363262262499994,149.165236925,7031.125,-1.0,2.625,35.375,-2.125,30.375,-1000.875,124.875,-2.625,4.75,LAND,1500.0,440.0,90.0
12:58:20,-0.014904933050274849,0.002973075956106186,-0.40795424580574036,-0.8698208928108215,-0.001773185096681118,0.0017869208240881562,-35.3632618,149.1652384,3208.0,-3.0,-6.0,32.0,0.0,-25.0,-1008.0,-864.0,-1.0,3.0,LAND,1500.0,230.0,90.0
12:58:26,-0.005152615784027148,0.004527512879576534,-0.410115372389555,-0.09603852906730026,-0.0023521348339272663,-0.0006307987787295133,-35.3632616125,149.16523853750002,246.75,-1.875,-3.25,28.125,0.75,-20.25,-994.75,-103.25,-1.625,0.875,LAND,1500.0,336.6666666666667,90.0
12:58:31,0.003294620430096984,0.009776448830962181,-0.4167213439941406,7.121885816256206e-05,0.0017808906656379502,0.0007097785904382666,-35.36326186666667,149.1652389666667,0.0,-7.666666666666667,2.3333333333333335,6.333333333333333,0.0,0.0,-1000.0,2.0,2.0,2.0,LAND,1500.0,30.0,90.0
12:58:36,0.0038180173308189425,0.008651168351726872,-0.41596373489924837,0.0002401797433516809,0.0015547960397920438,0.000667834937173341,-35.36326184285714,149.1652392,0.0,-6.142857142857143,3.0,1.0,0.0,0.0,-1000.0,2.0,2.0,1.875,LAND,1500.0,50.0,90.0
