time_stamp,lat,lon,relative_alt,vx,vy,vz,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,RTL_ALT
18:32:45,-35.3632621,149.1652375,0.0,-2.0,2.0,0.0,STABILIZE,0.0,1.0,-1000.0,0.0,0.0,0.0,-0.00012566065197461285,0.0014708470553159714,0.02535680402070284,0.00028356605616863817,0.00021686313266400248,0.0021563947666436434,1500.0
18:32:51,-35.3632622,149.1652375,0.0,-1.0,1.0,1.0,STABILIZE,0.0,1.0,-1000.0,0.0,1.0,0.0,-0.001151404227130115,0.0009473024110775441,0.022840852849185467,0.00016950792632997036,0.00024284474784508348,0.0017861109226942062,1500.0
18:32:53,-35.3632622,149.1652375,0.0,-1.0,0.0,0.0,STABILIZE,0.0,2.0,-1000.0,1.0,0.0,1.0,-0.0013107637641951442,0.0009940721793100238,0.022306714206933975,0.0002951424685306847,0.0002228230587206781,0.0016238938551396132,1500.0
18:32:59,-35.3632622,149.1652375,0.0,-1.0,0.5,0.0,STABILIZE,0.0,1.25,-1000.0,0.5,0.0,0.75,-0.0012282654255007703,0.0009719481264861921,0.021270927662650745,0.00027429440524429083,0.0001836604787968099,0.0015160416951403022,1500.0
18:33:07,-35.3632622,149.1652375,0.0,-1.0,0.3333333333333333,-1.0,STABILIZE,0.0,1.0,-1000.0,0.0,0.0,1.0,-0.00079002657730598,0.0009953129338100553,0.02007530815899372,0.00033190162503160536,0.00022407525102607906,0.0013202209956943989,1500.0
18:33:19,-35.3632622,149.1652375,7.0,-0.2,0.2,0.0,AUTO,0.0,1.4,-1000.0,0.8,0.8,0.8,-0.0006417102413251996,0.0011441407725214959,0.019180162996053695,0.000264715647790581,0.0003440755303017795,0.0012331173289567231,1500.0
18:33:21,-35.3632622,149.1652375,5.833333333333333,0.0,0.0,0.0,AUTO,0.0,2.6666666666666665,-1001.5,3.5,-0.16666666666666666,1.0,-4.6127915387235895e-05,0.0016249494510702789,0.018939828189710777,0.002894434980892887,-0.0008299032439632962,0.001141121203545481,1500.0
18:33:23,-35.363262075,149.1652375,1023.25,0.25,2.25,-132.25,AUTO,0.0,0.0,-1052.0,32.25,-2.0,1.0,0.01266103723901324,0.0003214909463622462,0.01835843315348029,0.031909768702462316,-0.0033231667475774884,0.0014308289682958275,1500.0
18:33:24,-35.36326135,149.16524119999997,3349.5,7.0,48.25,-146.0,AUTO,2.5,-9.5,-999.0,-78.5,38.25,-72.5,0.027812710031867027,0.010750909277703613,-0.02843946171924472,-0.07961936015635729,0.03752478817477822,-0.07279525807825848,1500.0
18:33:26,-35.3632616,149.1652434,6798.5,2.5,-52.0,-149.0,AUTO,-6.0,8.5,-1001.0,61.0,9.0,5.0,-0.03748563304543495,-0.01737845130264759,-0.07862408086657524,0.060477301478385925,0.008424679515883327,0.005529857240617275,1500.0
