time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,RTL_ALT
16:56:46,-0.0005308051477186382,0.0009585727530065924,0.021785756573081017,0.00025082382489927113,0.0001659082481637597,0.0014297164743766189,-35.3632622,149.1652375,6.0,-1.0,1.0,-0.5,1500.0,0.0,1.5,-1000.0,0.5,0.5,0.5,AUTO,1500.0
16:56:48,-0.00014765309242648073,0.0013163202092982829,0.02119163703173399,0.0003323242999613285,0.00026148371398448944,0.0014618448331020772,-35.3632622,149.1652375,5.0,0.0,0.0,0.0,1500.0,0.0,1.0,-1000.0,0.5,0.5,1.0,AUTO,1500.0
16:56:50,0.0030475823441520333,0.0002733805085881613,0.02055314928293228,0.00011155399261042476,0.0037687509320676327,0.0023486785357818007,-35.3632621,149.1652375,233.0,0.0,0.0,-74.5,1500.0,0.0,0.0,-1127.0,0.5,4.0,1.0,AUTO,1500.0
16:56:52,0.05669113248586655,-0.004300289088860154,0.00018395856022834778,-0.04046460799872875,0.03091214084997773,-0.03462629928253591,-35.3632616,149.16523990000002,2966.0,8.5,44.0,-147.0,1500.0,2.5,-8.0,-993.5,-40.0,32.0,-34.5,AUTO,1500.0
16:56:54,-0.045738646760582924,0.0019612375181168318,-0.0899888277053833,0.0570091437548399,0.005650159204378724,-0.012013573665171862,-35.3632603,149.1652431,6021.5,-0.5,-42.0,-149.0,1500.0,-4.5,6.5,-1001.0,57.5,5.5,-11.5,AUTO,1500.0
16:56:56,0.07549037039279938,0.012618051376193762,-0.09112144261598587,0.026908112224191427,0.01145191490650177,-0.02301347372122109,-35.3632622,149.1652342,9136.0,-19.0,4.0,-151.5,1462.0,1.0,3.5,-997.0,27.5,12.0,-23.5,AUTO,1500.0
16:56:58,-0.017689751461148262,-0.018286120146512985,-0.1623726785182953,0.07134918496012688,-0.03343766648322344,-0.061650823801755905,-35.363267300000004,149.1652373,12203.5,-27.5,-13.5,-151.5,1462.0,4.0,6.0,-997.0,72.0,-32.5,-61.5,AUTO,1500.0
16:57:00,0.026989243924617767,-0.022334765642881393,-0.3979750722646713,-0.048497458919882774,0.040979016572237015,-0.08024641126394272,-35.363264799999996,149.1652373,15291.5,59.5,21.0,-148.5,1500.0,-3.5,-12.0,-1002.0,-47.0,41.0,-80.0,AUTO,1500.0
16:57:02,-0.0558619424700737,0.03831225261092186,-0.5281970500946045,0.03927728161215782,0.019747592974454165,-0.040199048817157745,-35.363256,149.16523825000002,18387.0,3.5,-25.5,-153.0,1500.0,-6.0,-0.5,-1003.0,39.0,20.0,-40.0,AUTO,1500.0
16:57:04,0.05504633113741875,0.026671476662158966,-0.5146471261978149,0.06524808704853058,-0.019112850073724985,0.008481698576360941,-35.36326205,149.1652321,21509.0,-52.0,6.0,-154.0,1500.0,6.0,11.0,-1002.5,65.5,-18.0,7.5,AUTO,1500.0
16:57:06,-0.08588536456227303,-0.04690632037818432,-0.4977904260158539,-0.07622717134654522,0.03378255292773247,-0.07412537932395935,-35.363262750000004,149.16524114999999,24586.0,40.0,12.5,-150.0,1500.0,1.0,-11.5,-1011.5,-74.5,34.0,-73.5,AUTO,1500.0
16:57:08,-0.019424442667514086,-0.00045964866876602173,0.18049372732639313,-0.04892554134130478,-0.13799506053328514,0.7676540017127991,-35.363262500000005,149.16523125,27568.5,-42.5,-48.0,-143.0,1688.0,5.0,14.0,-1001.0,-47.5,-136.0,767.0,AUTO,1500.0
16:57:10,-0.06300939992070198,-0.045621108263731,1.7512750625610352,0.059579361230134964,-0.010655927180778235,0.6074872016906738,-35.36326105,149.16522264999998,30523.0,68.0,-0.5,-145.0,1500.0,-3.0,13.5,-1010.0,60.5,-9.5,607.0,AUTO,1500.0
16:57:12,0.10602118074893951,-0.043852755799889565,1.8782793879508972,-0.08278617262840271,0.15316654741764069,-0.1785387024283409,-35.36325655,149.1652312,33538.0,-83.0,77.0,-141.0,1500.0,-13.5,-20.0,-1002.5,-81.0,154.0,-177.5,AUTO,1500.0
