time_stamp,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz
19:10:18,0.0,2.0,-1000.0,0.0,1.0,0.0,AUTO,1500.0,-0.0007333318935707211,0.000961615820415318,0.02139453776180744,0.0002512635546736419,0.00018347054719924927,0.001522969687357545,-35.3632622,149.1652375,7.0,-1.0,1.0,0.0
19:10:19,0.0,-1.1666666666666667,-1033.6666666666667,36.5,-4.5,1.1666666666666667,AUTO,1500.0,0.023613692028447986,-0.0014755092882599759,0.02002037689089775,0.036126239031242825,-0.005664977400253217,0.0017270752432523295,-35.363262033333335,149.16523773333333,1427.5,1.1666666666666667,8.166666666666666,-138.16666666666666
19:10:21,3.8333333333333335,-7.166666666666667,-1002.3333333333334,-80.5,-11.333333333333334,-41.333333333333336,AUTO,1500.0,-0.03222027483085791,0.013123435783199966,-0.07179431306819122,-0.08181868617733319,-0.012254010109851757,-0.041373461640129484,-35.36326101666666,149.1652445833333,4464.666666666667,1.0,31.666666666666668,-147.16666666666666
19:10:23,-5.833333333333333,10.166666666666666,-1002.3333333333334,64.0,10.666666666666666,0.6666666666666666,AUTO,1500.0,-0.008357288442008818,-0.0014429550501517951,-0.09476387252410252,0.06405211985111237,0.010653547244146466,0.001071955567264619,-35.36326128333333,149.16524058333334,7548.0,-3.6666666666666665,-52.666666666666664,-150.66666666666666
19:10:25,1.3333333333333333,-1.1666666666666667,-998.5,-53.5,-7.666666666666667,-3.1666666666666665,AUTO,1500.0,0.021962388496225078,-0.003934143460355699,-0.08345453068614006,-0.05472046540429195,-0.008099227154161781,-0.0029040798156832657,-35.36326238333333,149.16523494999998,10671.0,-3.1666666666666665,12.5,-150.16666666666666
19:10:27,-1.1666666666666667,-0.3333333333333333,-1000.3333333333334,14.5,5.833333333333333,-22.5,AUTO,1500.0,-0.0029985858515525856,0.0022727517104309904,-0.12773187210162482,0.014383222131679455,0.0057184873924901085,-0.022678787199159462,-35.36326198333334,149.16523618333332,13628.333333333334,3.5,-3.1666666666666665,-152.66666666666666
19:10:29,-0.16666666666666666,0.0,-999.6666666666666,-1.5,0.0,-12.5,AUTO,1500.0,0.007992628263309598,0.005613877282788356,-0.16108463207880655,-0.0024075486386815705,-0.001088649980374612,-0.01279634702950716,-35.363261599999994,149.16523545,16756.166666666668,-1.8333333333333333,2.8333333333333335,-153.0
19:10:31,0.0,0.0,-1000.0,0.16666666666666666,0.5,-19.0,AUTO,1500.0,0.002992712543345988,0.0036211951713388166,-0.19425122439861298,-0.0005985106593774011,-1.656577903001259e-05,-0.019289242414136726,-35.3632617,149.165236,19892.0,-3.0,4.833333333333333,-153.0
19:10:33,0.0,0.0,-999.8333333333334,0.5,0.16666666666666666,-20.166666666666668,AUTO,1500.0,0.0024074240742872157,0.0030200579591716328,-0.23404923578103384,-0.00022576610596540073,-9.753355213130514e-05,-0.0203368595490853,-35.3632618,149.1652365,23021.333333333332,-2.0,3.1666666666666665,-153.0
19:10:35,0.0,-0.3333333333333333,-997.5,-2.6666666666666665,1.0,18.5,AUTO,1500.0,0.0015622315792522083,0.0037846802345787487,-0.24914604425430298,-0.0033734732035857937,-9.469191233317058e-05,0.018948667721512418,-35.36326206666667,149.16523661666665,26142.833333333332,-3.8333333333333335,0.16666666666666666,-153.16666666666666
