time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro
13:36:10,1500.0,-0.0010348889045417309,0.000981224700808525,0.021365858614444733,0.0001967279240489006,0.0002076762029901147,0.0014159673592075706,-35.3632622,149.1652375,10.0,-1.0,1.0,1.0,STABILIZE,0.0,2.0,-1000.0,0.0,0.0,1.0
13:36:11,192293.0,-0.0010935900209005922,0.0009791479969862849,0.021284748800098896,0.00029749865643680096,0.00028112389554735273,0.0014532942150253803,-35.3632622,149.1652375,8.0,-1.0,0.75,1.0,AUTO,0.0,1.25,-1000.0,0.0,0.5,0.75
13:36:12,192293.0,-0.0010165071580559015,0.0011114569497294724,0.021106872707605362,0.00029776766314171255,0.00022772999363951385,0.0013482419890351593,-35.3632621,149.1652375,4.5,0.0,0.0,1.0,AUTO,0.0,1.5,-1000.0,0.0,0.5,1.0
13:36:14,192293.0,-0.0003107302909484133,0.001672624028287828,0.020686930045485497,0.00034756027162075043,0.00029366457602009177,0.001363759918604046,-35.3632621,149.1652375,0.0,0.0,0.5,3.0,AUTO,0.0,1.0,-1000.0,0.5,0.5,0.5
13:36:15,183414.0,0.0020689177108579315,0.000515640655066818,0.02056299475952983,0.0021278719941619784,0.0007055534078972414,0.001639642367081251,-35.3632621,149.1652375,118.75,0.0,0.0,-41.5,AUTO,0.0,0.25,-1095.75,2.25,1.25,0.75
13:36:16,183414.0,0.02289426699280739,-0.000851985711051384,0.020289854146540165,0.04657124541699886,-0.007095758803188801,0.0021355272037908435,-35.36326205,149.16523755,1433.5,0.5,5.5,-143.0,AUTO,0.0,0.0,-1018.0,46.5,-6.0,1.0
13:36:18,183414.0,-0.03838931582868099,0.009715249529108405,-0.06971041858196259,-0.02021279837936163,-0.0251332875341177,-0.03245254047214985,-35.3632609,149.165245,4484.0,1.0,34.0,-148.0,AUTO,4.5,-8.5,-1007.5,-19.0,-24.0,-32.0
13:36:19,283308.0,-0.06171781197190285,0.00022912005806574598,-0.08983454667031765,-0.016228937776759267,-0.003916939043847378,-0.023609158815816045,-35.363260825,149.1652461,5640.25,-0.75,-7.75,-148.25,AUTO,0.0,0.0,-1000.25,-15.75,-3.0,-23.25
13:36:20,283308.0,-0.009854514617472887,0.0038587891031056643,-0.1055014356970787,0.0657404288649559,0.010638072621077299,-0.0014393530509551056,-35.3632612,149.16524090000001,7564.5,-8.0,-57.0,-149.5,AUTO,-6.0,11.0,-1002.5,66.0,11.0,-1.5
13:36:22,283308.0,0.013847603229805827,-0.02829909510910511,-0.06111322529613972,-0.07845621556043625,0.03815844003111124,-0.01754205982433632,-35.3632632,149.16523545,10680.5,4.0,17.5,-149.0,AUTO,1.0,-1.5,-999.5,-77.5,39.0,-18.0
