time_stamp,MODE,RTL_ALT,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
05:01:05,STABILIZE,1500.0,-35.3632622,149.1652374,0.0,-2.0,0.0,-1.0,0.0,2.0,-1000.0,0.0,0.0,0.0,-0.00011007881403202191,0.0014497392112389207,0.026968806982040405,0.000234961073147133,0.0002469831961207092,0.0021977033466100693
05:01:11,STABILIZE,1500.0,-35.3632621,149.1652375,0.0,-1.0,1.5,0.0,0.0,14.5,-980.0,1.5,0.5,0.5,-0.0009177912143059075,0.0009377013775520027,0.02414332702755928,0.00040205667028203607,0.0003329648170620203,0.0019501381320878863
05:01:21,AUTO,1500.0,-35.3632621,149.1652375,8.0,0.0,0.0,0.0,0.0,2.0,-1000.0,0.0,0.5,0.5,-0.0009933988621924073,0.001167349808383733,0.02164285071194172,0.0002970142522826791,0.0002943456929642707,0.001434412959497422
05:01:22,AUTO,136723.0,-35.3632621,149.1652375,3.25,0.0,0.0,0.25,0.0,1.25,-1000.0,0.5,0.25,0.25,-0.0006200279312906787,0.0014585443132091314,0.02138125943019986,0.00024265055253636092,0.000269909156486392,0.0014404947578441352
05:01:23,AUTO,136723.0,-35.3632621,149.1652375,3.5,0.0,0.0,0.0,0.0,1.5,-1000.0,1.0,0.0,0.0,-0.0004484385426621884,0.001683612063061446,0.02118694130331278,0.0003612718137446791,0.0003725732967723161,0.0014357466134242713
05:01:25,AUTO,136723.0,-35.363262,149.16523775000002,1721.5,1.5,10.5,-147.0,0.0,-1.5,-1009.0,45.0,-7.5,1.5,0.03145573474466801,-0.0026224828325212,0.020359990186989307,0.044816188514232635,-0.00820263265632093,0.0025205061538144946
05:01:26,AUTO,259804.0,-35.3632612,149.16524235,3635.0,6.25,49.0,-146.5,3.25,-10.25,-1000.75,-90.75,19.0,-62.75,0.010808165883645415,0.012438788777217269,-0.042237511835992336,-0.09215049538761377,0.018124294467270374,-0.06303874822333455
05:01:27,AUTO,259804.0,-35.3632608,149.1652458,4782.5,2.0,26.0,-150.0,3.5,-7.0,-1000.5,-52.0,-6.5,-34.0,-0.041719866916537285,0.003438999643549323,-0.0713396929204464,-0.0532702561467886,-0.006920367828570306,-0.0344124510884285
05:01:29,AUTO,259804.0,-35.3632615,149.16523915,7855.5,-14.5,-59.5,-151.5,-4.0,11.0,-1003.5,68.5,10.5,-0.5,0.0021639654878526926,0.00945825083181262,-0.11050423979759216,0.06815119460225105,0.009840340819209814,-9.10541566554457e-05
05:01:30,AUTO,208640.0,-35.363263725,149.16523435,9812.75,-18.75,1.25,-152.5,2.5,4.75,-998.25,-4.0,-71.75,73.5,0.0623718174174428,-0.010285366792231798,-0.08657041750848293,-0.004961135680787265,-0.07287902908865362,0.0742214338388294
05:01:31,AUTO,208640.0,-35.3632643,149.16523560000002,10969.5,14.5,31.5,-148.5,1.0,-5.5,-998.0,-117.0,49.5,-12.5,0.014013899606652558,-0.058295976370573044,-0.037594590336084366,-0.1183060072362423,0.04969778610393405,-0.012159435078501701
05:01:33,AUTO,208640.0,-35.3632598,149.1652363,14070.0,5.5,-16.0,-154.0,-4.5,1.0,-1000.0,36.0,5.0,-23.0,0.001204836298711598,0.026804372668266296,-0.169578418135643,0.036142775788903236,0.004567414376651868,-0.0228209737688303
05:01:34,AUTO,283846.0,-35.363260275,149.165235075,16019.25,-13.75,2.5,-152.75,1.25,1.25,-999.5,-6.5,-13.0,6.25,0.014846670906990767,0.012707552057690918,-0.1679002270102501,-0.007163412985391915,-0.014250032138079405,0.006674577598460019
05:01:35,AUTO,283846.0,-35.36326115,149.1652354,17185.0,-14.0,9.5,-153.0,2.5,0.0,-1000.0,-8.5,-8.5,-4.5,0.006482619326561689,0.002520960697438568,-0.16625863313674927,-0.009826702065765858,-0.009704288095235825,-0.004901024978607893
05:01:37,AUTO,283846.0,-35.3632622,149.1652365,20311.0,-1.5,2.0,-153.0,0.0,0.0,-1000.0,5.0,3.5,-26.5,0.0007144137780414894,-0.0007779221195960417,-0.20717204362154007,0.004755845060572028,0.0032442460069432855,-0.02706664614379406
05:01:38,AUTO,31281.0,-35.3632622,149.165236475,22250.75,0.0,1.5,-153.0,0.0,0.0,-1000.0,2.75,2.5,-22.25,0.003720755805261433,0.002926994871813804,-0.23852389305830002,0.002067999681457877,0.002451078617013991,-0.022691048681735992
05:01:39,AUTO,31281.0,-35.3632622,149.1652365,23419.5,-1.0,2.5,-153.0,0.0,0.0,-1000.0,-0.5,-0.5,-18.0,0.004165867809206247,0.0035631326027214527,-0.2542906850576401,-0.0011543876462383196,-0.0017091379268094897,-0.0181671641767025
05:01:41,AUTO,31281.0,-35.3632622,149.1652366,26529.5,-4.5,0.0,-154.0,0.0,0.0,-1000.0,18.5,-3.0,25.5,0.007085532648488879,0.004813393810763955,-0.25972919166088104,0.018223700113594532,-0.004409537184983492,0.02604506816715002
05:01:42,AUTO,200.0,-35.363262425,149.16523690000002,28463.0,-4.25,6.0,-148.5,0.75,-0.25,-985.5,-63.75,55.75,199.25,-0.006245436379685998,0.015529052121564746,-0.19297609105706215,-0.06527075869962573,0.05486433478654362,0.19999253610149026
05:01:43,AUTO,200.0,-35.3632631,149.16523675,29535.0,-28.0,-15.5,-123.5,4.0,5.0,-943.5,17.0,-122.0,347.5,-0.053851474076509476,0.05251437984406948,0.08568040654063225,0.016111299395561218,-0.12339766509830952,0.347913421690464
05:01:45,AUTO,200.0,-35.36326485,149.16523439999997,31145.5,21.0,19.5,-47.5,-2.5,-14.0,-969.5,34.0,41.0,-13.5,0.033202617429196835,-0.021292910911142826,0.11262750998139381,0.033476367592811584,0.04008989408612251,-0.014063163660466671
05:01:46,AUTO,300000.0,-35.363262175,149.16523765,31563.5,19.0,22.25,-21.25,-0.5,-16.25,-972.75,-191.75,12.5,-9.75,-0.0038992661866359413,0.014190946705639362,0.10085884481668472,-0.1927979551255703,0.011946027749218047,-0.010084892623126507
05:01:47,AUTO,300000.0,-35.36326115,149.16523945,31643.5,7.5,10.5,2.0,1.5,27.5,-961.5,538.5,43.0,14.0,-0.023015410639345646,0.02862745150923729,0.08929075300693512,0.5373993366956711,0.042062791995704174,0.013804905582219362
05:01:49,AUTO,300000.0,-35.3632583,149.1652391,31481.0,70.0,-5.5,-5.5,-13.0,-33.0,-1011.5,-367.5,-45.0,316.5,0.0032976357033476233,-0.09793012589216232,0.1555556245148182,-0.36785976588726044,-0.04620778560638428,0.3168489336967468
05:01:50,AUTO,189052.0,-35.363244449999996,149.1652402,31587.75,188.0,17.0,-15.0,-39.25,-24.75,-1011.5,-61.25,-44.0,-32.5,0.011630242457613349,-0.15187350288033485,0.24336612224578857,-0.061867859214544296,-0.0456690932624042,-0.03287169057875872
05:01:51,AUTO,189052.0,-35.363229649999994,149.16524225,31712.0,275.0,33.5,-21.0,-60.0,-31.5,-1016.5,3.5,-25.5,5.0,0.023703856393694878,-0.18589012324810028,0.22825127840042114,0.0029423534870147705,-0.026870298199355602,0.005770212039351463
05:01:53,AUTO,189052.0,-35.36316065,149.1652536,32339.0,495.0,75.0,-40.0,-90.5,-45.5,-1002.0,5.0,-10.0,-25.0,0.046750618144869804,-0.21358998864889145,0.21312275528907776,0.004373202100396156,-0.010928488336503506,-0.025574299041181803
05:01:54,AUTO,176918.0,-35.363099000000005,149.16526447500001,32948.0,586.5,82.0,-54.0,-110.75,-75.0,-997.75,13.0,10.25,-126.75,0.059934381395578384,-0.16124698892235756,0.12677747756242752,0.0126361686270684,0.009613197762519121,-0.12735396437346935
05:01:55,AUTO,176918.0,-35.36305855,149.16527109999998,33366.5,617.0,80.0,-53.5,-109.0,-86.0,-973.0,2.5,-55.5,-188.5,0.08682861924171448,-0.1553637757897377,0.01045471103861928,0.0017294022254645824,-0.05632404237985611,-0.18894047290086746
05:01:57,AUTO,176918.0,-35.362938150000005,149.16529205,34055.5,696.0,119.0,-55.5,-110.5,-130.5,-1034.0,-32.0,12.5,32.5,0.1334647536277771,-0.08041276782751083,-0.18797120451927185,-0.03272597840987146,0.011753525584936142,0.03240156825631857
05:01:58,AUTO,245653.0,-35.362860375,149.16530915,34863.75,684.5,122.5,-67.0,-112.5,-104.0,-988.75,-24.5,-11.5,37.75,0.10570264048874378,-0.09578909911215305,-0.1360696218907833,-0.025881493231281638,-0.012670868076384068,0.03818637412041426
05:01:59,AUTO,245653.0,-35.362814400000005,149.16531905,35365.0,679.5,113.0,-63.0,-113.5,-119.5,-986.5,35.0,-0.5,28.5,0.09737491607666016,-0.11051341518759727,-0.11042271181941032,0.034413366578519344,-0.001069321297109127,0.02844305243343115
05:02:01,AUTO,245653.0,-35.36269299999999,149.16534145,36644.0,675.5,101.5,-67.0,-115.5,-76.5,-995.5,-26.5,15.5,21.0,0.10146143287420273,-0.10257438570261002,-0.062424926087260246,-0.02812668588012457,0.015305150300264359,0.021202086471021175
05:02:02,AUTO,300000.0,-35.362617525000005,149.1653545,37464.0,671.5,100.25,-63.5,-118.75,-97.25,-998.75,-1.75,24.0,13.75,0.10543925128877163,-0.11071775294840336,-0.03739130822941661,-0.0028993503656238317,0.023497988062445074,0.013532197568565607
05:02:03,AUTO,300000.0,-35.3625724,149.1653624,37988.5,662.0,100.0,-77.0,-112.5,-93.5,-1001.0,35.0,25.0,87.0,0.09920458868145943,-0.08370331674814224,-0.01655087945982814,0.0338275795802474,0.02465969044715166,0.0869476143270731
05:02:05,AUTO,300000.0,-35.362462,149.1653873,39461.0,527.5,99.5,-56.0,-130.0,-46.5,-969.0,-48.5,65.5,-38.5,0.03536181803792715,0.03033817932009697,0.35996879637241364,-0.05007222667336464,0.06492379307746887,-0.0394614040851593
05:02:06,AUTO,300000.0,-35.362411875,149.16539565,39881.75,361.0,30.25,-16.75,-75.75,-32.5,-990.25,-231.5,-20.5,-23.0,0.037726509384810925,0.05904937442392111,0.31907594949007034,-0.23326565511524677,-0.021527986624278128,-0.023985098116099834
05:02:07,AUTO,300000.0,-35.362390149999996,149.16539749999998,39990.5,275.0,15.0,-14.5,-61.0,-43.0,-997.0,-19.5,-10.0,8.5,0.053378451615571976,0.035942286252975464,0.30836257338523865,-0.019541308283805847,-0.010820081923156977,0.008249355247244239
05:02:09,AUTO,300000.0,-35.36235755,149.1654001,40234.0,89.0,17.5,-6.5,-20.5,22.0,-1005.0,364.0,-16.5,-22.0,0.03534962050616741,0.051889754831790924,0.2833210974931717,0.36210068315267563,-0.01739653293043375,-0.023107757791876793
05:02:10,AUTO,200.0,-35.362351575,149.165401075,40275.5,22.0,13.0,-1.0,-5.0,5.5,-1000.5,120.5,-15.25,-7.0,0.01799911865964532,0.035480281338095665,0.2688796669244766,0.1184612987563014,-0.01645014202222228,-0.008279309840872884
05:02:11,AUTO,200.0,-35.3623507,149.16540114999998,40273.0,-0.5,10.0,0.0,0.0,-28.5,-995.0,-532.0,-24.5,-1.5,0.009872384602203965,0.019954876974225044,0.2613121569156647,-0.5330978631973267,-0.025618776679039,-0.002276242943480611
05:02:13,RTL,200.0,-35.36235105,149.1654011,40258.0,-2.0,10.5,0.0,0.5,26.5,-1018.5,469.5,-2.0,1.0,0.005940881757851457,0.0029766493244096637,0.24561551958322525,0.4672173708677292,-0.002532306360080838,0.0005854373739566654
05:02:14,RTL,115753.0,-35.3623517,149.16540165,40251.75,-16.75,6.5,0.0,5.0,7.0,-998.25,29.25,49.25,-0.5,0.0005938389804214239,0.04219333129003644,0.23856835439801216,0.027117691934108734,0.0493018077686429,-0.0015422062133438885
