time_stamp,RTL_ALT,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,VFR_HUD_alt,alt,lat,lon,relative_alt,vx,vy,vz,EK2_ALT_SOURCE,xacc,yacc,zacc,xgyro,ygyro,zgyro
09:29:47,1500.0,AUTO,-3.1554256565868855e-05,0.0015305741884124775,0.02225576403240363,0.00011573967640288174,0.0008665045412878195,0.0016172913747141138,584.5066630045573,584506.6666666666,-35.36326215,149.1652375,515.6666666666666,-0.5,0.0,-64.5,0.0,0.0,0.8333333333333334,-1011.3333333333334,0.5,0.8333333333333334,0.5
09:30:19,1500.0,AUTO,0.11619964987039566,-0.05977409090846777,-0.2258480042219162,0.047570093953982,-0.15300289392471314,0.09897287636995315,625.1019897460938,625102.0,-35.363292200000004,149.16523172,41105.2,-166.2,72.2,-151.8,0.0,39.2,18.8,-1023.6,48.2,-151.6,98.8
09:31:57,1500.0,RTL,0.04506892058998346,-0.002157612645532936,-1.4474851191043854,1.159672349691391,-0.0014993359945947304,-0.0019075461314059794,606.6524810791016,606652.5,-35.363264,149.165237025,22655.75,10.5,2.25,94.25,0.0,-3.0,30.5,-978.25,1155.75,-0.75,-0.25
09:32:36,1500.0,RTL,0.023574544427295525,-0.0008064893772825599,-1.4481374224026997,0.2723686049381892,0.002483551623299718,0.0007192418755342563,588.4033203125,588403.3333333334,-35.36326305,149.16523741666666,4408.5,4.5,0.0,31.833333333333332,0.0,-1.3333333333333333,-2.3333333333333335,-993.6666666666666,269.0,3.3333333333333335,3.0
09:32:42,1500.0,RTL,0.027455195784568787,-8.788316578526671e-05,-1.4478617707888286,0.48724334066112834,0.0010283449664711952,0.0007596247208615144,586.3349812825521,586335.0,-35.36326485,149.1652369,2338.8333333333335,27.333333333333332,4.0,33.666666666666664,0.0,-0.16666666666666666,24.666666666666668,-1002.6666666666666,493.0,2.1666666666666665,3.1666666666666665
