,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN
02:29:43.168,132506.0,0.25,0.1,1000.0,30.0,3.5,3700.0,1000.0,3638.0,180.0
02:29:48.828,21647.0,0.25,0.1,1000.0,30.0,0.8,4700.0,1000.0,21914.0,180.0
02:29:53.561,70601.0,0.25,0.1,1000.0,30.0,1.6,1400.0,1000.0,11804.0,1530.0
02:29:58.737,71705.0,0.25,0.1,1000.0,30.0,3.5,3700.0,1000.0,1170.0,890.0
02:30:03.517,95703.0,0.25,0.1,1000.0,30.0,1.8,1100.0,1000.0,10396.0,120.0
02:30:08.762,92410.0,0.25,0.1,1000.0,30.0,0.3,12700.0,1000.0,5704.0,220.0
02:30:13.459,23159.0,0.25,0.1,1000.0,30.0,0.2,1100.0,1000.0,1512.0,90.0
02:30:19.186,29832.0,0.25,0.1,1000.0,30.0,0.3,10700.0,1000.0,10468.0,690.0
02:30:24.941,18573.0,0.25,0.1,1000.0,30.0,0.4,13200.0,1000.0,30188.0,480.0
02:30:29.631,36133.0,0.25,0.1,1000.0,30.0,2.6,1900.0,1000.0,14724.0,1020.0
02:30:34.828,75318.0,0.25,0.1,1000.0,30.0,1.5,10700.0,1000.0,2678.0,110.0
02:30:39.586,171267.0,0.25,0.1,1000.0,30.0,3.2,2400.0,1000.0,22928.0,600.0
02:30:44.680,49486.0,0.25,0.1,1000.0,30.0,0.1,1600.0,1000.0,231.0,2080.0
02:30:49.381,8880.0,0.25,0.1,1000.0,30.0,1.3,2100.0,1000.0,1948.0,1920.0
02:30:55.008,137355.0,0.25,0.1,1000.0,30.0,1.1,3700.0,1000.0,16859.0,750.0
02:31:00.780,99302.0,0.25,0.1,1000.0,30.0,0.1,3200.0,1000.0,3717.0,760.0
02:31:05.567,73634.0,0.25,0.1,1000.0,30.0,1.5,4500.0,1000.0,21661.0,110.0
02:31:10.660,28787.0,0.25,0.1,1000.0,30.0,0.4,600.0,1000.0,2054.0,1500.0
02:31:15.306,69932.0,0.25,0.1,1000.0,30.0,2.2,1300.0,1000.0,8660.0,2070.0
02:31:21.040,21090.0,0.25,0.1,1000.0,30.0,2.1,7600.0,1000.0,11143.0,190.0
02:31:26.583,89895.0,0.25,0.1,1000.0,30.0,0.3,4000.0,1000.0,17673.0,870.0
02:31:31.330,75965.0,0.25,0.1,1000.0,30.0,0.1,1200.0,1000.0,1254.0,560.0
02:31:37.090,28027.0,0.25,0.1,1000.0,30.0,1.0,900.0,1000.0,27210.0,1290.0
02:31:42.703,8239.0,0.25,0.1,1000.0,30.0,0.6,1700.0,1000.0,20212.0,710.0
02:31:47.352,44731.0,0.25,0.1,1000.0,30.0,1.6,7600.0,1000.0,13947.0,1730.0
02:31:53.056,7360.0,0.25,0.1,1000.0,30.0,5.1,4600.0,1000.0,14054.0,50.0
02:31:58.815,214833.0,0.25,0.1,1000.0,30.0,1.3,3700.0,1000.0,10685.0,980.0
02:32:03.516,39370.0,0.25,0.1,1000.0,30.0,2.8,7100.0,1000.0,16205.0,1710.0
02:32:08.563,153833.0,0.25,0.1,1000.0,30.0,0.2,2400.0,1000.0,1436.0,2260.0
02:32:13.319,235416.0,0.25,0.1,1000.0,30.0,0.4,4900.0,1000.0,1075.0,210.0
02:32:19.022,39601.0,0.25,0.1,1000.0,30.0,1.6,1100.0,1000.0,26167.0,880.0
02:32:24.790,81317.0,0.25,0.1,1000.0,30.0,1.2,2600.0,1000.0,752.0,1510.0
02:32:29.508,101589.0,0.25,0.1,1000.0,30.0,3.9,1900.0,1000.0,1366.0,310.0
02:32:34.668,64634.0,0.25,0.1,1000.0,30.0,3.2,2300.0,1000.0,3980.0,1650.0
02:32:39.438,191395.0,0.25,0.1,1000.0,30.0,0.3,2100.0,1000.0,18869.0,1500.0
02:32:45.031,47352.0,0.25,0.1,1000.0,30.0,1.6,1100.0,1000.0,27997.0,440.0
02:32:50.669,63774.0,0.25,0.1,1000.0,30.0,1.1,2900.0,1000.0,12271.0,970.0
02:32:55.328,13294.0,0.25,0.1,1000.0,30.0,4.2,6600.0,1000.0,18914.0,850.0
02:33:01.038,13978.0,0.25,0.1,1000.0,30.0,1.1,9400.0,1000.0,7334.0,80.0
02:33:06.796,42225.0,0.25,0.1,1000.0,30.0,1.2,3200.0,1000.0,23594.0,1170.0
02:33:11.429,14057.0,0.25,0.1,1000.0,30.0,2.8,600.0,1000.0,9874.0,710.0
02:33:17.125,37331.0,0.25,0.1,1000.0,30.0,1.2,10500.0,1000.0,11608.0,170.0
02:33:22.913,53122.0,0.25,0.1,1000.0,30.0,0.8,900.0,1000.0,2235.0,550.0
02:33:27.748,67202.0,0.25,0.1,1000.0,30.0,2.1,16200.0,1000.0,27584.0,530.0
02:33:33.051,58293.0,0.25,0.1,1000.0,30.0,0.3,5300.0,1000.0,8750.0,2880.0
02:33:38.876,14101.0,0.25,0.1,1000.0,30.0,0.4,6400.0,1000.0,20205.0,1160.0
02:33:43.650,54197.0,0.25,0.1,1000.0,30.0,0.6,2900.0,1000.0,22119.0,650.0
02:33:48.808,75755.0,0.25,0.1,1000.0,30.0,0.3,1900.0,1000.0,514.0,260.0
02:33:53.523,158990.0,0.25,0.1,1000.0,30.0,0.3,2100.0,1000.0,4404.0,1870.0
02:33:58.797,252444.0,0.25,0.1,1000.0,30.0,1.0,1700.0,1000.0,11863.0,260.0
02:34:03.560,16144.0,0.25,0.1,1000.0,30.0,2.6,5600.0,1000.0,542.0,2010.0
02:34:08.816,120539.0,0.25,0.1,1000.0,30.0,0.1,5600.0,1000.0,2363.0,310.0
02:34:13.475,34296.0,0.25,0.1,1000.0,30.0,0.8,2300.0,1000.0,6619.0,520.0
02:34:19.189,150760.0,0.25,0.1,1000.0,30.0,0.6,5800.0,1000.0,15860.0,1240.0
02:34:24.901,137623.0,0.25,0.1,1000.0,30.0,1.9,1400.0,1000.0,3872.0,980.0
02:34:29.785,106106.0,0.25,0.1,1000.0,30.0,0.2,800.0,1000.0,29004.0,600.0
02:34:34.560,138954.0,0.25,0.1,1000.0,30.0,0.3,5000.0,1000.0,5604.0,460.0
02:34:39.879,4663.0,0.25,0.1,1000.0,30.0,0.8,3100.0,1000.0,9537.0,530.0
02:34:44.733,145391.0,0.25,0.1,1000.0,30.0,0.6,9200.0,1000.0,2876.0,1520.0
02:34:50.000,56221.0,0.25,0.1,1000.0,30.0,0.1,700.0,1000.0,10921.0,30.0
02:34:55.730,38992.0,0.25,0.1,1000.0,30.0,1.6,700.0,1000.0,17962.0,1680.0
02:35:00.403,3424.0,0.25,0.1,1000.0,30.0,0.8,900.0,1000.0,2747.0,2070.0
02:35:06.155,55461.0,0.25,0.1,1000.0,30.0,0.3,4300.0,1000.0,15181.0,1190.0
02:35:11.920,196739.0,0.25,0.1,1000.0,30.0,0.2,13100.0,1000.0,4053.0,1210.0
02:35:16.595,4054.0,0.25,0.1,1000.0,30.0,1.9,1100.0,1000.0,20518.0,750.0
02:35:21.899,157233.0,0.25,0.1,1000.0,30.0,0.4,900.0,1000.0,2524.0,210.0
02:35:26.692,288020.0,0.25,0.1,1000.0,30.0,2.2,3200.0,1000.0,833.0,410.0
02:35:31.978,12417.0,0.25,0.1,1000.0,30.0,1.0,2300.0,1000.0,3441.0,1960.0
02:35:36.844,80387.0,0.25,0.1,1000.0,30.0,0.6,600.0,1000.0,27216.0,750.0
02:35:42.060,45295.0,0.25,0.1,1000.0,30.0,3.4,6100.0,1000.0,6746.0,90.0
02:35:47.786,23537.0,0.25,0.1,1000.0,30.0,1.1,3600.0,1000.0,11181.0,290.0
02:35:52.495,63565.0,0.25,0.1,1000.0,30.0,2.8,2100.0,1000.0,23619.0,2130.0
02:35:58.253,92079.0,0.25,0.1,1000.0,30.0,2.4,3200.0,1000.0,16796.0,480.0
