time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro
02:29:32,1500.0,-0.0008929370087571442,0.0009683357202447951,0.024729745462536812,0.00011221994645893574,0.00035100869718007743,0.001957528293132782,-35.3632621,149.1652375,0.0,-1.0,1.0,1.0,STABILIZE,0.0,1.0,-1000.0,0.0,0.0,0.0
02:29:40,1500.0,-0.0009127350640483201,0.000977428164333105,0.022408820688724518,0.0002572425873950124,0.00023074669297784567,0.0016211577458307147,-35.3632622,149.1652375,4.0,-1.0,1.0,0.0,AUTO,0.0,2.0,-1000.0,0.0,0.0,0.0
02:29:42,1500.0,-0.0007224533183034509,0.0012704197433777153,0.02204608079046011,0.00029152858769521117,0.00030867900932207704,0.0015389208565466106,-35.3632621,149.1652375,7.0,0.0,0.0,0.0,AUTO,0.0,1.5,-1000.0,0.5,1.0,0.5
02:29:43,132506.0,-0.0004848369935643859,0.001560596574563533,0.021791755687445402,0.0003198337508365512,0.0003110209945589304,0.0014988486946094781,-35.3632621,149.1652375,5.75,0.0,0.0,0.0,AUTO,0.0,1.25,-1000.0,0.25,0.5,0.75
02:29:44,132506.0,0.001110337398131378,0.0010693414806155488,0.021551634185016155,0.0021298522187862545,0.002112835762090981,0.0018263421952724457,-35.3632621,149.1652375,125.0,0.0,0.0,-39.5,AUTO,0.0,0.5,-1062.5,2.0,2.5,0.5
02:29:46,132506.0,0.04820973053574562,-0.004594686906784773,0.004522249568253756,-0.004114856943488121,0.026277565862983465,-0.037658155895769596,-35.363261800000004,149.16523890000002,2443.0,5.5,29.5,-146.5,AUTO,1.0,-5.0,-997.5,-3.5,27.0,-38.0
02:29:48,77076.5,-0.05902140773832798,-0.0013394402340054512,-0.08588147163391113,-0.010821912437677383,-0.028356604976579547,-8.551566861569881e-05,-35.36326105,149.16524579999998,5493.5,-3.5,-6.0,-148.0,AUTO,1.0,0.0,-1000.5,-10.0,-28.0,-0.5
02:29:50,21647.0,0.03675053361803293,0.004547076707240194,-0.08451130613684654,0.06152386963367462,0.009978638496249914,0.0032331064576283097,-35.3632614,149.1652365,8584.5,-3.0,-39.0,-152.0,AUTO,-5.5,8.5,-1003.0,61.5,10.0,2.5
02:29:52,21647.0,-0.009255381650291383,-0.0048602563329041,-0.09303899109363556,-0.02110643871128559,-0.005852080532349646,-0.014598095556721091,-35.36326245,149.165236,11680.0,-3.0,13.0,-150.0,AUTO,2.5,-2.0,-1002.0,-20.5,-5.0,-14.5
02:29:53,70601.0,-0.00829093501670286,-0.0035259969590697438,-0.11542903631925583,0.014483845327049494,0.00620647706091404,-0.0240568402223289,-35.363262425,149.165236625,13231.5,2.75,-2.25,-151.5,AUTO,-0.5,-0.25,-1000.25,14.75,6.5,-24.0
02:29:54,70601.0,0.004853331716731191,0.00310926279053092,-0.1381341740489006,0.009065380319952965,0.005999056156724691,-0.019336783327162266,-35.36326205,149.16523605,14789.5,3.0,-5.0,-152.0,AUTO,-1.5,0.0,-999.5,9.5,6.5,-19.0
02:29:56,70601.0,0.005775293335318565,0.005496058380231261,-0.16883457452058792,-0.002887741313315928,-0.00016663508722558618,-0.015945399180054665,-35.3632617,149.16523560000002,17907.5,-1.5,4.0,-152.0,AUTO,0.0,0.0,-1000.0,-2.0,0.5,-15.5
02:29:58,71153.0,-0.021451235748827457,0.012740259640850127,-0.18442899733781815,-0.013947160448879004,0.04859159715124406,0.10779726877808571,-35.36326175,149.16523604999998,21013.0,-5.5,-3.0,-149.0,AUTO,-0.5,0.5,-990.5,-13.0,49.0,107.5
02:30:00,71705.0,0.046839186921715736,-0.038226498290896416,0.07847804948687553,0.018737745471298695,0.0029621589928865433,-0.029212692752480507,-35.3632647,149.165232,23532.5,-8.0,0.0,-86.5,AUTO,1.0,3.0,-966.5,19.5,4.0,-29.0
02:30:02,71705.0,-0.002356290817260742,0.011643053498119116,0.06085604429244995,0.0037827761843800545,0.013119055889546871,-0.0023565528099425137,-35.363262399999996,149.16523719999998,24729.5,15.5,30.0,-34.5,AUTO,0.0,-7.0,-976.0,4.5,13.5,-2.0
02:30:03,95703.0,-0.016038487665355206,0.01800701324827969,0.05639288853853941,0.12201643898151815,0.004397096403408796,-0.0030212346464395523,-35.3632613,149.165239475,24952.25,4.5,12.75,-5.5,AUTO,0.25,2.75,-955.75,123.0,5.5,-2.75
02:30:04,95703.0,-0.004612707532942295,-0.020902247168123722,0.05182046443223953,0.529763713479042,-0.08280196599662304,0.0002724076621234417,-35.363261,149.1652394,24836.0,6.5,-8.0,15.0,AUTO,-1.5,14.5,-1009.5,530.0,-81.0,0.5
02:30:06,95703.0,0.024819636717438698,-0.13097930699586868,0.1956619843840599,0.11654388904571533,-0.04038919694721699,0.13615597784519196,-35.36325015,149.16523955,24698.5,141.0,21.5,0.0,AUTO,-28.5,-20.0,-1008.5,117.0,-39.5,135.5
02:30:08,94056.5,0.039752788841724396,-0.1912045255303383,0.2344498410820961,-0.1790814772248268,-0.0031709158793091774,0.010808083694428205,-35.3632049,149.16524925,24655.0,365.0,70.5,0.5,AUTO,-75.5,-46.0,-1005.0,-178.0,-2.5,10.5
02:30:10,92410.0,0.06811009719967842,-0.17605029791593552,0.22716878354549408,-0.010112236486747861,0.03407587110996246,0.005704213865101337,-35.36311915,149.16526885000002,24638.0,550.5,117.5,-3.5,AUTO,-113.5,-55.5,-998.0,-8.5,34.5,5.0
02:30:12,92410.0,0.07701853662729263,-0.14228779077529907,0.2275879830121994,0.024250244721770287,0.049529608339071274,-0.006945580709725618,-35.3630337,149.1652895,24685.0,613.0,134.0,-3.0,AUTO,-117.5,-65.5,-989.5,14.0,40.5,-4.5
02:30:13,23159.0,0.07847291231155396,-0.11905820369720459,0.22704763412475587,-0.008148812130093575,0.013942926190793514,-0.01598873231559992,-35.362964399999996,149.16530668000001,24711.2,611.2,133.2,-0.4,AUTO,-126.0,-67.4,-986.0,-6.8,14.6,-15.6
