time_stamp,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,MODE,RTL_ALT
14:18:51,0.0,1.0,-1000.0,0.0,0.0,0.0,-0.0002844009140972048,0.0009953936096280813,0.025128431618213654,0.00027751672314479947,0.000336404045810923,0.0019362486200407147,-35.3632622,149.1652374,0.0,-1.0,1.0,-2.0,STABILIZE,1500.0
14:18:57,0.0,1.5,-1000.0,0.0,0.0,0.5,-0.0008985507301986217,0.0009644199744798243,0.022784734144806862,9.010534267872572e-05,0.0003792450297623873,0.001757356571033597,-35.3632622,149.1652375,0.0,-1.0,1.5,0.0,STABILIZE,1500.0
14:19:03,0.0,2.0,-1000.0,1.0,0.5,1.0,-0.0007374644046649337,0.0009926141938194633,0.021319659426808357,0.000357024313416332,0.00020975718507543206,0.001474194461479783,-35.3632622,149.1652375,0.0,-1.0,2.0,0.0,STABILIZE,1500.0
14:19:05,0.0,1.5,-1000.0,0.0,0.5,0.0,-0.0007937632035464048,0.0009935342241078615,0.020914988592267036,0.00032881752122193575,0.0001800665631890297,0.0015562797198072076,-35.3632622,149.1652376,1.0,-1.0,2.0,3.0,AUTO,101960.5
14:19:07,0.0,1.5,-1000.0,0.5,0.5,0.5,-0.000782864197390154,0.0012575418804772198,0.020637144334614277,0.00032449059654027224,0.00020564952865242958,0.0014423488173633814,-35.3632621,149.16523745,0.0,0.0,-0.5,1.5,AUTO,202421.0
14:19:08,0.0,1.25,-1000.25,0.75,0.5,0.25,-0.0005256452277535573,0.0015303019317798316,0.02044958481565118,0.0002762195508694276,0.0003148203541059047,0.001361771865049377,-35.3632621,149.1652374,0.0,0.0,-0.5,1.25,AUTO,173140.0
14:19:09,0.0,0.5,-1063.5,1.0,2.0,0.0,0.001160031315521337,0.0011140196002088487,0.020349780097603798,0.0012754201597999781,0.0022899815812706947,0.0005945933371549472,-35.3632621,149.16523745,138.5,0.0,0.0,-43.5,AUTO,173140.0
14:19:11,0.0,0.0,-1006.0,43.0,-2.0,-5.0,0.0195358544588089,0.0016359371365979314,0.015362193807959557,0.04258967190980911,-0.0033574046101421118,-0.005371701903641224,-35.363262,149.1652375,1977.0,0.0,4.0,-147.0,AUTO,174812.0
14:19:13,0.5,-1.0,-1005.5,-19.0,-6.5,-33.0,-0.07130041345953941,0.0044810577819589525,-0.08768570050597191,-0.019936837255954742,-0.007663130410946906,-0.03294246271252632,-35.36326095,149.16524455,5621.5,0.5,-2.5,-148.0,AUTO,176484.0
14:19:14,-5.25,10.5,-1001.5,64.25,9.0,-6.5,-0.031034914311021566,0.0037983553193043917,-0.10693521238863468,0.0638849139213562,0.008759457617998123,-0.0069560416450258344,-35.363261124999994,149.165241075,7163.0,-7.5,-56.25,-149.5,AUTO,271531.0
