,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG
15:27:15.062,267124.0,0.0,1.1,0.2,0.25,2.1,0.0,19566.0,170.0,1.0,0.1,50.0,50.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0
15:27:18.089,151051.0,0.7,0.1,-10.0,0.25,0.0,0.0,15283.0,240.0,1.0,0.1,50.0,50.0,889.0,0.0,0.0,0.0,0.0,0.0,0.0
15:27:22.125,8393.0,0.0,1.6,10.1,0.25,0.0,0.0,0.0,590.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:27:26.160,270894.0,0.9,0.9,8.1,0.25,3.3,0.0,30095.0,340.0,1.0,0.1,50.0,50.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0
15:27:30.185,75977.0,1.0,0.0,3.5,0.25,3.2,0.0,26110.0,0.0,1.0,0.1,50.0,50.0,657.0,0.0,0.0,0.0,0.0,0.0,0.0
15:27:34.214,300000.0,0.2,1.1,-5.5,0.25,5.1,0.0,0.0,0.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:27:38.235,67046.0,0.9,1.9,-8.7,0.25,5.1,0.0,10028.0,1000.0,1.0,0.1,50.0,50.0,859.0,0.0,0.0,0.0,0.0,0.0,0.0
15:27:42.252,200.0,0.8,1.2,2.8,0.25,5.1,0.0,8894.0,960.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:27:46.286,300000.0,0.4,0.0,7.0,0.25,1.2,0.0,32000.0,0.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:27:50.314,259535.0,0.6,0.6,9.7,0.25,0.0,0.0,20884.0,0.0,1.0,0.1,50.0,50.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0
15:27:54.341,131498.0,1.1,1.5,10.1,0.25,0.0,0.0,0.0,0.0,1.0,0.1,50.0,50.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0
15:27:58.362,147028.0,0.5,0.3,-0.9,0.25,3.2,0.0,0.0,220.0,1.0,0.1,50.0,50.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
15:28:02.379,33502.0,0.1,1.6,4.7,0.25,3.0,0.0,27319.0,590.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:28:06.393,200.0,0.5,0.5,-3.6,0.25,1.7,0.0,0.0,1000.0,1.0,0.1,50.0,50.0,774.0,0.0,0.0,0.0,0.0,0.0,0.0
15:28:10.432,91705.0,1.1,2.0,-2.6,0.25,2.1,0.0,12408.0,40.0,1.0,0.1,50.0,50.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0
15:28:14.455,19269.0,0.0,0.1,2.8,0.25,3.2,0.0,32000.0,230.0,1.0,0.1,50.0,50.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0
15:28:18.483,300000.0,1.1,2.0,2.1,0.25,1.2,0.0,0.0,720.0,1.0,0.1,50.0,50.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0
15:28:22.520,282668.0,0.0,0.7,-10.0,0.25,5.1,0.0,8070.0,460.0,1.0,0.1,50.0,50.0,709.0,0.0,0.0,0.0,0.0,0.0,0.0
15:28:26.054,300000.0,1.1,0.0,8.1,0.25,2.3,0.0,28573.0,150.0,1.0,0.1,50.0,50.0,959.0,0.0,0.0,0.0,0.0,0.0,0.0
15:28:30.065,200.0,0.5,0.2,-10.0,0.25,0.1,0.0,12155.0,650.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:28:34.098,300000.0,0.5,1.9,-1.2,0.25,2.4,0.0,12392.0,680.0,1.0,0.1,50.0,50.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0
15:28:38.167,300000.0,0.4,0.3,-7.3,0.25,1.1,0.0,8399.0,0.0,1.0,0.1,50.0,50.0,885.0,0.0,0.0,0.0,0.0,0.0,0.0
15:28:42.188,162484.0,0.6,1.9,2.8,0.25,3.5,0.0,17295.0,1000.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:28:46.215,225085.0,0.2,0.1,5.9,0.25,1.0,0.0,0.0,190.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:28:50.242,246314.0,0.1,2.0,5.4,0.25,3.1,0.0,0.0,420.0,1.0,0.1,50.0,50.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0
15:28:54.290,300000.0,0.7,1.3,0.7,0.25,0.4,0.0,9426.0,850.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:28:58.309,86053.0,0.0,1.9,8.2,0.25,5.1,0.0,17646.0,220.0,1.0,0.1,50.0,50.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0
15:29:02.358,300000.0,0.8,2.0,1.2,0.25,3.2,0.0,15062.0,200.0,1.0,0.1,50.0,50.0,867.0,0.0,0.0,0.0,0.0,0.0,0.0
15:29:06.415,300000.0,0.2,1.7,10.1,0.25,1.4,0.0,32000.0,910.0,1.0,0.1,50.0,50.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0
15:29:10.446,178043.0,1.1,1.3,-1.4,0.25,3.0,0.0,26961.0,1000.0,1.0,0.1,50.0,50.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0
15:29:14.486,253998.0,1.1,1.2,-10.0,0.25,4.9,0.0,12970.0,0.0,1.0,0.1,50.0,50.0,779.0,0.0,0.0,0.0,0.0,0.0,0.0
15:29:18.504,60090.0,0.4,1.6,-10.0,0.25,4.0,0.0,23239.0,0.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:29:22.043,300000.0,0.2,2.0,-10.0,0.25,1.0,0.0,13839.0,1000.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:29:26.058,26694.0,1.0,0.0,0.1,0.25,4.1,0.0,12068.0,20.0,1.0,0.1,50.0,50.0,598.0,0.0,0.0,0.0,0.0,0.0,0.0
15:29:30.079,154087.0,0.0,1.9,2.7,0.25,0.0,0.0,15986.0,1000.0,1.0,0.1,50.0,50.0,607.0,0.0,0.0,0.0,0.0,0.0,0.0
15:29:34.096,18909.0,0.0,0.0,10.1,0.25,3.9,0.0,26075.0,620.0,1.0,0.1,50.0,50.0,883.0,0.0,0.0,0.0,0.0,0.0,0.0
15:29:38.115,64091.0,1.1,1.5,-3.9,0.25,5.1,0.0,25132.0,860.0,1.0,0.1,50.0,50.0,646.0,0.0,0.0,0.0,0.0,0.0,0.0
