,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
00:03:09.732,14318.0,0.2,0.3,-2.4,0.25
00:03:14.326,36353.0,0.2,0.5,0.9,0.25
00:03:19.823,19237.0,0.3,0.2,-8.9,0.25
00:03:24.891,60499.0,0.2,0.9,-1.8,0.25
00:03:29.521,99834.0,0.3,0.4,-5.2,0.25
00:03:34.578,3883.0,0.2,0.2,-4.7,0.25
00:03:39.163,82680.0,0.5,0.5,-5.3,0.25
00:03:44.835,120911.0,0.9,1.5,0.8,0.25
00:03:49.436,33915.0,0.5,0.9,-3.9,0.25
00:03:54.983,61981.0,0.2,0.7,-4.1,0.25
00:03:59.546,56644.0,0.3,0.7,-2.0,0.25
00:04:04.543,107776.0,0.7,0.3,-9.4,0.25
00:04:09.140,213348.0,0.5,0.7,0.3,0.25
00:04:14.748,43759.0,0.4,0.9,-9.2,0.25
00:04:19.329,59943.0,0.5,0.4,-6.6,0.25
00:04:24.833,98553.0,0.2,0.7,-6.9,0.25
00:04:29.390,58249.0,0.5,0.5,-2.5,0.25
00:04:35.120,63029.0,0.2,0.2,4.8,0.25
00:04:40.642,63072.0,0.5,0.7,-6.2,0.25
00:04:45.229,27714.0,0.5,0.9,-5.6,0.25
00:04:50.783,44576.0,0.3,0.3,-9.4,0.25
00:04:55.397,53849.0,0.2,0.2,-5.6,0.25
00:05:00.963,114057.0,0.2,0.2,-1.8,0.25
00:05:05.502,116582.0,0.2,0.2,-5.8,0.25
00:05:10.576,57029.0,0.3,0.3,-7.6,0.25
00:05:15.118,22816.0,0.3,0.2,-7.4,0.25
00:05:20.672,43657.0,0.2,1.5,-8.4,0.25
00:05:26.701,36082.0,0.2,0.7,-9.7,0.25
00:05:31.284,33175.0,0.5,0.5,-2.5,0.25
00:05:36.914,211558.0,0.4,0.3,-8.4,0.25
00:05:41.588,37412.0,0.3,1.1,-4.5,0.25
00:05:46.694,89201.0,0.3,0.2,-8.9,0.25
00:05:51.362,92518.0,0.2,0.2,-3.7,0.25
00:05:57.012,38929.0,0.3,0.4,-4.9,0.25
00:06:02.581,98686.0,0.5,0.2,-1.9,0.25
00:06:07.142,102482.0,0.3,0.5,-9.6,0.25
00:06:12.713,5385.0,0.7,0.3,-7.1,0.25
00:06:17.301,42608.0,0.2,1.1,-8.2,0.25
00:06:22.881,20315.0,0.3,0.3,-3.0,0.25
00:06:27.603,15102.0,0.3,0.9,-5.5,0.25
00:06:32.695,13554.0,0.7,0.3,-9.7,0.25
00:06:37.272,40907.0,0.4,0.7,-9.7,0.25
00:06:42.823,177642.0,0.3,0.4,-7.6,0.25
00:06:47.433,7591.0,0.2,0.2,-4.1,0.25
00:06:53.047,127966.0,0.2,0.7,-2.6,0.25
00:06:58.560,14722.0,0.5,0.2,-5.3,0.25
00:07:03.210,25953.0,0.2,0.5,3.6,0.25
00:07:08.640,19186.0,0.2,0.7,-7.6,0.25
00:07:13.302,47410.0,0.2,1.5,-6.3,0.25
00:07:18.854,47509.0,0.5,0.2,-3.7,0.25
00:07:23.436,11322.0,0.7,0.5,-4.7,0.25
00:07:28.951,124318.0,0.4,0.2,-9.9,0.25
00:07:33.555,40383.0,0.2,0.7,-8.9,0.25
00:07:38.525,11344.0,0.5,0.3,-6.2,0.25
00:07:43.144,39348.0,0.4,1.5,-7.9,0.25
00:07:48.644,5498.0,0.3,0.7,8.6,0.25
00:07:53.260,8907.0,0.2,0.2,-2.3,0.25
00:07:58.749,39406.0,0.2,0.9,-4.5,0.25
00:08:03.252,8352.0,0.2,0.5,0.8,0.25
00:08:08.730,92707.0,0.3,0.2,-8.1,0.25
00:08:13.382,36256.0,0.9,0.2,-6.1,0.25
00:08:18.965,54131.0,0.2,0.4,-6.2,0.25
