,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
01:02:06.831,14339.0,0.5,1.3,-5.0,0.25
01:02:11.295,22754.0,0.2,0.9,-5.8,0.25
01:02:16.875,83861.0,0.3,0.3,-9.9,0.25
01:02:21.397,1506.0,0.3,0.5,-8.9,0.25
01:02:27.011,89521.0,0.2,0.5,-8.1,0.25
01:02:32.482,181163.0,0.3,0.5,-8.9,0.25
01:02:37.107,4914.0,0.2,1.5,-3.9,0.25
01:02:42.599,102258.0,0.3,0.4,-6.8,0.25
01:02:47.131,33863.0,0.4,0.3,-9.6,0.25
01:02:52.651,2519.0,0.3,0.4,3.4,0.25
01:02:57.229,147974.0,0.2,0.7,-7.4,0.25
01:03:02.779,34633.0,0.4,1.1,-9.9,0.25
01:03:07.328,57697.0,0.3,0.5,-4.7,0.25
01:03:12.891,82234.0,0.9,0.5,-9.2,0.25
01:03:17.508,14552.0,0.2,0.9,-8.4,0.25
01:03:22.580,72262.0,0.3,1.1,-4.3,0.25
01:03:27.124,20632.0,0.2,0.2,-2.5,0.25
01:03:32.677,69375.0,0.2,0.5,0.1,0.25
01:03:37.288,72945.0,0.3,0.7,-5.8,0.25
01:03:42.793,21686.0,0.5,0.5,-9.6,0.25
01:03:47.372,18602.0,0.3,0.2,-6.8,0.25
01:03:52.905,35823.0,0.9,0.4,-9.0,0.25
01:03:57.486,138106.0,0.2,0.3,-8.8,0.25
01:04:03.111,168905.0,0.2,0.7,-8.9,0.25
01:04:08.646,68507.0,0.3,0.3,-8.7,0.25
01:04:13.352,38805.0,0.5,0.5,-8.4,0.25
01:04:19.042,35561.0,0.2,0.4,-5.3,0.25
01:04:24.599,73904.0,0.2,0.5,-3.8,0.25
01:04:29.215,37535.0,0.2,0.9,-7.1,0.25
01:04:34.801,152465.0,0.2,0.4,-3.8,0.25
01:04:39.443,65434.0,0.4,0.2,-9.7,0.25
01:04:45.051,36017.0,0.7,0.5,-8.4,0.25
