time_stamp,MODE,RTL_ALT,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
06:57:39,AUTO,21863.0,-35.3632621,149.1652375,26.0,0.0,0.0,-2.0,0.0,1.5,-1000.0,0.5,0.0,1.0,-0.0006092704425100237,0.00111417006701231,0.020652858540415764,0.0003336820809636265,0.0003213862073607743,0.0013490135315805674
06:57:41,AUTO,21863.0,-35.3632621,149.1652375,25.5,0.0,0.5,-0.5,0.0,1.5,-1000.0,1.0,0.5,1.0,-0.00010144219049834646,0.0016854472341947258,0.0201454134657979,0.0004171835316810757,0.00034452820545993745,0.00137482734862715
06:57:42,AUTO,69382.0,-35.3632621,149.1652375,573.0,0.0,1.0,-110.33333333333333,0.0,0.0,-1095.3333333333333,15.333333333333334,1.6666666666666667,1.0,0.003216402333540221,0.0011284849412428837,0.019824213658769924,0.015173728189741572,0.001322077199195822,0.0017357427665653329
06:57:43,AUTO,69382.0,-35.363262033333335,149.16523766666668,1586.6666666666667,1.0,9.0,-145.33333333333334,0.0,-0.6666666666666666,-1014.0,46.0,-6.0,2.0,0.029108121991157532,-0.0018023922821157612,0.01973804086446762,0.045941015084584556,-0.007569957369317611,0.0025321044183025756
06:57:45,AUTO,69382.0,-35.3632609,149.1652454,4623.0,1.3333333333333333,32.0,-148.0,4.0,-8.0,-1002.3333333333334,-62.0,-15.666666666666666,-33.333333333333336,-0.04149965445200602,0.006779589224606752,-0.07073777168989182,-0.06325858334700267,-0.016903739888221025,-0.03379993513226509
06:57:47,AUTO,69382.0,-35.36326143333333,149.16523946666666,7691.666666666667,-11.333333333333334,-58.666666666666664,-150.0,-6.333333333333333,12.666666666666666,-1003.3333333333334,67.66666666666667,11.333333333333334,-1.0,-0.0007316271075978875,0.006938318411509196,-0.1050734172264735,0.0674522618452708,0.011099037403861681,-0.0011068574773768585
06:57:48,AUTO,36985.0,-35.3632633,149.1652342,9639.333333333334,-18.666666666666668,-0.6666666666666666,-150.66666666666666,1.6666666666666667,4.0,-997.3333333333334,0.6666666666666666,-60.666666666666664,58.0,0.06848449259996414,0.00046968723957737285,-0.09221178789933522,0.00024888827465474606,-0.06190142733976245,0.058570059947669506
06:57:49,AUTO,36985.0,-35.3632639,149.16523543333335,10791.333333333334,9.0,29.333333333333332,-147.0,1.6666666666666667,-5.333333333333333,-999.6666666666666,-102.0,18.0,1.6666666666666667,0.014424821361899376,-0.04628276824951172,-0.04926347732543945,-0.10360723982254665,0.01738868032892545,0.0016749293232957523
06:57:51,AUTO,36985.0,-35.363260333333336,149.16523636666668,13884.0,5.333333333333333,-14.0,-152.0,-4.333333333333333,1.0,-1000.0,32.333333333333336,5.0,-22.0,0.0006205522222444415,0.021045056482156117,-0.16222049295902252,0.03192756325006485,0.004449664227043589,-0.022151599327723186
06:57:53,AUTO,36985.0,-35.363261200000004,149.16523543333332,17002.0,-11.0,7.666666666666667,-151.0,1.6666666666666667,0.0,-1000.0,-7.666666666666667,-6.666666666666667,-7.0,0.006898509493718545,0.0037872296137114367,-0.16791512568791708,-0.009266283518324295,-0.007962755858898163,-0.007479946439464887
06:57:54,AUTO,14756.0,-35.3632619,149.1652362,18950.666666666668,-5.333333333333333,5.666666666666667,-151.33333333333334,0.6666666666666666,0.0,-998.6666666666666,-22.333333333333332,0.6666666666666666,-22.0,-0.0027425713075596527,-0.0013869617832824588,-0.18804030617078146,-0.023372274978707235,0.000601527727364252,-0.02259992870191733
06:57:55,AUTO,14756.0,-35.3632622,149.16523603333334,20104.333333333332,-8.0,-12.333333333333334,-145.66666666666666,-0.3333333333333333,1.3333333333333333,-985.0,-54.666666666666664,66.66666666666667,194.33333333333334,-0.046564346800247826,0.017019524219601106,-0.1653524488210678,-0.056288899232943855,0.0663313331703345,0.1944369642684857
06:57:57,AUTO,14756.0,-35.363265033333334,149.16523156666668,22355.333333333332,5.0,18.0,-72.0,0.0,-3.0,-971.3333333333334,-28.666666666666668,31.333333333333332,-11.666666666666666,0.05335508038600286,-0.03105522816379865,0.04372454186280569,-0.030428968369960785,0.031094389036297798,-0.011324460540587703
06:57:59,AUTO,14756.0,-35.363261900000005,149.16523833333335,23329.666666666668,12.0,26.0,-24.0,0.0,-6.333333333333333,-974.6666666666666,-6.333333333333333,3.3333333333333335,-0.6666666666666666,-0.009557844760517279,0.015345724920431772,0.037052722026904426,-0.007274767383933067,0.0029845632573900125,-0.001390582163973401
06:58:00,AUTO,10348.0,-35.3632612,149.16524,23372.0,-3.3333333333333335,-3.3333333333333335,18.666666666666668,-0.6666666666666666,23.0,-985.6666666666666,513.0,-45.666666666666664,-4.0,-0.019070893215636413,0.01257007879515489,0.03231703614195188,0.5120810996741056,-0.046807948499917984,-0.004048455196122329
06:58:01,AUTO,10348.0,-35.3632612,149.16523966666668,23235.666666666668,4.333333333333333,5.333333333333333,10.666666666666666,0.3333333333333333,-13.333333333333334,-1019.6666666666666,-305.3333333333333,-35.666666666666664,-7.0,0.039466485381126404,-0.029518825312455494,0.029224092761675518,-0.3064035748442014,-0.03691708482801914,-0.007120836681375901
06:58:03,AUTO,10348.0,-35.363252833333334,149.165254,23110.333333333332,97.0,153.66666666666666,4.0,-38.0,-11.333333333333334,-1007.0,219.33333333333334,-36.666666666666664,134.0,0.015347961957255999,-0.153874342640241,1.143935203552246,0.21841952204704285,-0.03729615298410257,0.13418338696161905
