,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN,OA_DB_ALT_MIN,RTL_SPEED,RTL_CONE_SLOPE,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG,RNGFND7_WSP_MAVG
08:38:29.103,200.0,0.25,0.1,1000.0,30.0,5.1,2000.0,1000.0,0.0,1560.0,0.0,2000.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:38:33.143,200.0,0.25,0.1,1000.0,30.0,0.9,1800.0,1000.0,11522.0,3000.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:38:37.166,140589.0,0.25,0.1,1000.0,30.0,3.9,500.0,1000.0,0.0,0.0,0.0,450.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:38:41.178,200.0,0.25,0.1,1000.0,30.0,1.9,18000.0,1000.0,6912.0,1740.0,0.0,1100.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:38:45.210,186138.0,0.25,0.1,1000.0,30.0,4.2,6600.0,1000.0,0.0,1640.0,0.0,1600.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:38:49.233,200.0,0.25,0.1,1000.0,30.0,1.7,500.0,1000.0,32000.0,1330.0,0.0,900.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:38:53.264,182821.0,0.25,0.1,1000.0,30.0,0.0,8600.0,1000.0,23977.0,2480.0,0.0,2000.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:38:57.310,195394.0,0.25,0.1,1000.0,30.0,0.7,2000.0,1000.0,6702.0,1070.0,0.0,2000.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:39:01.359,300000.0,0.25,0.1,1000.0,30.0,0.7,500.0,1000.0,29879.0,1040.0,0.0,2000.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:39:05.400,295327.0,0.25,0.1,1000.0,30.0,0.9,6600.0,1000.0,148.0,970.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:39:09.435,115758.0,0.25,0.1,1000.0,30.0,0.9,17700.0,1000.0,0.0,0.0,0.0,1000.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:39:13.467,300000.0,0.25,0.1,1000.0,30.0,5.1,500.0,1000.0,555.0,3000.0,0.0,1000.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:39:17.516,300000.0,0.25,0.1,1000.0,30.0,0.4,15300.0,1000.0,9807.0,2740.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:39:21.060,300000.0,0.25,0.1,1000.0,30.0,5.0,1200.0,1000.0,31790.0,2760.0,0.0,850.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
