time_stamp,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,RTL_ALT
01:29:44,-35.3632621,149.1652376,0.0,-1.0,2.0,2.0,0.0,1.0,-1000.0,0.0,0.0,0.0,-0.0007130753365345299,0.0009530317329335958,0.024242487736046314,0.00023353233700618148,0.0002334685268579051,0.0017652807873673737,STABILIZE,1500.0
01:29:50,-35.3632622,149.1652375,0.0,-1.0,3.0,1.0,0.0,1.0,-1000.0,0.0,0.0,0.5,-0.0005255489377304912,0.0009679197682999074,0.022575488314032555,0.0002580941654741764,0.0003099365276284516,0.0015948157524690032,STABILIZE,1500.0
01:29:57,-35.3632622,149.16523753333334,0.0,-1.0,2.6666666666666665,1.0,0.0,1.3333333333333333,-1000.0,0.0,0.0,0.6666666666666666,-0.0006376075907610357,0.0009699791747455796,0.02092464144031207,0.0002685337482641141,0.0002941517547393839,0.0013636728981509805,AUTO,124249.0
01:29:58,-35.3632622,149.1652375,6.5,-1.0,2.0,1.0,0.0,1.5,-1000.0,0.0,0.0,1.0,-0.0008405993576161563,0.0009730095625855029,0.020759101025760174,0.0002711465349420905,0.00021925228065811098,0.001427524141035974,AUTO,124249.0
01:30:00,-35.3632621,149.16523745,7.5,0.0,-2.0,-2.0,0.0,-10.5,-1018.0,0.5,1.0,0.5,-0.0007147140277083963,0.001313179382123053,0.020411020144820213,0.0003223669482395053,0.00029956467915326357,0.001373789389617741,AUTO,211651.5
01:30:02,-35.3632621,149.1652374,157.0,0.0,0.0,-59.5,0.0,0.0,-1136.0,-0.5,3.0,0.0,0.001797853910829872,-0.00012237022019689903,0.02007167972624302,-0.0012098678853362799,0.002288901567226276,3.2959957025013864e-05,AUTO,299054.0
01:30:04,-35.363261699999995,149.1652392,2792.0,6.5,38.0,-148.5,1.0,-7.0,-995.5,5.0,15.0,-29.0,0.05867311172187328,-0.007658971240743995,0.005468915682286024,0.004501892253756523,0.014290666673332453,-0.029176390380598605,AUTO,125401.0
01:30:06,-35.363261,149.16524565,5841.0,-1.5,-22.0,-149.0,-1.0,2.0,-1003.5,42.0,-2.5,-14.0,-0.07281369343400002,-0.004120031022466719,-0.0896371603012085,0.041727662086486816,-0.0038197642425075173,-0.014328990131616592,AUTO,125401.0
01:30:07,-35.363261425,149.16523895,7768.75,-7.25,-55.75,-150.75,-6.0,11.5,-1003.25,66.5,12.0,0.5,0.0028107340913265944,0.003740527230547741,-0.09751366078853607,0.06640455313026905,0.011651829583570361,0.00081938951916527,AUTO,125141.0
01:30:08,-35.36326215,149.1652348,8943.5,-13.0,-30.5,-153.0,-2.5,9.0,-1002.5,63.0,4.0,3.5,0.051819780841469765,0.010559628251940012,-0.09506461024284363,0.0627985168248415,0.0034186240227427334,0.003948553581722081,AUTO,125141.0
01:30:10,-35.36326235,149.1652365,12022.5,13.0,8.5,-150.5,-0.5,-3.5,-1002.5,-1.0,15.5,-47.0,-0.02272540796548128,-0.0012718669458990917,-0.1014375351369381,-0.0018356125801801682,0.015264485497027636,-0.04734954051673412,AUTO,78012.0
01:30:12,-35.3632611,149.16523519999998,15145.5,-3.0,-3.0,-152.0,-0.5,1.0,-1000.0,7.0,-2.5,-6.5,0.011398411821573973,0.01064813556149602,-0.15517576783895493,0.006756548071280122,-0.003746126079931855,-0.006996487267315388,AUTO,78012.0
01:30:13,-35.363261425,149.16523517500002,17091.0,-6.0,5.75,-152.0,0.75,0.0,-1000.0,-3.75,-2.25,-11.75,0.006141052930615842,0.004712681577075273,-0.16532394662499428,-0.004902004555333406,-0.003588078950997442,-0.012005365220829844,AUTO,153649.0
