,A.AUTO1
15:03:39.387,-1
15:03:39.588,-1
15:03:39.789,-1
15:03:39.990,-1
15:03:40.191,-1
15:03:40.391,-1
15:03:40.593,-1
15:03:40.794,-1
15:03:40.996,-1
15:03:41.197,-1
15:03:41.399,-1
15:03:41.600,-1
15:03:41.801,-1
15:03:42.002,-1
15:03:42.203,-1
15:03:42.407,-1
15:03:42.609,-1
15:03:42.811,-1
15:03:43.012,-1
15:03:43.213,-1
15:03:43.414,-1
15:03:43.615,-1
15:03:43.816,-1
15:03:44.018,-1
15:03:44.218,-1
15:03:44.421,-1
15:03:44.624,-1
15:03:44.826,-1
15:03:45.027,-1
15:03:45.228,-1
15:03:45.429,-1
15:03:45.630,-1
15:03:45.831,-1
15:03:46.032,-1
15:03:46.233,-1
15:03:46.436,-1
15:03:46.637,-1
15:03:46.840,-1
15:03:47.041,-1
15:03:47.242,-1
15:03:47.443,-1
15:03:47.644,-1
15:03:47.847,-1
15:03:48.048,-1
15:03:48.249,-1
15:03:48.455,-1
15:03:48.656,-1
15:03:48.859,-1
15:03:49.060,-1
15:03:49.261,-1
15:03:49.462,-1
15:03:49.663,-1
15:03:49.864,-1
15:03:50.065,-1
15:03:50.266,-1
15:03:50.472,-1
15:03:50.675,-1
15:03:50.877,-1
15:03:51.080,-1
15:03:51.281,-1
15:03:51.482,-1
15:03:51.683,-1
15:03:51.884,-1
15:03:52.085,-1
15:03:52.286,-1
15:03:52.488,-1
15:03:52.691,-1
15:03:52.893,-1
15:03:53.096,-1
15:03:53.297,-1
15:03:53.498,-1
15:03:53.699,-1
15:03:53.900,-1
15:03:54.101,-1
15:03:54.302,-1
15:03:54.503,-1
15:03:54.705,-1
15:03:54.906,-1
15:03:55.108,-1
15:03:55.310,-1
15:03:55.511,-1
15:03:55.712,-1
15:03:55.913,-1
15:03:56.114,-1
15:03:56.316,-1
15:03:56.517,-1
15:03:56.719,-1
15:03:56.921,-1
15:03:57.123,-1
15:03:57.324,-1
15:03:57.525,-1
15:03:57.726,-1
15:03:57.927,-1
15:03:58.128,-1
15:03:58.329,-1
15:03:58.531,-1
15:03:58.733,-1
15:03:58.934,-1
15:03:59.135,-1
15:03:59.336,-1
15:03:59.537,-1
15:03:59.738,-1
15:03:59.939,-1
15:04:00.140,-1
15:04:00.341,-1
15:04:00.542,-1
15:04:00.744,-1
15:04:00.945,-1
15:04:01.147,-1
15:04:01.349,-1
15:04:01.550,-1
15:04:01.751,-1
15:04:01.952,-1
15:04:02.153,-1
15:04:02.355,-1
15:04:02.556,-1
15:04:02.757,-1
15:04:02.959,-1
15:04:03.161,-1
15:04:03.362,-1
15:04:03.563,-1
15:04:03.764,-1
15:04:03.965,-1
15:04:04.167,-1
15:04:04.368,-1
15:04:04.572,-1
15:04:04.773,-1
15:04:04.975,-1
15:04:05.176,-1
15:04:05.377,-1
15:04:05.578,-1
15:04:05.779,-1
15:04:05.980,-1
15:04:06.181,-1
15:04:06.382,-1
15:04:06.584,-1
15:04:06.785,-1
15:04:06.986,-1
15:04:07.187,-1
15:04:07.388,-1
15:04:07.589,-1
15:04:07.790,-1
15:04:07.991,-1
15:04:08.192,-1
15:04:08.393,-1
15:04:08.594,-1
15:04:08.796,-1
15:04:08.997,-1
15:04:09.198,-1
15:04:09.399,-1
15:04:09.600,-1
15:04:09.801,-1
15:04:10.002,-1
15:04:10.204,-1
15:04:10.405,-1
15:04:10.607,-1
15:04:10.808,-1
15:04:11.010,-1
15:04:11.211,-1
15:04:11.412,-1
15:04:11.613,-1
15:04:11.814,-1
15:04:12.015,-1
15:04:12.216,-1
15:04:12.419,-1
15:04:12.621,-1
15:04:12.822,-1
15:04:13.024,-1
15:04:13.225,-1
15:04:13.427,-1
15:04:13.627,-1
15:04:13.828,-1
15:04:14.030,-1
15:04:14.230,-1
15:04:14.432,-1
15:04:14.633,-1
15:04:14.834,-1
15:04:15.036,-1
15:04:15.237,-1
15:04:15.438,-1
15:04:15.639,-1
15:04:15.841,-1
15:04:16.042,-1
15:04:16.246,-1
15:04:16.449,-1
15:04:16.651,-1
15:04:16.852,-1
15:04:17.053,-1
15:04:17.254,-1
15:04:17.455,-1
15:04:17.656,-1
15:04:17.857,-1
15:04:18.058,-1
15:04:18.259,-1
15:04:18.462,-1
15:04:18.663,-1
15:04:18.865,-1
15:04:19.067,-1
15:04:19.268,-1
15:04:19.469,-1
15:04:19.671,-1
15:04:19.872,-1
15:04:20.073,-1
15:04:20.274,-1
15:04:20.476,-1
15:04:20.677,-1
15:04:20.879,-1
15:04:21.080,-1
15:04:21.282,-1
15:04:21.482,-1
15:04:21.683,-1
15:04:21.884,-1
15:04:22.085,-1
15:04:22.287,-1
15:04:22.490,-1
15:04:22.691,-1
15:04:22.892,-1
15:04:23.093,-1
15:04:23.294,-1
15:04:23.495,-1
15:04:23.696,-1
15:04:23.897,-1
15:04:24.098,-1
15:04:24.299,-1
15:04:24.502,-1
15:04:24.703,-1
15:04:24.904,-1
15:04:25.106,-1
15:04:25.307,-1
15:04:25.508,-1
15:04:25.709,-1
15:04:25.910,-1
15:04:26.112,-1
15:04:26.314,-1
15:04:26.515,-1
15:04:26.717,-1
15:04:26.918,-1
15:04:27.121,-1
15:04:27.322,-1
15:04:27.523,-1
15:04:27.724,-1
15:04:27.926,-1
15:04:28.127,-1
15:04:28.329,-1
15:04:28.531,-1
15:04:28.735,-1
15:04:28.936,-1
15:04:29.137,-1
15:04:29.338,-1
15:04:29.539,-1
15:04:29.740,-1
15:04:29.941,-1
15:04:30.142,-1
15:04:30.343,-1
15:04:30.544,-1
15:04:30.747,-1
15:04:30.949,-1
15:04:31.151,-1
15:04:31.352,-1
