time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lon,relative_alt,vx,vy,vz,RTL_ALT,MODE
19:05:13,-0.0007401036215014756,0.0010888889664784074,0.01979503408074379,0.0005754737881943584,0.00025327944895252584,0.0013261786894872784,0.0,1.6,-999.4,0.6,0.6,0.6,-35.3632622,149.1652375,5.6,-0.2,0.4,-0.2,1500.0,AUTO
19:05:15,-0.00025425849889870733,0.001557495747692883,0.019471225142478944,0.00032619661651551725,0.0003163034678436816,0.0012522810138761997,0.0,1.4,-1000.0,0.4,0.8,0.2,-35.3632622,149.16523748,12.6,0.0,0.0,0.0,1500.0,AUTO
19:05:17,0.009845308400690556,0.0004876722232438624,0.01903771683573723,0.025370505056343973,-0.0017442219890654088,0.0014204471895936876,0.0,0.0,-1067.2,26.2,-0.8,0.8,-35.36326208,149.1652375,875.4,0.2,1.8,-122.4,1500.0,AUTO
19:05:19,0.0056389509700238705,0.021046254310931545,-0.054270701482892036,-0.09572437452152371,0.048882953356951475,-0.09988760575652122,4.0,-11.25,-1001.0,-94.25,49.25,-99.5,-35.363261225,149.16524239999998,3735.75,4.75,49.75,-146.5,1500.0,AUTO
19:05:23,0.06058371067047119,0.041858602315187454,-0.1066242903470993,0.021469369530677795,0.03248034417629242,-0.055202532559633255,0.0,2.0,-999.0,22.0,33.0,-55.0,-35.3632605,149.1652331,10281.0,-8.0,1.0,-152.0,1500.0,AUTO
19:05:28,-0.023682288204630215,-0.01723650222023328,-0.09969650208950043,-0.004543601457650463,-0.005749379672730963,-0.014548379462212324,4.0,-1.3333333333333333,-1002.6666666666666,-3.6666666666666665,-4.666666666666667,-14.333333333333334,-35.3632632,149.16523743333332,12976.666666666666,-8.0,15.666666666666666,-151.66666666666666,1500.0,AUTO
19:05:30,0.008143221959471703,0.003791222562237332,-0.15690206487973532,0.01136916596442461,0.012344795900086561,-0.02337624567250411,-4.0,0.0,-1000.0,11.666666666666666,12.666666666666666,-22.666666666666668,-35.36326236666667,149.16523633333333,16106.0,8.0,-9.666666666666666,-152.66666666666666,1500.0,AUTO
19:05:32,0.008981492059926191,0.008956850583975514,-0.181297334531943,-0.005010739977781971,-0.0014489121385850012,-0.011347369911770025,-0.3333333333333333,0.0,-1000.0,-3.6666666666666665,-0.5,-10.833333333333334,-35.36326145,149.16523548333333,18648.833333333332,-0.5,3.6666666666666665,-152.0,1500.0,AUTO
19:05:34,0.0008260330650955439,0.0031082385685294867,-0.20886456668376924,-0.0003746280912309885,-0.00034815598046407105,-0.019559230655431747,0.4,0.0,-1000.0,0.6,0.4,-19.0,-35.363261539999996,149.1652363,21821.0,-3.4,5.4,-153.0,1500.0,AUTO
19:05:36,-0.010990942362695932,0.0038105412386357784,-0.2529308646917343,-0.014040235430002213,0.004042534972541034,-0.005613959183392581,0.0,0.0,-1001.5,-13.0,4.5,-5.0,-35.3632618,149.1652367,25526.5,-3.0,0.0,-152.0,1500.0,AUTO
