time_stamp,MODE,RTL_ALT,LAND_SPEED,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro
16:56:39,GUIDED,1500.0,140.0,0.00038239617909615237,0.0014873398855949442,0.027407688709596794,0.00022615140187554061,0.0002862682643656929,0.0023938814410939813,-35.36326209999999,149.1652374,0.0,-0.5,1.1666666666666667,1.0,0.0,1.0,-1000.0,0.16666666666666666,0.0,0.16666666666666666
16:56:41,GUIDED,1500.0,140.0,2.5366636085285183e-05,0.0014888450969010592,0.026027610215047996,0.0002841224486473948,0.0002672756090760231,0.002230904375513395,-35.363262150000004,149.1652375,0.0,-1.8333333333333333,2.0,1.0,0.0,1.1666666666666667,-1000.0,0.0,0.0,0.16666666666666666
16:56:43,GUIDED,1500.0,140.0,-0.0004816515283891931,0.0013263329941158493,0.025008556122581165,0.00026622838534725207,0.00026178814490170527,0.0020638551407804093,-35.36326211666667,149.1652375,0.0,-0.16666666666666666,0.16666666666666666,1.0,0.0,1.1666666666666667,-1000.0,0.0,0.0,0.6666666666666666
16:56:45,GUIDED,1500.0,140.0,0.0004558118353088503,0.0014478711940076512,0.024107173706094425,0.003010741308874761,-0.0005766214841666321,0.0021049273394358656,-35.36326209999999,149.1652374,4.333333333333333,0.0,0.0,-4.166666666666667,0.0,1.3333333333333333,-1023.8333333333334,3.0,-0.6666666666666666,0.16666666666666666
16:56:47,GUIDED,1500.0,140.0,0.025519842417755473,-0.0017382488974059622,0.023384520163138706,0.037005704235828794,-0.00607116458316644,0.002734826509064684,-35.363262,149.16523776666668,1496.6666666666667,1.1666666666666667,9.5,-139.33333333333334,0.16666666666666666,-1.1666666666666667,-1030.0,36.833333333333336,-5.5,1.3333333333333333
16:56:49,GUIDED,1500.0,140.0,-0.034964282531291246,0.014754299850513538,-0.07668749118844669,-0.0749380278090636,-0.02195869180529068,-0.03684760474910339,-35.36326103333334,149.16524471666668,4541.666666666667,-1.1666666666666667,30.666666666666668,-146.83333333333334,4.0,-7.166666666666667,-1002.3333333333334,-73.83333333333333,-21.333333333333332,-37.333333333333336
16:56:51,GUIDED,1500.0,140.0,-0.006704442416472982,-0.006433298306850095,-0.0843703920642535,0.06283198110759258,0.012647612020373344,0.004474405160484214,-35.3632614,149.16524051666667,7620.333333333333,0.8333333333333334,-52.166666666666664,-149.83333333333334,-7.0,10.5,-1002.6666666666666,62.666666666666664,12.5,3.3333333333333335
16:56:53,GUIDED,1500.0,140.0,0.027680093694167834,0.010163176363372864,-0.09279430905977885,-0.044036957590530314,-0.011730531541009745,-0.0027932484711830816,-35.36326181666667,149.1652347,10584.833333333334,-8.166666666666666,10.0,-149.83333333333334,1.8333333333333333,0.0,-998.8333333333334,-43.166666666666664,-11.166666666666666,-3.6666666666666665
16:56:55,GUIDED,1500.0,140.0,-0.005050175750511698,-0.003650151261050875,-0.11920985579490662,0.01132702517012755,0.005745836805241804,-0.023395014305909474,-35.36326246666666,149.16523643333332,13693.833333333334,2.3333333333333335,-1.1666666666666667,-151.66666666666666,-0.3333333333333333,-0.16666666666666666,-1000.0,11.333333333333334,5.5,-23.833333333333332
16:56:57,GUIDED,1500.0,140.0,0.00823560714100798,0.006505240453407168,-0.16018972794214884,-0.0004398151844119032,0.0012873131199739873,-0.014721941978981098,-35.36326173333334,149.1652356,16827.833333333332,0.8333333333333334,0.8333333333333334,-152.0,-0.8333333333333334,0.0,-1000.0,0.3333333333333333,1.5,-15.0
16:56:59,GUIDED,1500.0,140.0,0.0033423296796778836,0.004387823127520581,-0.18989688903093338,-0.002031540260456192,-0.0011624668695731089,-0.016541214970250923,-35.363261599999994,149.16523598333333,19955.0,-2.6666666666666665,5.333333333333333,-152.33333333333334,0.0,0.0,-1000.0,-0.8333333333333334,-0.5,-16.666666666666668
16:57:01,GUIDED,1500.0,140.0,0.0017937991263655324,0.0031562232955669365,-0.22707845767339072,0.0009792952914722264,-4.357100503208737e-06,-0.020195295723776024,-35.36326173333334,149.1652366,23084.333333333332,-2.6666666666666665,3.0,-153.0,0.0,0.0,-1000.0,1.3333333333333333,0.3333333333333333,-20.5
16:57:03,GUIDED,1500.0,140.0,0.0010738511725018423,0.0040200396518533426,-0.24459637453158697,0.00671708556668212,-2.5672100794812042e-05,0.015562367315093676,-35.36326198333333,149.16523663333334,26205.166666666668,-4.166666666666667,-0.16666666666666666,-152.66666666666666,0.0,0.16666666666666666,-1000.1666666666666,7.166666666666667,0.6666666666666666,14.5
16:57:05,GUIDED,1500.0,140.0,0.00395646016234726,0.001321267627645284,-0.2004499559601148,-0.006540928618051112,0.0012727376063897584,0.020861046388745308,-35.3632624,149.16523715000002,29322.5,-0.5,7.666666666666667,-152.0,0.0,-0.6666666666666666,-999.8333333333334,-5.0,1.5,19.666666666666668
16:57:07,GUIDED,1500.0,140.0,-0.00014189680223353207,0.001201516230745862,-0.16522532204786936,0.0020842005809148154,8.5808375539879e-06,0.016350908981015284,-35.36326233333333,149.16523798333333,32439.5,0.0,2.0,-153.0,0.0,0.0,-1000.0,2.3333333333333335,0.6666666666666666,15.5
16:57:09,GUIDED,1500.0,140.0,0.001635171570039044,0.001225161967643847,-0.13903231670459112,0.0017301110298528026,0.0006510501746864369,0.012841182760894299,-35.363262216666676,149.16523791666665,35555.833333333336,0.0,0.0,-153.0,0.0,0.0,-1000.0,2.0,0.6666666666666666,12.166666666666666
