time_stamp,RTL_ALT,alt,lat,lon,relative_alt,vx,vy,vz,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,EK2_ALT_SOURCE
07:59:15,1500.0,584006.6666666666,-35.3632622,149.1652375,12.333333333333334,-1.0,0.0,-4.0,584.0066731770834,0.0,-4.333333333333333,-1008.6666666666666,0.3333333333333333,0.3333333333333333,0.0,AUTO,-0.0006198006643292805,0.0010014846144864957,0.021758257100979488,0.00031094555743038654,0.0002735581947490573,0.001452473729538421,0.0
07:59:17,1500.0,587295.0,-35.36326135,149.16524099999998,3298.0,9.0,53.0,-145.0,587.2949829101562,3.0,-10.5,-992.5,-127.0,69.0,-96.0,AUTO,0.037908488884568214,0.010854062988073565,-0.03131605312228203,-0.12825174257159233,0.06889485754072666,-0.0965474396944046,0.0
07:59:19,1500.0,590335.0,-35.3632608,149.16524505,6340.5,-4.0,-41.5,-148.0,590.3349914550781,-3.5,6.0,-1000.5,57.0,2.5,-13.5,AUTO,-0.05810646899044514,0.0003355278167873621,-0.1019892767071724,0.056656625121831894,0.0019085375242866576,-0.013753385283052921,0.0
07:59:21,1500.0,593435.0,-35.36326315,149.16523410000002,9440.0,-21.5,-11.0,-151.5,593.4349975585938,1.0,7.0,-999.0,39.0,-21.5,24.0,AUTO,0.06973543018102646,0.011206233408302069,-0.1026781015098095,0.03833583416417241,-0.02269710134714842,0.024626189842820168,0.0
07:59:23,1500.0,596515.0,-35.36326165,149.1652376,12516.0,27.0,-1.0,-150.5,596.5149841308594,-5.0,-4.5,-1003.5,17.5,30.5,-70.5,AUTO,-0.030698108486831188,0.008362751919776201,-0.1251315176486969,0.017219069879502058,0.03044880647212267,-0.07023290172219276,0.0
07:59:25,1500.0,599635.0,-35.3632602,149.1652351,15638.5,-11.5,0.5,-151.0,599.635009765625,0.5,1.5,-999.0,-3.5,-12.5,5.0,AUTO,0.017133185639977455,0.01504184864461422,-0.17240224033594131,-0.0047075028996914625,-0.013905013911426067,0.0061614238657057285,0.0
07:59:27,1500.0,602745.0,-35.3632619,149.16523615,18750.5,-6.5,7.0,-151.5,602.7449951171875,1.0,0.0,-1000.0,-0.5,-0.5,-20.0,AUTO,-0.00033838940362329595,-0.002140311640687287,-0.18670641630887985,-0.0016313605301547796,-0.0010060649801744148,-0.020788487046957016,0.0
07:59:29,1500.0,605875.0,-35.3632621,149.1652365,21875.5,0.0,1.5,-152.0,605.875,0.0,0.0,-1000.0,3.0,2.5,-22.5,AUTO,0.003625196754001081,0.0023964180145412683,-0.23730167001485825,0.0024098758585751057,0.0021717831259593368,-0.02305476740002632,0.0
07:59:31,1500.0,608985.0,-35.3632621,149.1652367,24989.5,-1.0,2.5,-151.5,608.9849853515625,0.0,0.0,-1000.5,-17.5,5.0,-6.0,AUTO,-0.002738923183642328,0.004208622965961695,-0.27546148002147675,-0.018767896573990583,0.004665450862376019,-0.005833077011629939,0.0
07:59:33,1500.0,612105.0,-35.3632624,149.16523684999999,28111.5,-2.5,7.5,-152.0,612.10498046875,0.5,0.0,-999.5,-5.5,0.0,22.5,AUTO,0.007940950570628047,0.0017677018768154085,-0.23339025676250458,-0.006637649377807975,-0.0008638487779535353,0.023316994309425354,0.0
07:59:35,1500.0,615205.0,-35.3632623,149.16523805,31211.0,0.0,4.5,-152.0,615.2049865722656,0.0,0.0,-1000.5,1.5,0.0,16.0,AUTO,-0.0005427170835901052,0.0009477450512349606,-0.19463219493627548,0.0008242906769737601,-0.0005884272395633161,0.016641750000417233,0.0
07:59:37,1500.0,618320.0,-35.3632623,149.1652381,34324.0,0.0,0.0,-152.0,618.3200073242188,0.0,0.0,-1000.0,3.0,0.5,12.0,AUTO,0.0017189225764013827,0.00074924694490619,-0.1656070202589035,0.0019578110659494996,-4.0585699025541544e-05,0.01268657436594367,0.0
07:59:41,1500.0,624555.0,-35.3632621,149.16523755,40555.5,0.0,0.0,-152.0,624.5549926757812,0.0,0.0,-999.5,0.5,0.0,11.0,ALT_HOLD,-0.00013177004620956723,-0.00025423926126677543,-0.1275470033288002,-0.0003778656246140599,-0.0007132236787583679,0.011525581125169992,0.0
07:59:43,1500.0,624945.0,-35.3632717,149.16522325,40951.5,-122.5,-142.0,159.5,624.9449768066406,17.5,55.5,-890.5,1306.0,-64.5,-36.5,ALT_HOLD,-0.05774170346558094,0.08326009288430214,0.22827402502298355,1.3085817098617554,-0.06602661870419979,-0.03744369000196457,0.0
07:59:45,1500.0,621035.0,-35.36329965,149.16519445,37041.0,-166.5,-86.5,180.5,621.0349731445312,32.0,-35.5,-1019.0,-1888.0,-12.0,-45.5,AUTO,-0.002217750996351242,0.017880753614008427,0.17904207110404968,-1.8893917202949524,-0.013719385955482721,-0.04629789665341377,0.0
07:59:47,1500.0,618670.0,-35.3633191,149.16518524999998,34676.0,-22.0,-10.0,27.0,618.6699829101562,5.0,-37.0,-1053.5,-683.0,52.5,-34.0,AUTO,-0.009766311850398779,-0.05180943198502064,0.1464795246720314,-0.6826837956905365,0.05177390202879906,-0.03454966004937887,0.0
07:59:49,1500.0,619000.0,-35.36331955,149.1651854,35002.5,10.5,-9.5,-57.0,619.0,-0.5,-1.5,-1012.0,100.0,7.0,-19.5,AUTO,-0.005741552449762821,-0.0006784176439396106,0.11552311107516289,0.09925276786088943,0.006541024427860975,-0.019992278888821602,0.0
07:59:51,1500.0,620020.0,-35.363319450000006,149.16518524999998,36024.5,4.0,-11.0,-44.5,620.0199584960938,0.0,-18.0,-992.0,-322.5,4.0,-8.0,AUTO,-0.007581363432109356,-0.0028957746690139174,0.09039190411567688,-0.3231749162077904,0.0039000932010822,-0.008639600360766053,0.0
07:59:53,1500.0,620865.0,-35.36331955,149.1651853,36870.0,3.0,-11.0,-39.5,620.864990234375,0.0,-17.0,-995.0,-329.0,0.5,-2.5,AUTO,-0.009750060038641095,-0.0026499219238758087,0.07390884682536125,-0.32917772233486176,-0.0003220119688194245,-0.0027118557336507365,0.0
07:59:55,1500.0,621680.0,-35.3633196,149.16518445,37687.0,2.0,-7.5,-39.0,621.6799926757812,-0.5,-15.5,-998.0,-220.0,-0.5,-3.0,AUTO,0.0029007717384956777,-0.0034846359631046653,0.06182691268622875,-0.2192283496260643,-0.0010820604802574962,-0.00390720390714705,0.0
07:59:57,1500.0,622500.0,-35.3633196,149.165184,38504.5,1.0,-1.0,-38.5,622.5,0.0,-12.5,-998.5,-83.5,3.0,-5.5,AUTO,0.0034033646224997938,-0.0018258057534694672,0.05093744955956936,-0.08284331113100052,0.0022613997862208635,-0.006504706805571914,0.0
07:59:59,1500.0,623230.0,-35.3633196,149.16518385,39233.0,0.0,-2.5,3.0,623.22998046875,0.0,-32.5,-855.5,-464.0,2.0,-7.5,ALT_HOLD,-0.001423086505383253,8.447716027148999e-05,0.041573597118258476,-0.4620358571410179,0.0014687851071357727,-0.008467860985547304,0.0
08:00:03,1500.0,616835.0,-35.3633199,149.1651877,32840.5,2.5,17.0,173.0,616.8349914550781,4.5,-111.0,-997.5,-1692.5,-5.0,-11.5,AUTO,-0.001779358775820583,-0.0007359957962762564,0.025075494311749935,-1.690048635005951,-0.006024915841408074,-0.012909822165966034,0.0
