,A.LOITER1
12:34:14.196,-1.0
12:34:14.398,-1.0
12:34:14.603,-1.0
12:34:14.814,-1.0
12:34:15.018,-1.0
12:34:15.221,-1.0
12:34:15.425,-1.0
12:34:15.635,-1.0
12:34:15.840,-1.0
12:34:16.056,-1.0
12:34:16.259,-1.0
12:34:16.462,-1.0
12:34:16.671,-1.0
12:34:16.881,-1.0
12:34:17.086,-1.0
12:34:17.292,-1.0
12:34:17.494,-1.0
12:34:17.699,-1.0
12:34:17.901,-1.0
12:34:18.103,-1.0
12:34:18.305,-1.0
12:34:18.520,-1.0
12:34:18.722,-1.0
12:34:18.930,-1.0
12:34:19.146,-1.0
12:34:19.352,-1.0
12:34:19.555,-1.0
12:34:19.759,-1.0
12:34:19.963,-1.0
12:34:20.165,-1.0
12:34:20.367,-1.0
12:34:20.573,-1.0
12:34:20.777,-1.0
12:34:20.984,-1.0
12:34:21.185,-1.0
12:34:21.389,-1.0
12:34:21.597,-1.0
12:34:21.799,-1.0
12:34:22.001,-1.0
12:34:22.203,-1.0
12:34:22.405,-1.0
12:34:22.615,-1.0
12:34:22.820,-1.0
12:34:23.024,-1.0
12:34:23.229,-1.0
12:34:23.435,-1.0
12:34:23.637,-1.0
12:34:23.838,-1.0
12:34:24.044,-1.0
12:34:24.246,-1.0
12:34:24.448,-1.0
12:34:25.833,-1.0
12:34:26.037,-1.0
12:34:26.239,-1.0
12:34:26.442,-1.0
12:34:26.647,-1.0
12:34:26.850,-1.0
12:34:27.065,-1.0
12:34:27.270,-1.0
12:34:27.472,-1.0
12:34:27.676,-1.0
12:34:27.885,-1.0
12:34:28.091,-1.0
12:34:28.295,-1.0
12:34:28.501,-1.0
12:34:28.703,-1.0
12:34:28.907,-1.0
12:34:29.110,-1.0
12:34:29.314,-1.0
12:34:29.518,-1.0
12:34:29.722,-1.0
12:34:29.926,-1.0
12:34:30.129,-1.0
12:34:30.332,-1.0
12:34:30.537,-1.0
12:34:30.740,-1.0
12:34:30.944,-1.0
12:34:31.149,-1.0
12:34:31.354,-1.0
12:34:31.556,-1.0
12:34:31.762,-1.0
12:34:31.965,-1.0
12:34:32.169,-1.0
12:34:32.374,-1.0
12:34:32.581,-1.0
12:34:32.788,-1.0
12:34:32.992,-1.0
12:34:33.195,-1.0
12:34:33.397,-1.0
12:34:33.600,-1.0
12:34:33.802,-1.0
12:34:34.004,-1.0
12:34:34.207,-1.0
12:34:34.410,-1.0
12:34:34.612,-1.0
12:34:34.816,-1.0
12:34:35.019,-1.0
12:34:35.221,-1.0
12:34:35.423,-1.0
12:34:35.625,-1.0
12:34:35.830,-1.0
12:34:36.034,-1.0
12:34:36.236,-1.0
12:34:36.440,-1.0
12:34:36.644,-1.0
12:34:36.851,-1.0
12:34:37.053,-1.0
12:34:37.265,-1.0
12:34:37.467,-1.0
12:34:37.669,-1.0
12:34:37.876,-1.0
12:34:38.081,-1.0
12:34:38.286,-1.0
12:34:38.489,-1.0
12:34:38.693,-1.0
12:34:38.897,-1.0
12:34:39.100,-1.0
12:34:39.304,-1.0
12:34:39.507,-1.0
12:34:39.709,-1.0
12:34:39.913,-1.0
12:34:40.117,-1.0
12:34:40.323,-1.0
12:34:40.528,-1.0
12:34:40.731,-1.0
12:34:40.936,-1.0
12:34:41.140,-1.0
12:34:41.345,-1.0
12:34:41.547,-1.0
12:34:41.752,-1.0
12:34:41.958,-1.0
12:34:42.162,-1.0
12:34:42.366,-1.0
12:34:42.571,-1.0
12:34:42.775,-1.0
12:34:42.983,-1.0
12:34:43.187,-1.0
12:34:43.389,-1.0
12:34:43.591,-1.0
12:34:43.793,-1.0
12:34:43.997,-1.0
12:34:44.200,-1.0
12:34:44.404,-1.0
12:34:44.609,-1.0
12:34:44.812,-1.0
12:34:45.017,-1.0
12:34:45.221,-1.0
12:34:45.423,-1.0
12:34:45.626,-1.0
12:34:45.835,-1.0
12:34:46.041,-1.0
12:34:46.246,-1.0
12:34:46.449,-1.0
12:34:46.653,-1.0
12:34:46.859,-1.0
12:34:47.063,-1.0
12:34:47.266,-1.0
12:34:47.468,-1.0
12:34:47.671,-1.0
12:34:47.874,-1.0
12:34:48.078,-1.0
12:34:48.284,-1.0
12:34:48.486,-1.0
12:34:48.691,-1.0
12:34:48.896,-1.0
12:34:49.100,-1.0
12:34:49.317,-1.0
12:34:49.520,-1.0
12:34:49.722,-1.0
12:34:49.926,-1.0
