,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN,OA_DB_ALT_MIN,RTL_SPEED,RTL_CONE_SLOPE,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG
04:51:37.869,52213.0,0.25,0.1,1000.0,30.0,0.3,1700.0,1000.0,4377.0,2550.0,0.0,250.0,1.0,0.0,0.0
04:51:42.700,2495.0,0.25,0.1,1000.0,30.0,0.8,5500.0,1000.0,7105.0,20.0,0.0,350.0,2.2,0.0,0.0
04:51:47.833,79916.0,0.25,0.1,1000.0,30.0,0.8,14700.0,1000.0,21156.0,430.0,0.0,100.0,4.9,0.0,0.0
04:51:52.561,24348.0,0.25,0.1,1000.0,30.0,3.4,2300.0,1000.0,11495.0,1660.0,0.0,250.0,2.4,0.0,0.0
04:51:57.796,34500.0,0.25,0.1,1000.0,30.0,0.8,17400.0,1000.0,13865.0,920.0,0.0,700.0,2.2,0.0,0.0
04:52:02.585,173181.0,0.25,0.1,1000.0,30.0,0.2,13000.0,1000.0,2316.0,1860.0,0.0,650.0,4.2,0.0,0.0
04:52:07.800,167240.0,0.25,0.1,1000.0,30.0,0.6,1400.0,1000.0,3178.0,180.0,0.0,750.0,4.9,0.0,0.0
04:52:12.542,42699.0,0.25,0.1,1000.0,30.0,3.2,2900.0,1000.0,12207.0,1500.0,0.0,200.0,8.6,0.0,0.0
04:52:17.704,202650.0,0.25,0.1,1000.0,30.0,0.2,3200.0,1000.0,22074.0,2620.0,0.0,250.0,7.0,0.0,0.0
04:52:22.360,23356.0,0.25,0.1,1000.0,30.0,4.5,3200.0,1000.0,5453.0,360.0,0.0,1400.0,8.5,0.0,0.0
04:52:27.944,128520.0,0.25,0.1,1000.0,30.0,1.6,16900.0,1000.0,1408.0,1560.0,0.0,1050.0,1.6,0.0,0.0
04:52:32.661,293925.0,0.25,0.1,1000.0,30.0,1.2,9100.0,1000.0,15441.0,700.0,0.0,250.0,0.7,0.0,0.0
04:52:37.793,101363.0,0.25,0.1,1000.0,30.0,1.6,4700.0,1000.0,1685.0,330.0,0.0,1750.0,5.7,0.0,0.0
04:52:42.553,75182.0,0.25,0.1,1000.0,30.0,1.1,4000.0,1000.0,24649.0,170.0,0.0,1900.0,9.4,0.0,0.0
