,A.LAND1
11:30:45.431,-1.0
11:30:45.632,-1.0
11:30:45.836,-1.0
11:30:46.039,-1.0
11:30:46.244,-1.0
11:30:46.448,-1.0
11:30:46.656,-1.0
11:30:46.858,-1.0
11:30:47.062,-1.0
11:30:47.266,-1.0
11:30:47.469,-1.0
11:30:47.670,-1.0
11:30:47.872,-1.0
11:30:48.075,-1.0
11:30:48.279,-1.0
11:30:48.482,-1.0
11:30:48.685,-1.0
11:30:48.887,-1.0
11:30:49.089,-1.0
11:30:49.291,-1.0
11:30:49.493,-1.0
11:30:49.695,-1.0
11:30:49.897,-1.0
11:30:50.101,-1.0
11:30:50.303,-1.0
11:30:50.505,-1.0
11:30:50.709,-1.0
11:30:50.910,-1.0
11:30:51.113,-1.0
11:30:51.316,-1.0
11:30:51.518,-1.0
11:30:51.720,-1.0
11:30:51.924,-1.0
11:30:52.126,-1.0
11:30:52.328,-1.0
11:30:52.533,-1.0
11:30:52.737,-1.0
11:30:52.941,-1.0
11:30:53.143,-1.0
11:30:53.346,-1.0
11:30:53.548,-1.0
11:30:53.755,-1.0
11:30:53.957,-1.0
11:30:54.160,-1.0
11:30:54.361,-1.0
11:30:54.563,-1.0
11:30:54.766,-1.0
11:30:54.967,-1.0
11:30:55.169,-1.0
11:30:55.371,-1.0
11:30:55.573,-1.0
11:30:55.775,-1.0
11:30:55.979,-1.0
11:30:56.180,-1.0
11:30:56.383,-1.0
11:30:56.585,-1.0
11:30:56.787,-1.0
11:30:56.989,-1.0
11:30:57.192,-1.0
11:30:57.394,-1.0
11:30:57.596,-1.0
11:30:57.802,-1.0
11:30:58.007,-1.0
11:30:58.208,-1.0
11:30:58.415,-1.0
11:30:58.617,-1.0
11:30:58.821,-1.0
11:30:59.024,-1.0
11:30:59.228,-1.0
11:30:59.430,-1.0
11:30:59.631,-1.0
11:30:59.835,-1.0
11:31:00.037,-1.0
11:31:00.241,-1.0
11:31:00.444,-1.0
11:31:00.649,-1.0
11:31:00.850,-1.0
11:31:01.052,-1.0
11:31:01.254,-1.0
11:31:01.456,-1.0
11:31:01.657,-1.0
11:31:01.859,-1.0
11:31:02.062,-1.0
11:31:02.263,-1.0
11:31:02.466,-1.0
11:31:02.670,-1.0
11:31:02.873,-1.0
11:31:03.076,-1.0
11:31:03.278,-1.0
11:31:03.481,-1.0
11:31:03.682,-1.0
11:31:03.886,-1.0
11:31:04.088,-1.0
11:31:04.293,-1.0
11:31:04.496,-1.0
11:31:04.699,-1.0
11:31:04.902,-1.0
11:31:05.104,-1.0
11:31:05.306,-1.0
11:31:05.508,-1.0
11:31:05.709,-1.0
11:31:05.911,-1.0
11:31:06.114,-1.0
11:31:06.316,-1.0
11:31:06.521,-1.0
11:31:06.723,-1.0
11:31:06.926,-1.0
11:31:07.132,-1.0
11:31:07.336,-1.0
11:31:07.538,-1.0
11:31:07.740,-1.0
11:31:07.943,-1.0
11:31:08.145,-1.0
11:31:08.346,-1.0
11:31:08.548,-1.0
11:31:08.750,-1.0
11:31:08.953,-1.0
11:31:09.156,-1.0
11:31:09.359,-1.0
11:31:09.560,-1.0
11:31:09.764,-1.0
11:31:09.966,-1.0
11:31:10.169,-1.0
11:31:10.371,-1.0
11:31:10.573,-1.0
11:31:10.774,-1.0
11:31:10.978,-1.0
11:31:11.181,-1.0
11:31:11.384,-1.0
11:31:11.586,-1.0
11:31:11.790,-1.0
11:31:11.992,-1.0
11:31:12.193,-1.0
11:31:12.394,-1.0
11:31:12.598,-1.0
11:31:12.802,-1.0
11:31:13.005,-1.0
11:31:13.207,-1.0
11:31:13.408,-1.0
11:31:13.610,-1.0
11:31:13.816,-1.0
