time_stamp,RTL_ALT,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
14:04:40,1500.0,-35.3632621,149.1652375,0.0,-1.0,1.0,1.0,0.0,1.0,-1000.0,1.0,0.0,1.0,STABILIZE,-0.0010385032510384917,0.000939764257054776,0.02372748963534832,0.00032733066473156214,0.00036379758967086673,0.0018806406296789646
14:04:44,1500.0,-35.3632622,149.1652375,0.0,-1.0,-1.0,0.0,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE,-0.0017156773246824741,0.0009814006043598056,0.02274121716618538,0.0002404309343546629,0.00018682883819565177,0.0016901376657187939
14:04:51,41425.0,-35.3632622,149.16523756666666,2.0,-1.0,2.6666666666666665,0.3333333333333333,0.0,1.0,-1000.0,0.3333333333333333,0.0,0.0,AUTO,-0.0007155097361343602,0.000972913073686262,0.021300412093599636,0.00027566591355328757,0.0002461992165384193,0.0014641515833015244
14:04:52,41425.0,-35.3632622,149.1652376,5.0,-1.0,1.5,0.0,0.0,1.5,-1000.0,0.0,0.0,0.5,AUTO,-0.0009132736013270915,0.0009758285596035421,0.0211643073707819,0.00041325663914904,0.00022380883456207812,0.0015213735750876367
14:04:54,26568.0,-35.3632622,149.16523745,7.0,0.0,-1.0,-1.0,0.0,1.5,-1000.0,0.5,1.0,0.5,AUTO,-0.0007116289052646607,0.0013772707898169756,0.020807555876672268,0.00040073166019283235,0.0003271430032327771,0.0013560571242123842
14:04:56,11711.0,-35.3632621,149.1652375,534.5,0.0,0.0,-114.5,0.0,0.0,-1099.0,-2.5,3.0,0.5,AUTO,0.0009395725064678118,0.0012162701168563217,0.0202541034668684,-0.0038020838983356953,0.0026599402772262692,0.0012293384061194956
14:04:57,299647.0,-35.363261975,149.1652375,2306.5,0.0,0.75,-149.25,0.0,0.0,-1004.5,18.25,-1.75,-5.75,AUTO,0.004800221366167534,0.0012346249991423974,0.00571128074079752,0.01750585192348808,-0.002339917584322393,-0.005904957593884319
14:04:58,299647.0,-35.36326185,149.1652377,3463.0,2.0,11.0,-151.0,0.0,-0.5,-1000.5,45.0,-6.5,0.0,AUTO,0.03387522976845503,-0.0026586083113215864,-0.01752393413335085,0.044528041034936905,-0.007547339424490929,0.00035872531589120626
14:05:00,253392.0,-35.3632608,149.16524520000002,6534.5,-1.5,21.0,-150.5,2.5,-4.5,-999.0,-56.0,-17.5,-20.0,AUTO,-0.04298597201704979,0.005075179971754551,-0.09373306855559349,-0.056965405121445656,-0.01846910919994116,-0.020323959179222584
14:05:02,207137.0,-35.36326115,149.16523825000002,9619.5,-7.0,-52.5,-152.0,-6.0,12.0,-1003.0,66.0,12.5,0.5,AUTO,0.011325396480970085,0.006108907517045736,-0.09895221143960953,0.06556503474712372,0.012478141579777002,0.0007579547018394805
