,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS
12:50:28.399,87824.0,0.25,0.1,1000.0,30.0
12:50:32.429,300000.0,0.25,0.1,1000.0,30.0
12:50:36.455,178272.0,0.25,0.1,1000.0,30.0
12:50:40.482,295163.0,0.25,0.1,1000.0,30.0
12:50:44.494,200.0,0.25,0.1,1000.0,30.0
12:50:48.006,200.0,0.25,0.1,1000.0,30.0
12:50:52.024,200.0,0.25,0.1,1000.0,30.0
12:50:56.059,131698.0,0.25,0.1,1000.0,30.0
12:51:00.073,49765.0,0.25,0.1,1000.0,30.0
12:51:04.103,300000.0,0.25,0.1,1000.0,30.0
12:51:08.123,200.0,0.25,0.1,1000.0,30.0
12:51:12.164,158209.0,0.25,0.1,1000.0,30.0
12:51:16.188,220512.0,0.25,0.1,1000.0,30.0
12:51:20.219,300000.0,0.25,0.1,1000.0,30.0
12:51:24.233,18605.0,0.25,0.1,1000.0,30.0
12:51:28.282,297098.0,0.25,0.1,1000.0,30.0
12:51:32.310,202648.0,0.25,0.1,1000.0,30.0
12:51:36.337,300000.0,0.25,0.1,1000.0,30.0
12:51:40.356,112951.0,0.25,0.1,1000.0,30.0
12:51:44.393,269409.0,0.25,0.1,1000.0,30.0
12:51:48.408,40869.0,0.25,0.1,1000.0,30.0
12:51:52.424,70141.0,0.25,0.1,1000.0,30.0
12:51:56.484,297042.0,0.25,0.1,1000.0,30.0
12:52:00.501,200.0,0.25,0.1,1000.0,30.0
12:52:04.012,200.0,0.25,0.1,1000.0,30.0
12:52:08.040,300000.0,0.25,0.1,1000.0,30.0
12:52:12.066,300000.0,0.25,0.1,1000.0,30.0
12:52:16.098,129558.0,0.25,0.1,1000.0,30.0
12:52:20.122,104877.0,0.25,0.1,1000.0,30.0
12:52:24.142,24659.0,0.25,0.1,1000.0,30.0
12:52:28.166,234102.0,0.25,0.1,1000.0,30.0
12:52:32.200,16599.0,0.25,0.1,1000.0,30.0
