,LOIT_BRK_DELAY,WPNAV_TER_MARGIN,LOIT_BRK_ACCEL,CHUTE_DELAY_MS,GUID_TIMEOUT,SERVO_ROB_POSMAX,SERVO_ROB_POSMIN,EK2_BCN_DELAY,EK2_FLOW_DELAY,EK3_FLOW_DELAY,BARO_FLTR_RNG,COMPASS_FLTR_RNG,H_RSC_AROT_PCT,BATT2_LOW_TIMER,BATT3_LOW_TIMER,BATT4_LOW_TIMER,BATT5_LOW_TIMER,BATT6_LOW_TIMER,BATT7_LOW_TIMER,BATT8_LOW_TIMER,BATT9_LOW_TIMER,BATT_LOW_TIMER,DISARM_DELAY,OSD_MSG_TIME,EK2_TAU_OUTPUT
17:22:44.447,1.9,0.1,25.0,1730.0,0.1,0.0,0.0,110.0,50.0,250.0,7.0,35.0,12.0,116.0,26.0,5.0,32.0,64.0,66.0,71.0,60.0,91.0,0.0,1.0,40.0
17:22:53.275,1.3,0.1,183.0,994.0,0.1,0.0,0.0,10.0,110.0,0.0,94.0,100.0,26.0,120.0,120.0,54.0,59.0,61.0,93.0,13.0,0.0,120.0,0.0,1.0,50.0
17:22:57.801,1.3,0.1,87.0,4142.0,0.1,0.0,0.0,40.0,30.0,170.0,0.0,43.0,10.0,120.0,120.0,102.0,120.0,41.0,74.0,120.0,0.0,36.0,0.0,1.0,20.0
17:23:01.946,0.0,0.1,206.0,5000.0,0.1,0.0,0.0,70.0,0.0,250.0,96.0,67.0,38.0,120.0,75.0,2.0,0.0,12.0,83.0,85.0,6.0,79.0,0.0,1.0,10.0
17:23:07.155,0.4,0.1,69.0,1982.0,0.1,0.0,0.0,130.0,60.0,30.0,24.0,0.0,40.0,45.0,76.0,25.0,21.0,65.0,49.0,71.0,24.0,120.0,0.0,1.0,15.0
17:23:11.809,0.3,0.1,25.0,5000.0,0.1,0.0,0.0,80.0,110.0,120.0,90.0,66.0,37.0,41.0,86.0,28.0,120.0,71.0,50.0,92.0,27.0,116.0,0.0,1.0,25.0
17:23:17.198,0.4,0.1,120.0,2593.0,0.1,0.0,0.0,70.0,70.0,130.0,23.0,0.0,0.0,0.0,35.0,76.0,80.0,29.0,91.0,7.0,23.0,16.0,0.0,1.0,35.0
17:23:31.021,0.0,0.1,96.0,2356.0,0.1,0.0,0.0,60.0,60.0,220.0,44.0,0.0,11.0,35.0,41.0,92.0,2.0,61.0,82.0,0.0,88.0,0.0,0.0,1.0,15.0
17:23:36.008,1.2,0.1,25.0,4686.0,0.1,0.0,0.0,70.0,110.0,60.0,0.0,0.0,40.0,120.0,89.0,55.0,0.0,1.0,96.0,71.0,27.0,6.0,0.0,1.0,20.0
17:23:41.357,0.4,0.1,138.0,1048.0,0.1,0.0,0.0,130.0,130.0,210.0,57.0,88.0,12.0,19.0,120.0,5.0,10.0,0.0,43.0,0.0,114.0,36.0,0.0,1.0,35.0
