,A.ALT_HOLD1
13:05:01.095,1
13:05:01.296,1
13:05:01.497,1
13:05:01.698,1
13:05:01.900,1
13:05:02.101,1
13:05:02.302,1
13:05:02.502,1
13:05:02.704,1
13:05:02.905,1
13:05:03.106,1
13:05:03.307,1
13:05:03.508,1
13:05:03.708,1
13:05:03.909,1
13:05:04.110,1
13:05:04.311,1
13:05:04.511,1
13:05:04.712,1
13:05:04.913,1
13:05:05.114,1
13:05:05.315,1
13:05:05.516,1
13:05:05.717,1
13:05:05.918,1
13:05:06.119,1
13:05:06.320,1
13:05:06.521,1
13:05:06.722,1
13:05:06.923,1
13:05:07.124,1
13:05:07.325,1
13:05:07.526,1
13:05:07.727,1
13:05:07.928,1
13:05:08.128,1
13:05:08.329,1
13:05:08.530,1
13:05:08.731,1
13:05:08.933,1
13:05:09.135,1
13:05:09.336,1
13:05:09.537,1
13:05:09.739,1
13:05:09.940,1
13:05:10.141,-1
13:05:10.342,1
13:05:10.544,1
13:05:10.745,1
13:05:10.946,1
13:05:11.148,1
13:05:11.349,1
13:05:11.551,1
13:05:11.752,1
13:05:11.953,1
13:05:12.154,1
13:05:12.355,1
13:05:12.557,1
13:05:12.758,1
13:05:12.960,1
13:05:13.161,1
13:05:13.362,1
13:05:13.562,1
13:05:13.763,1
13:05:13.964,1
13:05:14.166,1
13:05:14.366,1
13:05:14.567,1
13:05:14.769,1
13:05:14.971,1
13:05:15.172,1
13:05:15.373,1
13:05:15.575,1
13:05:15.775,1
13:05:15.976,1
13:05:16.177,1
13:05:16.378,1
13:05:16.579,1
13:05:16.780,1
13:05:16.983,1
13:05:17.186,1
13:05:17.387,1
13:05:17.589,1
13:05:17.791,1
13:05:17.992,1
13:05:18.193,1
13:05:18.396,-1
13:05:18.597,1
13:05:18.798,1
13:05:19.000,1
13:05:19.200,1
13:05:19.402,1
13:05:19.603,1
13:05:19.804,1
13:05:20.005,1
13:05:20.206,1
13:05:20.407,1
13:05:20.608,1
13:05:20.810,1
13:05:21.012,1
13:05:21.214,1
13:05:21.415,1
13:05:21.615,1
13:05:21.816,1
13:05:22.018,1
13:05:22.219,1
13:05:22.420,1
13:05:22.621,1
