,A.RTL3
16:55:06.127,-1.0
16:55:06.329,-1.0
16:55:06.531,-1.0
16:55:06.733,-1.0
16:55:06.935,-1.0
16:55:07.139,-1.0
16:55:07.340,-1.0
16:55:07.541,-1.0
16:55:07.743,-1.0
16:55:07.944,-1.0
16:55:08.146,-1.0
16:55:08.347,-1.0
16:55:08.549,-1.0
16:55:08.751,-1.0
16:55:08.953,-1.0
16:55:09.157,-1.0
16:55:09.358,-1.0
16:55:09.559,-1.0
16:55:09.761,-1.0
16:55:09.962,-1.0
16:55:10.165,-1.0
16:55:10.366,-1.0
16:55:10.569,-1.0
16:55:10.771,-1.0
16:55:10.972,-1.0
16:55:11.174,-1.0
16:55:11.375,-1.0
16:55:11.577,-1.0
16:55:11.781,-1.0
16:55:11.984,-1.0
16:55:12.186,-1.0
16:55:12.387,-1.0
16:55:12.590,-1.0
16:55:12.791,-1.0
16:55:12.994,-1.0
16:55:13.195,-1.0
16:55:13.396,-1.0
16:55:13.605,-1.0
16:55:13.808,-1.0
16:55:14.009,-1.0
16:55:14.211,-1.0
16:55:14.412,-1.0
16:55:14.614,-1.0
16:55:14.817,-1.0
16:55:15.018,-1.0
16:55:15.219,-1.0
16:55:15.420,-1.0
16:55:15.623,-1.0
16:55:15.829,-1.0
16:55:19.623,-1.0
16:55:19.825,-1.0
16:55:20.027,-1.0
16:55:20.229,-1.0
16:55:20.432,-1.0
16:55:20.635,-1.0
16:55:20.837,-1.0
16:55:21.039,-1.0
16:55:21.241,-1.0
16:55:21.443,-1.0
16:55:21.645,-1.0
16:55:21.846,-1.0
16:55:22.048,-1.0
16:55:22.250,-1.0
16:55:22.451,-1.0
16:55:22.654,-1.0
16:55:22.855,-1.0
16:55:23.056,-1.0
16:55:23.258,-1.0
16:55:23.459,-1.0
16:55:23.660,-1.0
16:55:23.862,-1.0
16:55:24.064,-1.0
16:55:24.266,-1.0
16:55:24.467,-1.0
16:55:24.672,-1.0
16:55:24.878,-1.0
16:55:25.081,-1.0
16:55:25.287,-1.0
16:55:25.489,-1.0
16:55:25.691,-1.0
16:55:25.893,-1.0
16:55:26.096,-1.0
16:55:26.297,-1.0
16:55:26.498,-1.0
16:55:26.699,-1.0
16:55:26.901,-1.0
16:55:27.102,-1.0
16:55:27.304,-1.0
16:55:27.507,-1.0
16:55:27.710,-1.0
16:55:27.912,-1.0
16:55:28.113,-1.0
16:55:28.319,-1.0
16:55:28.521,-1.0
16:55:28.724,-1.0
16:55:28.926,-1.0
16:55:29.128,-1.0
16:55:29.330,-1.0
16:55:29.533,-1.0
16:55:29.734,-1.0
16:55:29.936,-1.0
16:55:30.140,-1.0
16:55:30.342,-1.0
16:55:30.543,-1.0
16:55:30.744,-1.0
16:55:30.946,-1.0
16:55:31.147,-1.0
16:55:31.350,-1.0
16:55:31.552,-1.0
16:55:31.754,-1.0
16:55:31.956,-1.0
16:55:32.160,-1.0
16:55:32.363,-1.0
16:55:32.566,-1.0
16:55:32.767,-1.0
16:55:32.968,-1.0
16:55:33.170,-1.0
16:55:33.374,-1.0
16:55:33.576,-1.0
16:55:33.777,-1.0
16:55:33.979,-1.0
16:55:34.183,-1.0
16:55:34.385,-1.0
16:55:34.588,-1.0
16:55:34.789,-1.0
16:55:34.990,-1.0
16:55:35.193,-1.0
16:55:35.394,-1.0
16:55:35.596,-1.0
16:55:35.797,-1.0
16:55:35.998,-1.0
16:55:36.200,-1.0
16:55:36.401,-1.0
16:55:36.603,-1.0
16:55:36.805,-1.0
16:55:37.007,-1.0
16:55:37.209,-1.0
16:55:37.411,-1.0
16:55:37.614,-1.0
16:55:37.815,-1.0
16:55:38.017,-1.0
16:55:38.219,-1.0
16:55:38.422,-1.0
16:55:38.624,-1.0
16:55:38.825,-1.0
16:55:39.027,-1.0
16:55:39.229,-1.0
16:55:39.431,-1.0
16:55:39.632,-1.0
16:55:39.833,-1.0
16:55:40.035,-1.0
16:55:40.237,-1.0
16:55:40.439,-1.0
16:55:40.642,-1.0
16:55:40.843,-1.0
16:55:41.047,-1.0
16:55:41.248,-1.0
16:55:41.451,-1.0
16:55:41.652,-1.0
16:55:41.854,-1.0
16:55:42.055,-1.0
16:55:42.257,-1.0
16:55:42.459,-1.0
16:55:42.660,-1.0
16:55:42.862,-1.0
16:55:43.065,-1.0
16:55:43.268,-1.0
16:55:43.470,-1.0
16:55:43.672,-1.0
16:55:43.873,-1.0
16:55:44.075,-1.0
16:55:44.277,-1.0
16:55:44.478,-1.0
16:55:44.679,-1.0
