time_stamp,lat,lon,relative_alt,vx,vy,vz,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,RTL_ALT
19:50:06,-35.36326013333334,149.16523651666668,13877.666666666666,9.0,-13.333333333333334,-151.83333333333334,-0.0036503554632266364,0.023072952249397833,-0.16331291447083154,0.033314073303093515,0.0075116639491170645,-0.028805826790630817,-4.5,0.16666666666666666,-1000.6666666666666,33.5,8.0,-28.833333333333332,AUTO,1500.0
19:50:08,-35.36326105,149.1652353,17007.0,-14.5,9.5,-151.0,0.008045454742386937,0.0035381296183913946,-0.16708668321371078,-0.010915837716311216,-0.00975562958046794,-0.0047158116940408945,2.5,0.0,-1000.5,-10.0,-8.0,-4.5,AUTO,1500.0
19:50:09,-35.363262025,149.16523625,19114.75,-5.5,6.0,-151.75,-0.0004130930092287599,-0.002588046045275405,-0.18833954259753227,0.0018778712837956846,0.0014884990669088438,-0.024593330919742584,1.0,0.0,-1000.25,2.25,2.0,-24.5,AUTO,1500.0
19:50:11,-35.3632622,149.1652364,21656.4,-0.2,1.4,-152.0,0.003374290280044079,0.0019819638459011913,-0.23083830177783965,0.0031898111570626496,0.003277736948803067,-0.024229421839118005,0.0,0.0,-1000.0,3.4,3.6,-24.2,AUTO,1500.0
19:50:13,-35.36326213333333,149.16523663333334,24977.166666666668,-1.6666666666666667,2.0,-151.66666666666666,-0.0012545334563280146,0.0044162455790986615,-0.2699063966671626,-0.0018539577528523903,0.0031390499401216707,-0.0035918959183618426,0.0,0.0,-1000.1666666666666,-1.1666666666666667,3.8333333333333335,-3.6666666666666665,AUTO,1500.0
19:50:15,-35.36326236666667,149.16523676666665,27945.166666666668,-2.6666666666666665,6.0,-152.0,0.008688015552858511,0.002259525722668817,-0.2371105377872785,-0.003724632076531028,-0.0005842874137063822,0.023862943053245544,0.5,0.0,-999.3333333333334,-2.6666666666666665,0.0,23.0,AUTO,1500.0
19:50:17,-35.3632624,149.16523791666668,31061.333333333332,0.0,4.5,-152.0,-0.0005732436111429706,0.0013042592133084934,-0.1971964662273725,-0.0007037459290586412,-0.00034407610655762255,0.017425875334690016,0.0,-0.6666666666666666,-1000.1666666666666,0.5,0.5,16.666666666666668,AUTO,1500.0
19:50:19,-35.36326231666667,149.16523808333332,34184.0,0.0,0.0,-152.0,0.001412636008656894,0.0010097459016833454,-0.16769342869520187,-3.165916617338856e-05,0.0003671599746060868,0.013477285392582417,0.0,0.0,-999.6666666666666,1.0,1.0,12.833333333333334,AUTO,1500.0
19:50:21,-35.3632622,149.16523781666666,37297.666666666664,0.0,0.0,-152.0,0.0022317862797838948,0.0011212090903427452,-0.14546762655178705,0.00030683343842004734,0.0004595979698933661,0.009810561314225197,0.0,0.0,-1000.0,0.8333333333333334,1.1666666666666667,9.166666666666666,AUTO,1500.0
19:50:23,-35.36326209999999,149.16523755,40423.5,-0.16666666666666666,0.0,-152.0,0.0024945419669772186,0.0016042010198968153,-0.12870260452230772,-0.0009710582089610398,-0.0007856097460413972,0.006848659832030535,0.0,0.0,-1000.3333333333334,0.3333333333333333,0.5,6.333333333333333,AUTO,1500.0
