,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG
00:23:10.082,45874.0,1.1,0.3,-1.7,0.25,0.4,0.0,26771.0,640.0,1.0,0.1,50.0,50.0,332.0,0.0
00:23:15.669,103272.0,0.2,0.5,-4.4,0.25,5.0,0.0,14441.0,150.0,1.0,0.1,50.0,50.0,47.0,0.0
00:23:20.346,135709.0,1.1,0.7,4.0,0.25,0.1,0.0,3665.0,410.0,1.0,0.1,50.0,50.0,524.0,0.0
00:23:25.998,227962.0,0.4,0.5,1.3,0.25,0.2,0.0,16889.0,60.0,1.0,0.1,50.0,50.0,157.0,0.0
00:23:31.577,179984.0,0.7,0.5,-3.2,0.25,1.8,0.0,21354.0,590.0,1.0,0.1,50.0,50.0,426.0,0.0
00:23:36.151,192382.0,0.3,0.9,-8.1,0.25,2.2,0.0,718.0,10.0,1.0,0.1,50.0,50.0,529.0,0.0
00:23:41.838,25328.0,0.5,0.9,-9.6,0.25,1.3,0.0,30799.0,410.0,1.0,0.1,50.0,50.0,95.0,0.0
00:23:46.475,66626.0,0.2,0.3,0.5,0.25,1.0,0.0,1578.0,130.0,1.0,0.1,50.0,50.0,392.0,0.0
00:23:52.191,3352.0,0.5,1.5,6.6,0.25,4.2,0.0,7132.0,60.0,1.0,0.1,50.0,50.0,157.0,0.0
00:23:57.859,108434.0,0.2,2.0,-6.2,0.25,0.6,0.0,10393.0,60.0,1.0,0.1,50.0,50.0,327.0,0.0
00:24:03.059,154481.0,0.7,0.7,6.0,0.25,2.1,0.0,12933.0,210.0,1.0,0.1,50.0,50.0,267.0,0.0
00:24:08.859,13344.0,0.4,0.2,-4.5,0.25,0.8,0.0,4638.0,780.0,1.0,0.1,50.0,50.0,158.0,0.0
00:24:13.523,48464.0,0.2,1.1,-9.4,0.25,3.9,0.0,5758.0,810.0,1.0,0.1,50.0,50.0,137.0,0.0
