,A.BRAKE1
15:50:55.486,-1
15:50:55.688,-1
15:50:55.890,-1
15:50:56.096,-1
15:50:56.297,-1
15:50:56.509,-1
15:50:56.721,-1
15:50:56.925,-1
15:50:57.131,-1
15:50:57.333,-1
15:50:57.535,-1
15:50:57.739,-1
15:50:57.944,-1
15:50:58.146,-1
15:50:58.348,-1
15:50:58.554,-1
15:50:58.760,-1
15:50:58.961,-1
15:50:59.170,-1
15:50:59.371,-1
15:50:59.577,-1
15:50:59.779,-1
15:50:59.982,-1
15:51:00.184,-1
15:51:00.389,-1
15:51:00.591,-1
15:51:00.796,-1
15:51:00.999,-1
15:51:01.200,-1
15:51:01.402,-1
15:51:01.603,-1
15:51:01.805,-1
15:51:02.012,-1
15:51:02.214,-1
15:51:02.421,-1
15:51:02.623,-1
15:51:02.830,-1
15:51:03.031,-1
15:51:03.236,-1
15:51:03.438,-1
15:51:03.642,-1
15:51:03.843,-1
15:51:04.050,-1
15:51:04.252,-1
15:51:04.454,-1
15:51:04.664,-1
15:51:04.872,-1
15:51:05.073,-1
15:51:05.277,-1
15:51:05.478,-1
15:51:05.682,-1
15:51:05.884,-1
15:51:06.089,-1
15:51:06.295,-1
15:51:06.499,-1
15:51:06.701,-1
15:51:06.905,-1
15:51:07.107,-1
15:51:07.309,-1
15:51:07.511,-1
15:51:07.715,-1
15:51:07.919,-1
15:51:08.121,-1
15:51:08.324,-1
15:51:08.526,-1
15:51:08.730,-1
15:51:08.932,-1
15:51:09.134,-1
15:51:09.336,-1
15:51:09.539,-1
15:51:09.742,-1
15:51:09.945,-1
15:51:10.149,-1
15:51:10.351,-1
15:51:10.556,-1
15:51:10.760,-1
15:51:10.963,-1
15:51:11.164,-1
15:51:11.366,-1
15:51:11.568,-1
15:51:11.775,-1
15:51:11.979,-1
15:51:12.182,-1
15:51:12.404,-1
15:51:12.606,-1
15:51:12.807,-1
15:51:13.009,-1
15:51:13.211,-1
15:51:13.413,-1
15:51:13.617,-1
15:51:13.818,-1
15:51:14.028,-1
15:51:14.229,-1
15:51:14.434,-1
15:51:14.638,-1
15:51:14.839,-1
15:51:15.042,-1
