,LAND_SPEED_HIGH,PLND_XY_DIST_MAX,PLND_TIMEOUT,AVOID_MARGIN,FOLL_OFS_Z,CAM_TRIGG_DIST,RNGFND1_PWRRNG,RNGFND2_PWRRNG,RNGFND3_PWRRNG,RNGFND4_PWRRNG
14:07:24.298,450.0,7.960574339070249,10.49335128156807,9.899406099364231,33.0,221.6760547625485,24393.487802842017,1857.5617064520136,28271.50494239679,19804.12130929482
14:07:27.304,130.0,4.620112384681717,12.846957540923853,8.515541375969061,-13.0,675.693087323503,8857.192971536617,7578.623688379505,2910.590741233072,26636.385140729522
14:07:30.313,310.0,6.830133718040998,19.634627335452915,6.331014768661517,79.0,151.75088172812113,4687.264028386421,19296.519834157567,29733.60581389845,12728.685249248163
14:07:33.318,270.0,6.475343178833977,2.3784845009154454,1.7322303378122221,-11.0,321.8643885214103,17010.57101105828,15633.493826650785,7440.868017827911,28806.363811420317
14:07:36.327,170.0,8.057152002857693,2.4890608664659597,1.0062681975574748,61.0,567.9826344296196,22340.56439405046,10267.068451402976,8233.969063937184,7193.658574067087
14:07:39.334,500.0,8.02766583141591,5.807883790816777,9.59628602401214,87.0,33.360933994039165,16215.531201162095,16119.205816582677,1850.5331442016989,32508.009992090247
14:07:42.343,490.0,8.714937547896737,12.805911617999808,4.291945091654784,4.0,374.2221331951918,3622.050569214649,23139.977918254302,20732.816387711366,7654.16444339474
14:07:45.351,480.0,9.62752722854841,3.0707211130205048,3.5560976179178403,-16.0,556.416818141785,14421.255568848195,14369.086752620846,29659.828973594897,4370.6330200515395
14:07:48.360,220.0,0.4760248908755971,10.759161237675077,1.2459579266031815,57.0,386.2112099595274,3820.0859969687344,1922.8414461177779,11746.432911669737,6164.732481903778
14:07:53.482,220.0,6.190793709889178,10.48807042463258,8.637487069682265,88.0,654.7972786895942,30372.121502484737,3244.4387582914933,22973.22137166237,5846.867548889927
14:07:56.489,160.0,4.491639056524452,0.3197697173457592,6.45099653691846,91.0,26.76194593788761,20113.87657131408,27798.117305606807,6942.519468533512,14211.41973327119
14:07:59.499,330.0,6.955087581445772,19.41117659154789,4.376523736045964,67.0,787.8596356759832,3576.5665666283226,10709.154723409722,1603.543386500005,23060.349709448095
14:08:02.506,410.0,2.349931226178489,14.725339913499733,3.047711613404053,-27.0,311.032704366642,4290.634836859523,18801.039184072262,22976.710242339825,1840.766389958926
14:08:05.512,310.0,1.7166684278002098,18.500903438505503,1.3510978459909877,74.0,359.54733145966634,28455.934789088322,16519.989720081365,909.5111195384437,22881.36094725195
14:08:08.520,370.0,0.3993546864795572,10.82091929938824,5.033999553873803,-49.0,299.2494603111128,30380.821206228833,12390.871840611922,12653.799452815489,31539.02392407753
14:08:11.526,260.0,9.771700334606814,18.437721677829202,1.3853873277321838,98.0,922.5652935492546,25934.079595017472,9679.169664712103,18623.679661432972,24240.9835941349
14:08:14.532,430.0,7.088661390281194,5.851313272184477,7.187599395817105,-22.0,449.9438771149887,20689.64559328553,23939.23555008621,9375.560382932066,9882.85635725199
14:08:17.536,100.0,6.271011742332736,6.3970622967114865,1.9590232545999102,-76.0,681.8291527068418,24089.783216955435,18196.876553585647,16956.920058968517,164.78871704789222
14:08:20.541,240.0,7.089265663039901,9.22152267507242,3.0684531033677054,-26.0,875.0062851677777,6281.702285926115,29368.43198604301,5195.670343314343,6307.077106326605
14:08:25.671,150.0,1.2199567335680117,10.435686913533262,4.698049602227492,-75.0,812.1286165171306,21197.128480934996,2123.367762587736,31166.420716772922,21539.285556710944
14:08:28.676,90.0,5.375810135540824,5.2622595718693255,4.6053478928382034,-72.0,557.6959288825334,15721.872849565534,20696.546489647113,8179.382120306075,9511.359866500725
14:08:31.682,30.0,1.82448045339334,0.5955419272295126,4.14160677088228,60.0,596.2829280467786,16964.867877752004,16881.168618178708,29777.34159828212,20414.961980803437
14:08:34.692,30.0,4.627612694684245,19.997004341485002,6.830045352439931,95.0,333.4091719540517,6875.85996834241,14817.812004242489,12512.879740960241,15998.234184981913
14:08:37.696,470.0,5.33152472439499,6.523809470011244,3.827995084950769,33.0,534.733692560055,13113.728127079945,17392.674344842068,27263.8638962108,10621.03341153367
14:08:40.704,370.0,6.187883282633183,4.210133934387434,4.868278756383202,-57.0,6.521243555350664,6699.480432207064,12595.680531838969,28379.18823264362,13146.075400928927
14:08:43.709,180.0,2.605382880595526,11.467294336956188,8.716988039323699,12.0,729.4566516825437,31075.73030581916,5746.786459317899,20580.22701736095,27250.632470585686
