time_stamp,MODE,RTL_ALT,LAND_SPEED_HIGH,WPNAV_SPEED_DN,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro
14:06:46,GUIDED,1500.0,270.0,90.0,-0.0004395014451195796,0.0015839372451106708,0.02787457841138045,0.0002991588165362676,0.0003232773548612992,0.0023399204947054386,-35.3632621,149.16523743333332,0.0,-1.3333333333333333,1.0,0.0,0.0,1.3333333333333333,-1000.0,0.0,0.0,0.0
14:06:49,GUIDED,1500.0,270.0,90.0,-0.000877612765179947,0.0012526690843515098,0.026321892626583576,0.00027408538153395057,0.00024708233831916004,0.002117194700986147,-35.3632622,149.1652375,0.0,0.0,0.0,1.0,0.0,1.0,-1000.0,0.0,0.0,0.0
14:06:54,GUIDED,1500.0,270.0,90.0,3.445256152190268e-05,0.002092882595025003,0.024736331403255464,0.0002719881129451096,0.0002805379859637469,0.0018961668945848941,-35.3632622,149.16523741999998,0.0,0.0,0.0,0.0,0.0,1.4,-1000.0,0.0,0.0,0.0
14:06:57,GUIDED,1500.0,270.0,90.0,0.015394359739730135,0.001143861358286813,0.02379919635131955,0.03477975417627022,-0.0030796764185652137,0.002111819660058245,-35.363262,149.16523745,1167.5,0.5,3.0,-137.5,-0.2,0.0,-1056.2,27.6,-0.6,0.6
14:07:08,GUIDED,1500.0,270.0,90.0,0.025148975662887096,-0.10829753130674362,-0.053292112052440645,-0.0527059318497777,-0.06602551601827145,0.08280468108132481,-35.36327526,149.16523411999998,12374.6,-30.8,47.0,-152.4,14.4,-2.0,-1006.0,-51.6,-65.4,81.8
14:07:11,GUIDED,1500.0,270.0,90.0,-0.035831359680742025,0.05550934234634042,-0.20597989857196808,0.04863953497260809,0.06963553745299578,-0.03575398353859782,-35.3632571,149.165231675,16529.25,62.25,-81.0,-154.5,-26.25,2.75,-1008.5,48.75,69.5,-35.75
14:07:21,GUIDED,1500.0,270.0,90.0,-0.14052775715078628,-0.03668822753908379,-0.3239485706601824,-0.06220350334686892,0.11592634660857064,-0.1401688147868429,-35.363259742857146,149.1652562714286,24486.285714285714,121.28571428571429,-12.285714285714286,-148.42857142857142,-15.125,-27.5,-1016.5,-76.375,115.25,-141.75
14:07:33,GUIDED,1500.0,270.0,90.0,-0.11780602378504616,0.13671609280364855,-0.5045213273593357,0.031765605323016644,0.1473142547266824,-0.012359396354960544,-35.363246114285715,149.16524261428572,35820.71428571428,120.71428571428571,-155.85714285714286,-159.28571428571428,-48.875,-18.875,-1037.375,34.625,158.125,-13.5
14:07:36,GUIDED,1500.0,270.0,90.0,0.07057024165987968,-0.0036953428449730077,-0.34825262427330017,0.09357582529385884,-0.15674924105405807,0.09905350829164188,-35.36328163333334,149.16522005000002,39700.666666666664,-256.3333333333333,50.0,-144.16666666666666,43.714285714285715,44.0,-1041.0,86.0,-164.42857142857142,103.28571428571429
14:07:53,LAND,1500.0,310.0,90.0,0.015227269076813873,-0.005191948143944431,-0.3787418626821958,-0.6377730415417597,-0.004557768098983126,-0.0007152975751803472,-35.363262953846146,149.16523556153845,13610.0,7.384615384615385,14.923076923076923,154.3846153846154,-2.076923076923077,-21.307692307692307,-1051.3076923076924,-638.3076923076923,-4.076923076923077,0.46153846153846156
14:07:55,LAND,1500.0,310.0,90.0,0.030983226373791695,-0.003231568494811654,-0.38502368330955505,-0.972354531288147,0.004169886931777,0.002089862711727619,-35.3632638,149.1652329,11139.0,14.0,28.0,45.0,-1.0,-44.0,-1049.0,-976.0,4.0,3.0
14:08:09,LAND,1500.0,273.3333333333333,90.0,-0.00698881218158931,0.0016377149586332962,-0.4115961268544197,0.376980684697628,0.0005651221435982734,0.0002821616071742028,-35.363261375,149.16523899999999,8307.0,-5.5,-10.0,0.0,0.25,20.25,-1003.25,383.0,0.75,1.25
14:08:13,LAND,1500.0,360.0,90.0,-0.011302490641052524,-0.0008220576758806905,-0.415024071931839,0.010771142939726511,-0.003569246813034018,0.004299615199367206,-35.36326123333333,149.1652395,8292.0,-9.666666666666666,-18.0,10.0,-0.5,7.5,-969.25,-145.75,-2.0,3.25
14:08:15,LAND,1500.0,370.0,90.0,0.010745778365526348,-0.0005137306543474551,-0.4164079070091248,0.4354926884174347,0.0032036800403147936,-0.002326764666941017,-35.3632616,149.16523855999998,7611.6,-6.0,-12.6,36.8,-0.6666666666666666,10.333333333333334,-1007.5,495.3333333333333,3.8333333333333335,-0.16666666666666666
14:08:17,LAND,1500.0,316.6666666666667,90.0,-0.0037643619413886753,0.0003270473306266857,-0.4181266171591623,0.21591880385364806,-0.0022558411915919612,0.0024499417382425497,-35.3632615,149.16523858571432,6948.285714285715,-5.857142857142857,-9.857142857142858,32.142857142857146,-0.14285714285714285,22.428571428571427,-998.4285714285714,222.85714285714286,-1.7142857142857142,3.4285714285714284
14:08:22,LAND,1500.0,240.0,90.0,0.0032618804834783077,-0.0021345402346923947,-0.4203363358974457,-0.4907595072872937,-0.002289694151841104,0.005254814866930246,-35.363262500000005,149.1652365,5203.0,1.75,3.75,31.75,-1.0,-10.2,-1008.4,-553.4,-1.4,5.8
14:08:35,LAND,1500.0,30.0,90.0,0.007173633569618687,-0.001960247615352273,-0.4233875393867493,-0.1460554540157318,0.0010972701711580157,0.003962134872563183,-35.36326214,149.16523718000002,1540.0,-1.8,-3.0,31.4,-1.5,4.833333333333333,-996.8333333333334,-288.5,1.6666666666666667,4.333333333333333
