time_stamp,RTL_ALT,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lon,relative_alt,vx,vy,vz,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
12:33:28,1500.0,AUTO,0.0,1.0,-1000.0,0.3333333333333333,0.0,0.0,-35.3632622,149.1652376,3.0,-1.0,1.6666666666666667,3.0,-0.0010245649803740282,0.0009871236591910322,0.021977866689364117,0.00028808201507975656,0.00025482929777354,0.0015268773228550951
12:33:44,1500.0,AUTO,0.0,-2.0,-981.0,-105.0,12.0,2.0,-35.363262,149.1652366,25247.0,-1.0,2.0,-152.0,-0.002772154053673148,0.0032069142907857895,-0.26424291729927063,-0.10579156130552292,0.011372972279787064,0.0029722684994339943
12:33:48,1500.0,AUTO,0.0,0.0,-1000.0,0.0,0.0,17.0,-35.3632624,149.1652378,31478.0,0.0,4.0,-153.0,-0.0009596045129001141,0.0014493539929389954,-0.1803433895111084,-0.001461999025195837,-0.0005723558133468032,0.017630062997341156
12:33:50,1500.0,AUTO,0.0,0.0,-999.0,0.0,0.0,14.0,-35.3632623,149.1652379,34584.0,0.0,0.0,-153.0,0.0004486931720748544,0.0011798444902524352,-0.15205414593219757,-0.0007652237545698881,-0.0010212319903075695,0.0143944276496768
12:33:52,1500.0,AUTO,0.0,0.0,-1001.0,3.0,1.0,9.0,-35.3632622,149.1652375,37705.0,0.0,0.0,-153.0,0.0022826690692454576,0.0014507946325466037,-0.1304892748594284,0.0023461615201085806,0.0002193148247897625,0.009938511066138744
12:33:54,1500.0,AUTO,0.0,0.0,-1000.0,0.0,0.0,7.0,-35.3632621,149.1652374,40817.0,0.0,0.0,-153.0,0.001424762886017561,0.0012869745260104537,-0.11453722417354584,-0.0005307573592290282,-0.0016467089299112558,0.006885832641273737
12:33:56,1500.0,AUTO,0.0,0.0,-1000.0,3.0,1.0,7.0,-35.363262,149.1652372,43930.0,-1.0,1.0,-153.0,0.002010748255997896,0.0012820925330743194,-0.10166019201278687,0.0025197132490575314,6.493704859167337e-05,0.007389409001916647
12:33:58,1500.0,AUTO,0.0,0.0,-988.0,-25.0,16.0,50.0,-35.363262,149.1652372,47046.0,-1.0,1.0,-152.0,0.00047770279343239963,0.0018163563217967749,-0.0884261503815651,-0.026433194056153297,0.015734203159809113,0.0506649948656559
12:34:00,1500.0,AUTO,0.0,2.0,-968.0,11.0,21.0,-25.0,-35.3632648,149.1652325,49301.0,0.0,-9.0,-66.0,0.037348292768001556,-0.05287563055753708,0.2989130914211273,0.010632275603711605,0.020073525607585907,-0.025613773614168167
12:34:02,1500.0,AUTO,-1.0,-42.0,-969.0,-471.0,15.0,-22.0,-35.3632618,149.1652364,50119.0,15.0,27.0,-19.0,0.001957410480827093,0.015003358945250511,0.23040913045406342,-0.4706946015357971,0.014094301499426365,-0.023570578545331955
12:34:04,1500.0,AUTO,7.0,-19.0,-1001.0,-644.0,0.0,-18.0,-35.3632622,149.1652387,50000.0,-25.0,11.0,5.0,0.020351720973849297,0.017583362758159637,0.18695007264614105,-0.6463956236839294,-0.0003078095614910126,-0.0193115696310997
12:34:06,1500.0,AUTO,5.0,-12.0,-1014.0,569.0,33.0,756.0,-35.3632724,149.1652522,49948.0,-102.0,129.0,-1.0,0.1383727490901947,-0.03494194522500038,1.0875132083892822,0.5667914748191833,0.032474368810653687,0.7564924955368042
12:34:08,1500.0,AUTO,-72.0,-37.0,-992.0,-243.0,-2.0,342.0,-35.3633006,149.1652952,49954.0,-200.0,240.0,-3.0,0.02232895791530609,-0.12181753665208817,2.4527370929718018,-0.24616387486457825,-0.00312714371830225,0.3421369194984436
12:34:10,1500.0,AUTO,-70.0,-50.0,-998.0,-565.0,21.0,7.0,-35.3633407,149.1653536,49992.0,-234.0,267.0,-3.0,0.04128548502922058,-0.06638969480991364,2.391920566558838,-0.565887987613678,0.020094402134418488,0.006980128586292267
12:34:12,1500.0,AUTO,-62.0,-38.0,-989.0,267.0,51.0,6.0,-35.3633808,149.1654105,50014.0,-200.0,224.0,-1.0,0.05853325501084328,0.0020926131401211023,2.380192279815674,0.2686135172843933,0.04971189796924591,0.006604010704904795
12:34:14,1500.0,AUTO,-26.0,-57.0,-1003.0,-735.0,-16.0,-2.0,-35.3634069,149.1654474,50008.0,-79.0,75.0,1.0,0.034141793847084045,0.08894442021846771,2.370654582977295,-0.735101044178009,-0.018184451386332512,-0.0024648194666951895
12:34:16,1500.0,AUTO,-4.0,27.0,-1008.0,219.0,-17.0,-12.0,-35.3634131,149.1654558,49992.0,-10.0,-7.0,0.0,0.011508747935295105,0.027670305222272873,2.356353998184204,0.21508394181728363,-0.018810082226991653,-0.012599525041878223
12:34:18,1500.0,RTL,-3.0,-17.0,-981.0,-14.0,-14.0,8.0,-35.3634129,149.1654573,50002.0,-4.0,-15.0,0.0,0.029940560460090637,0.012462375685572624,2.3439176082611084,-0.013874273747205734,-0.016095668077468872,0.008074511773884296
12:34:20,1500.0,RTL,12.5,5.5,-989.5,33.5,25.0,-1.0,-35.363410900000005,149.1654543,49988.0,22.5,-61.0,0.5,0.009487412869930267,0.06648916564881802,2.335331082344055,0.0313118752092123,0.023491039872169495,-0.0013384351041167974
12:34:22,1500.0,RTL,31.0,6.0,-1003.0,118.0,40.0,-21.0,-35.363404,149.1654405,49972.0,91.0,-123.0,0.0,-0.014456946402788162,0.12087341398000717,2.3292059898376465,0.11791647970676422,0.03895741328597069,-0.021493544802069664
12:34:24,1500.0,RTL,62.5,34.0,-994.5,-150.0,0.0,5.5,-35.3633732,149.1653915,49975.5,209.5,-224.0,-0.5,-0.059807563200592995,0.10719307139515877,2.321876049041748,-0.15287503600120544,-0.0019635220523923635,0.005305892322212458
12:34:26,1500.0,RTL,69.0,47.0,-994.0,-243.0,-24.0,8.0,-35.3633426,149.1653472,49996.0,241.0,-245.0,-1.0,-0.06450328230857849,0.07995094358921051,2.320985794067383,-0.24708403646945953,-0.026428649201989174,0.007555964402854443
12:34:28,1500.0,RTL,59.0,18.5,-993.5,-544.0,-38.5,-25.0,-35.3633028,149.1652928,50007.5,224.0,-231.0,-1.0,-0.05053277872502804,0.027553541585803032,2.3183826208114624,-0.545558512210846,-0.04142539016902447,-0.025764282792806625
12:34:30,1500.0,RTL,32.0,59.5,-996.5,460.5,-52.0,10.5,-35.363271499999996,149.16525155,50006.5,122.5,-127.5,0.0,-0.017699579242616892,-0.06842288374900818,2.3147448301315308,0.45696258172392845,-0.0556181613355875,0.010657050414010882
12:34:32,1500.0,RTL,3.5,-16.5,-993.5,-550.5,26.0,7.0,-35.3632597,149.16523935,49961.0,9.5,-31.5,0.0,0.011713826097548008,-0.018526283092796803,2.3098113536834717,-0.5529513657093048,0.023831842467188835,0.006539023481309414
12:34:34,1500.0,RTL,2.0,-12.0,-1001.0,21.5,-9.5,2.5,-35.363259150000005,149.16523765,49975.5,-6.5,-21.0,-1.0,0.01470915973186493,0.013671977911144495,2.3090953826904297,0.021116003394126892,-0.012087645125575364,0.00192326121032238
12:34:36,1500.0,RTL,0.5,10.0,-1005.0,-65.5,12.0,1.0,-35.36326,149.1652364,49979.5,-10.0,-6.0,0.0,-0.0020770016126334667,-0.0004238639958202839,2.305747628211975,-0.0700293481349945,0.009521478787064552,0.0009428781049791723
12:34:38,1500.0,RTL,-1.5,2.5,-1000.0,280.0,7.0,0.5,-35.3632616,149.1652367,49990.5,-2.0,0.0,0.0,0.003505243337713182,0.005764484871178865,2.303198456764221,0.27869583666324615,0.004773410502821207,-0.00034789135679602623
12:34:40,1500.0,RTL,0.0,-62.5,-922.0,-740.5,1.0,3.0,-35.3632621,149.1652373,49668.5,2.5,0.5,64.5,0.0016379774315282702,0.005487486021593213,2.300920605659485,-0.7391903549432755,-0.0017474215710535645,0.0020818752236664295
12:34:42,1500.0,RTL,0.0,-29.5,-956.0,343.0,6.0,5.5,-35.3632622,149.1652378,47577.5,3.0,-1.0,107.5,0.0225712601095438,0.004822850460186601,2.299048662185669,0.3466014266014099,0.003739957814104855,0.004524321528151631
12:34:44,1500.0,RTL,0.0,-10.0,-982.5,546.0,4.0,3.0,-35.3632623,149.165238,45495.5,1.5,-3.5,98.5,0.019509450532495975,0.006050000432878733,2.2976021766662598,0.5481781512498856,0.0016314535168930888,0.002617103629745543
12:34:46,1500.0,RTL,0.5,-76.0,-999.5,-1327.0,4.5,-3.0,-35.36326255,149.16523805,43346.5,2.5,-3.5,100.5,-0.01342921145260334,0.007375170476734638,2.295756220817566,-1.3265365958213806,0.0018149942625313997,-0.004617248312570155
12:34:48,1500.0,RTL,0.0,-60.0,-987.0,-1327.5,-2.5,-1.5,-35.3632634,149.165237,41319.5,10.0,2.0,99.0,-0.024627073667943478,0.005383135052397847,2.2942166328430176,-1.3287788033485413,-0.0054154141689650714,-0.0035587107995525002
12:34:50,1500.0,RTL,0.0,-50.5,-1007.5,-1324.5,-1.0,1.0,-35.363263450000005,149.1652368,39284.0,13.5,5.5,99.0,-0.025449412874877453,0.003532798495143652,2.2938637733459473,-1.327037274837494,-0.004823770374059677,-0.0004871621495112777
12:34:52,1500.0,RTL,-1.5,-3.5,-1006.0,-901.0,0.0,-4.5,-35.363263849999996,149.1652365,37231.5,14.5,6.0,103.0,-0.03720562346279621,0.005670566111803055,2.291800379753113,-0.9059060513973236,-0.0037018120056018233,-0.006614635232836008
12:34:54,1500.0,RTL,0.0,4.0,-995.0,-650.5,0.0,2.0,-35.36326335,149.16523684999999,35203.0,15.5,7.0,99.5,-0.0209256149828434,0.002725709113292396,2.2918410301208496,-0.6561112999916077,-0.0037902346812188625,0.0006127431988716125
12:34:56,1500.0,RTL,0.0,44.5,-1005.0,195.5,8.0,-0.5,-35.363263149999995,149.16523725000002,33180.5,8.0,2.0,100.0,-0.015883135609328747,0.005616741953417659,2.2895838022232056,0.18927576392889023,0.005075820372439921,-0.002272999146953225
12:34:58,1500.0,RTL,-0.5,67.0,-985.5,652.5,0.0,0.0,-35.36326355,149.16523695,31121.5,12.0,3.5,102.5,-0.01565100345760584,0.004343867069110274,2.2898298501968384,0.6472541987895966,-0.003891001339070499,-0.0012569049722515047
12:35:00,1500.0,RTL,-2.0,64.5,-1012.5,570.5,11.0,3.5,-35.3632622,149.1652382,29073.5,3.0,-2.0,99.5,0.004892866243608296,0.0018199238693341613,2.2901312112808228,0.5650752782821655,0.007835224270820618,0.0026692721294239163
12:35:02,1500.0,RTL,0.0,73.0,-1020.5,1272.5,5.5,7.0,-35.3632621,149.1652384,27027.0,-1.5,-6.0,97.5,0.012867947574704885,0.005556078162044287,2.288970947265625,1.2690313458442688,0.0021681742509827018,0.0057711072149686515
12:35:04,1500.0,RTL,-1.0,68.5,-1022.5,1357.5,4.5,3.0,-35.3632621,149.1652381,24988.0,-0.5,-4.5,99.5,0.01564178802073002,0.0016903679934330285,2.288163185119629,1.3555206656455994,0.0015826321323402226,0.0019181504612788558
12:35:06,1500.0,RTL,-0.5,63.5,-1006.0,1452.5,5.0,2.5,-35.3632615,149.16523855,22938.5,-5.0,-6.5,97.5,0.025320379994809628,0.001935951178893447,2.2879523038864136,1.4503893852233887,0.0013658704701811075,0.001457998645491898
12:35:08,1500.0,RTL,0.5,54.0,-1034.0,1345.0,-1.0,4.0,-35.36326165,149.16523865,20901.5,-8.0,-9.5,97.5,0.021268602460622787,0.005271362606436014,2.287970781326294,1.343826711177826,-0.005404915078543127,0.002626078261528164
