time_stamp,alt,MODE_AUTO,MODE_LOITER,MODE_RTL,MODE_STABILIZE,vx,vy,vz
10:30:37.267,583970,0,0,0,1,-1,1,0
10:30:37.469,583970,0,0,0,1,-1,1,0
10:30:37.670,583970,0,0,0,1,-1,1,0
10:30:37.871,583970,0,0,0,1,-1,1,0
10:30:38.073,583970,0,0,0,1,-1,1,0
10:30:38.277,583970,0,0,0,1,-1,1,0
10:30:38.485,583970,0,0,0,1,-1,1,0
10:30:38.687,583970,0,0,0,1,-1,1,0
10:30:38.888,583970,0,0,0,1,-1,1,0
10:30:39.090,583970,0,0,0,1,-1,1,0
10:30:39.291,583970,0,0,0,1,-1,1,0
10:30:39.522,583970,0,0,0,1,-1,1,0
10:30:39.724,583970,0,0,0,1,-1,1,0
10:30:39.928,583970,0,0,0,1,-1,1,0
10:30:40.130,583970,0,0,0,1,-1,1,0
10:30:40.336,583970,0,0,0,1,-1,1,0
10:30:40.539,583970,0,0,0,1,-1,1,0
10:30:40.745,583970,0,0,0,1,-1,1,0
10:30:40.950,583980,0,0,0,1,-1,0,-3
10:30:41.152,583980,0,0,0,1,-1,0,-3
10:30:41.354,583980,0,0,0,1,-1,0,-3
10:30:41.563,583980,0,0,0,1,-1,0,-3
10:30:41.769,583980,0,0,0,1,-1,0,-3
10:30:41.974,583980,0,0,0,1,-1,0,-3
10:30:42.180,583980,0,0,0,1,-1,0,-3
10:30:42.382,583980,0,0,0,1,-1,0,-3
10:30:42.585,583980,0,0,0,1,-1,0,-3
10:30:42.799,583980,0,0,0,1,-1,0,-1
10:30:43.004,583980,0,0,0,1,-1,1,-1
10:30:43.206,583980,0,0,0,1,-1,1,-1
10:30:43.408,583980,0,0,0,1,-1,1,-1
10:30:43.614,583980,0,0,0,1,-1,1,-1
10:30:43.823,583980,0,0,0,1,-1,1,-1
10:30:44.026,583980,0,0,0,1,-1,1,-1
10:30:44.232,583980,0,0,0,1,-1,1,-1
10:30:44.434,583980,0,0,0,1,-1,1,-1
10:30:44.651,583980,0,0,0,1,-1,1,-1
10:30:44.864,583980,0,0,0,1,-1,1,0
