time_stamp,RTL_ALT,EK2_ALT_SOURCE,MODE,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,VFR_HUD_alt
14:04:05,1500.0,0.0,AUTO,583940.0,-35.363262137499994,149.1652375,0.875,-0.5,0.5,0.0,0.0,1.25,-1000.0,0.875,0.5,0.75,-0.0007823804844520055,0.0010055657185148448,0.020668953889980912,0.0002760308052529581,0.00028314918745309114,0.0013744228635914624,583.9400024414062
14:05:39,1500.0,0.0,AUTO,633922.0,-35.36339091999999,149.16498678,49987.4,229.4,337.0,-2.8,-77.2,-58.0,-996.0,0.4,30.8,4.0,0.040610024333000184,-0.12305468767881393,1.0104536056518554,-0.0011350348591804504,0.03003530725836754,0.00256898682564497,633.9219848632813
14:06:07,1500.0,0.0,AUTO,613288.75,-35.363103925000004,149.1654506,29352.875,22.0,34.625,-0.5,-11.125,-5.625,-1003.75,-0.25,-28.25,3.875,0.013018358498811722,-0.015797855807250016,1.0327921211719513,0.0019007688388228416,-0.03121137130074203,0.0016726401372579858,613.2887344360352
14:07:17,1500.0,0.0,AUTO,633680.0,-35.36238664,149.16689374,49742.8,0.8,-181.2,-28.4,-41.2,-1.8,-977.0,25.6,-37.2,-714.4,-0.11565514281392097,-0.11178799122571945,-0.9312911629676819,0.023069271072745322,-0.041377830505371097,-0.7179660201072693,633.6800048828125
14:07:47,1500.0,0.0,ALT_HOLD,631387.5,-35.362476375,149.1656661,47453.75,23.0,-674.0,-72.75,-87.75,-124.0,-1013.25,-9.25,25.0,89.75,0.1109425351023674,-0.060968964360654354,-1.9839779734611511,-0.012354084057733417,0.022548871114850044,0.08682247996330261,631.3874816894531
14:08:02,1500.0,0.0,AUTO,632772.0,-35.36247772,149.1653727,48837.2,-0.4,131.2,-95.6,-22.6,-13.2,-954.6,-24.4,86.6,-3.6,0.027797075919806957,-0.004109085665550083,1.5643308877944946,-0.027131489291787148,0.08353351131081581,-0.007733650878071785,632.7719848632812
14:09:01,1500.0,0.0,ALT_HOLD,634920.0,-35.36247592,149.16538941999997,50984.6,-8.4,6.8,108.8,0.0,-65.8,-852.4,-1070.6,5.2,2.8,-0.03313662204891443,-0.0068105524871498345,1.8282137155532836,-1.070943534374237,0.0021635095588862898,-0.000832234974950552,634.9199951171875
