,A.BRAKE1
21:15:13.273,-1
21:15:13.476,-1
21:15:13.684,-1
21:15:13.890,-1
21:15:14.093,-1
21:15:14.296,-1
21:15:14.497,-1
21:15:14.699,-1
21:15:14.906,-1
21:15:15.107,-1
21:15:15.309,-1
21:15:15.513,-1
21:15:15.718,-1
21:15:15.930,-1
21:15:16.135,-1
21:15:16.337,-1
21:15:16.540,-1
21:15:16.743,-1
21:15:16.947,-1
21:15:19.146,-1
21:15:19.350,-1
21:15:19.554,-1
21:15:19.758,-1
21:15:19.961,-1
21:15:20.164,-1
21:15:20.367,-1
21:15:20.569,-1
21:15:20.775,-1
21:15:20.980,-1
21:15:21.184,-1
21:15:21.390,-1
21:15:21.592,-1
21:15:21.798,-1
21:15:22.003,-1
21:15:22.227,-1
21:15:22.432,-1
21:15:22.636,-1
21:15:22.837,-1
21:15:23.044,-1
21:15:23.247,-1
21:15:23.448,-1
21:15:23.651,-1
21:15:23.853,-1
21:15:24.057,-1
21:15:24.261,-1
21:15:24.467,-1
21:15:24.672,-1
21:15:24.874,-1
21:15:25.079,-1
21:15:25.281,-1
21:15:25.482,-1
21:15:25.689,-1
21:15:25.891,-1
21:15:26.093,-1
21:15:26.296,-1
21:15:26.497,-1
21:15:26.701,-1
21:15:26.908,-1
21:15:27.110,-1
21:15:27.312,-1
21:15:27.515,-1
21:15:27.716,-1
21:15:27.918,-1
21:15:28.120,-1
21:15:28.322,-1
21:15:28.526,-1
21:15:28.729,-1
21:15:28.937,-1
21:15:29.139,-1
21:15:29.342,-1
21:15:29.544,-1
21:15:29.745,-1
21:15:29.947,-1
21:15:30.153,-1
21:15:30.358,-1
21:15:30.564,-1
21:15:30.770,-1
21:15:30.973,-1
21:15:31.190,-1
21:15:31.398,-1
21:15:31.600,-1
21:15:31.802,-1
21:15:32.007,-1
21:15:32.208,-1
21:15:32.412,-1
21:15:32.615,-1
21:15:32.817,-1
21:15:33.028,-1
21:15:33.233,-1
21:15:33.439,-1
21:15:33.641,-1
21:15:33.848,-1
21:15:34.051,-1
21:15:34.258,-1
21:15:34.463,-1
21:15:34.671,-1
21:15:34.875,-1
21:15:35.086,-1
21:15:35.288,-1
21:15:35.492,-1
21:15:35.695,-1
21:15:35.901,-1
21:15:36.102,-1
21:15:36.309,-1
21:15:36.514,-1
21:15:36.724,-1
21:15:36.932,-1
21:15:37.141,-1
21:15:37.346,-1
21:15:37.550,-1
21:15:37.752,-1
21:15:37.954,-1
21:15:38.157,-1
21:15:38.359,-1
21:15:38.570,-1
21:15:38.774,-1
21:15:38.978,-1
21:15:39.182,-1
21:15:39.384,-1
21:15:39.593,-1
21:15:39.796,-1
21:15:39.998,-1
21:15:40.201,-1
21:15:40.404,-1
21:15:40.607,-1
21:15:40.809,-1
21:15:41.012,-1
21:15:41.217,-1
21:15:41.420,-1
21:15:41.630,-1
21:15:41.832,-1
21:15:42.034,-1
21:15:42.237,-1
21:15:42.444,-1
21:15:42.649,-1
21:15:42.855,-1
21:15:43.065,-1
21:15:43.268,-1
21:15:43.470,-1
21:15:43.680,-1
21:15:43.883,-1
21:15:44.092,-1
21:15:44.295,-1
21:15:44.500,-1
21:15:44.707,-1
21:15:44.911,-1
21:15:45.114,-1
21:15:45.318,-1
21:15:45.521,-1
21:15:45.723,-1
21:15:45.925,-1
21:15:46.131,-1
21:15:46.333,1
21:15:46.538,1
21:15:46.744,1
21:15:46.948,1
21:15:47.152,1
21:15:47.359,1
21:15:47.560,1
21:15:47.764,1
21:15:47.968,1
21:15:48.173,-1
21:15:48.374,-1
21:15:48.581,-1
21:15:48.783,-1
21:15:48.988,-1
21:15:49.199,-1
21:15:49.403,-1
21:15:49.604,-1
21:15:49.816,-1
21:15:50.018,-1
21:15:50.221,-1
21:15:50.429,-1
21:15:50.631,-1
21:15:50.834,-1
21:15:51.039,-1
21:15:51.242,-1
21:15:53.504,-1
21:15:53.706,-1
21:15:53.910,-1
21:15:54.112,-1
21:15:54.318,-1
21:15:54.520,-1
21:15:54.724,-1
21:15:54.927,-1
21:15:55.131,-1
21:15:55.337,-1
21:15:55.540,-1
21:15:55.743,-1
21:15:55.944,-1
21:15:56.146,-1
21:15:56.350,-1
21:15:56.555,-1
21:15:56.761,-1
21:15:56.967,-1
21:15:57.169,-1
21:15:57.371,-1
21:15:57.573,-1
21:15:57.775,-1
21:15:57.980,-1
21:15:58.181,-1
21:15:58.385,-1
21:15:58.587,-1
21:15:58.789,-1
21:15:58.996,-1
21:15:59.200,-1
21:15:59.413,-1
21:15:59.614,-1
21:15:59.816,-1
21:16:00.018,-1
21:16:00.220,-1
21:16:00.424,-1
21:16:00.627,-1
21:16:00.830,-1
21:16:01.032,-1
21:16:01.236,-1
21:16:01.438,-1
21:16:01.645,-1
21:16:01.846,-1
21:16:02.048,-1
21:16:02.254,-1
21:16:02.459,-1
21:16:02.662,-1
21:16:02.867,-1
21:16:03.071,-1
21:16:03.273,-1
21:16:03.486,-1
21:16:03.687,-1
21:16:03.889,-1
21:16:04.092,-1
21:16:04.294,-1
21:16:04.498,-1
21:16:04.702,-1
21:16:04.903,-1
21:16:05.106,-1
21:16:05.318,-1
21:16:05.521,-1
21:16:05.722,-1
21:16:05.924,-1
21:16:06.128,-1
21:16:06.330,-1
21:16:06.536,-1
21:16:06.738,-1
21:16:06.940,-1
21:16:07.142,-1
21:16:07.344,-1
21:16:07.546,-1
21:16:07.748,-1
21:16:07.950,-1
21:16:08.152,-1
21:16:08.354,-1
21:16:08.559,-1
21:16:08.765,-1
21:16:08.972,-1
21:16:09.174,-1
21:16:09.376,-1
21:16:09.581,-1
21:16:09.785,-1
21:16:09.988,-1
21:16:10.192,-1
21:16:10.394,-1
21:16:10.599,-1
21:16:10.803,-1
21:16:11.004,-1
21:16:11.206,-1
21:16:11.407,-1
21:16:11.611,-1
