,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P
23:15:48.921,23462.0,0.7,0.7,-7.1,0.25,1.5,0.0,20695.0,350.0,1.0
23:15:53.652,121550.0,0.4,0.5,-4.2,0.25,0.6,0.0,23269.0,280.0,1.0
23:15:58.838,99871.0,0.7,0.3,-9.8,0.25,0.4,0.0,25924.0,450.0,1.0
23:16:03.496,21644.0,0.3,0.3,-5.6,0.25,2.2,0.0,5785.0,350.0,1.0
23:16:09.282,146466.0,0.9,0.3,0.5,0.25,1.5,0.0,14079.0,190.0,1.0
23:16:14.968,131459.0,0.4,0.3,-9.4,0.25,2.4,0.0,26788.0,40.0,1.0
23:16:19.674,27788.0,0.2,0.9,-0.8,0.25,0.1,0.0,21212.0,550.0,1.0
23:16:24.810,93240.0,0.7,0.5,-4.1,0.25,0.8,0.0,11348.0,390.0,1.0
23:16:29.574,193887.0,0.4,0.3,-1.6,0.25,1.0,0.0,1020.0,280.0,1.0
23:16:34.888,33908.0,0.7,0.9,-9.4,0.25,1.8,0.0,904.0,470.0,1.0
23:16:39.597,19534.0,0.5,0.9,-9.2,0.25,0.1,0.0,1045.0,30.0,1.0
23:16:44.733,23602.0,0.4,0.9,-0.0,0.25,0.3,0.0,996.0,320.0,1.0
23:16:49.451,86475.0,0.3,0.2,-4.9,0.25,0.8,0.0,17583.0,620.0,1.0
23:16:55.144,73982.0,0.2,0.3,-5.6,0.25,4.2,0.0,6674.0,250.0,1.0
23:17:00.924,218637.0,0.3,0.4,-4.7,0.25,0.8,0.0,534.0,80.0,1.0
23:17:05.590,65143.0,0.7,0.2,-7.1,0.25,2.4,0.0,1481.0,190.0,1.0
23:17:10.649,44183.0,0.2,0.3,-7.6,0.25,1.6,0.0,5044.0,510.0,1.0
